"postcode","ced_2016","num_in_ced_2016","proportion_in_ced_2016"
"2825","Parkes","1","1.0000"
"2826","Parkes","1","1.0000"
"2827","Parkes","1","1.0000"
"2828","Parkes","1","1.0000"
"2829","Parkes","1","1.0000"
"2830","Parkes","1","1.0000"
"2831","Parkes","1","1.0000"
"2832","Parkes","1","1.0000"
"2833","Parkes","1","1.0000"
"2834","Parkes","1","1.0000"
"2835","Parkes","1","1.0000"
"2836","Parkes","1","1.0000"
"2838","Parkes","1","1.0000"
"2839","Parkes","1","1.0000"
"2840","Parkes","1","1.0000"
"2842","Parkes","1","1.0000"
"2843","Parkes","1","1.0000"
"2844","Parkes","2","0.9569"
"2844","Calare","2","0.0431"
"2845","Calare","1","1.0000"
"2846","Calare","1","1.0000"
"2847","Calare","1","1.0000"
"2848","Calare","1","1.0000"
"2849","Calare","1","1.0000"
"2850","Calare","2","0.9788"
"2850","New England","2","0.0212"
"2852","Calare","1","1.0000"
"2864","Calare","1","1.0000"
"2865","Calare","1","1.0000"
"2866","Calare","1","1.0000"
"2867","Calare","1","1.0000"
"2868","Calare","1","1.0000"
"2869","Riverina","2","0.6034"
"2869","Parkes","2","0.3966"
"2870","Riverina","2","0.9402"
"2870","Calare","2","0.0598"
"2871","Riverina","2","0.9018"
"2871","Parkes","2","0.0982"
"2873","Parkes","1","1.0000"
"2874","Riverina","2","0.6103"
"2874","Parkes","2","0.3897"
"2875","Riverina","2","0.6755"
"2875","Parkes","2","0.3245"
"2876","Riverina","1","1.0000"
"2877","Parkes","1","1.0000"
"2878","Parkes","2","0.8275"
"2878","Farrer","2","0.1725"
"2879","Parkes","1","1.0000"
"2880","Parkes","1","1.0000"
"2898","Sydney","1","1.0000"
"2900","Canberra","1","1.0000"
"2902","Canberra","1","1.0000"
"2903","Canberra","1","1.0000"
"2904","Canberra","1","1.0000"
"2905","Canberra","1","1.0000"
"2906","Canberra","1","1.0000"
"2911","Fenner","1","1.0000"
"2912","Fenner","1","1.0000"
"2913","Fenner","1","1.0000"
"2914","Fenner","1","1.0000"
"3000","Melbourne","1","1.0000"
"3002","Melbourne","1","1.0000"
"3003","Melbourne","2","0.9736"
"3003","Melbourne Ports","2","0.0264"
"3004","Melbourne Ports","2","0.8983"
"3004","Melbourne","2","0.1017"
"3005","Melbourne","1","1.0000"
"3006","Melbourne Ports","1","1.0000"
"3008","Melbourne","2","0.7900"
"3008","Melbourne Ports","2","0.2100"
"3010","Melbourne","1","1.0000"
"3011","Gellibrand","1","1.0000"
"3012","Gellibrand","2","0.8584"
"3012","Maribyrnong","2","0.1416"
"3013","Gellibrand","1","1.0000"
"3015","Gellibrand","1","1.0000"
"3016","Gellibrand","1","1.0000"
"3018","Gellibrand","1","1.0000"
"3019","Maribyrnong","1","1.0000"
"3020","Gellibrand","2","0.6751"
"3020","Maribyrnong","2","0.3249"
"3021","Maribyrnong","2","0.7755"
"3021","Gorton","2","0.2245"
"3022","Gellibrand","2","0.9369"
"3022","Gorton","2","0.0631"
"3023","Gorton","1","1.0000"
"3024","Lalor","2","0.6716"
"3024","Gorton","2","0.3284"
"3025","Gellibrand","1","1.0000"
"3026","Gellibrand","2","0.0976"
"3026","Lalor","2","0.9024"
"3027","Lalor","1","1.0000"
"3028","Gellibrand","2","0.5557"
"3028","Lalor","2","0.4443"
"3029","Lalor","2","0.8015"
"3029","Gorton","2","0.1985"
"3030","Lalor","2","0.9504"
"3030","Gorton","2","0.0496"
"3031","Melbourne","1","1.0000"
"3032","Melbourne","2","0.4364"
"3032","Maribyrnong","2","0.5636"
"3033","Maribyrnong","1","1.0000"
"3034","Maribyrnong","1","1.0000"
"3036","Calwell","2","0.9650"
"3036","Maribyrnong","2","0.0350"
"3037","Gorton","2","0.7228"
"3037","Calwell","2","0.2772"
"3038","Calwell","1","1.0000"
"3039","Maribyrnong","1","1.0000"
"3040","Maribyrnong","1","1.0000"
"3041","Maribyrnong","2","0.3565"
"3041","Wills","2","0.6435"
"3042","Maribyrnong","2","0.6498"
"3042","Calwell","2","0.3502"
"3043","Calwell","3","0.8650"
"3043","Wills","3","0.0965"
"3043","Maribyrnong","3","0.0385"
"3044","Wills","1","1.0000"
"3045","Calwell","1","1.0000"
"3046","Wills","1","1.0000"
"3047","Calwell","1","1.0000"
"3048","Calwell","1","1.0000"
"3049","Calwell","1","1.0000"
"3050","Melbourne","1","1.0000"
"3051","Melbourne","1","1.0000"
"3052","Melbourne","1","1.0000"
"3053","Melbourne","1","1.0000"
"3054","Melbourne","1","1.0000"
"3055","Wills","1","1.0000"
"3056","Wills","1","1.0000"
"3057","Wills","1","1.0000"
"3058","Wills","1","1.0000"
"3059","Calwell","1","1.0000"
"3060","Wills","2","0.9722"
"3060","Calwell","2","0.0278"
"3061","Calwell","1","1.0000"
"3062","Calwell","1","1.0000"
"3063","McEwen","1","1.0000"
"3064","McEwen","2","0.8251"
"3064","Calwell","2","0.1749"
"3065","Melbourne","1","1.0000"
"3066","Melbourne","2","0.9734"
"3066","Batman","2","0.0266"
"3067","Melbourne","2","0.9762"
"3067","Batman","2","0.0238"
"3068","Melbourne","3","0.4223"
"3068","Batman","3","0.3935"
"3068","Wills","3","0.1842"
"3070","Batman","1","1.0000"
"3071","Batman","1","1.0000"
"3072","Batman","1","1.0000"
"3073","Batman","1","1.0000"
"3074","Batman","2","0.3149"
"3074","Scullin","2","0.6851"
"3075","Scullin","1","1.0000"
"3076","Scullin","1","1.0000"
"3078","Batman","1","1.0000"
"3079","Jagajaga","1","1.0000"
"3081","Jagajaga","1","1.0000"
"3082","Scullin","1","1.0000"
"3083","Batman","3","0.4509"
"3083","Scullin","3","0.4472"
"3083","Jagajaga","3","0.1019"
"3084","Jagajaga","1","1.0000"
"3085","Jagajaga","2","0.7587"
"3085","Batman","2","0.2413"
"3086","Batman","1","1.0000"
"3087","Jagajaga","2","0.6149"
"3087","Scullin","2","0.3851"
"3088","Jagajaga","2","0.7875"
"3088","Scullin","2","0.2125"
"3089","Scullin","1","1.0000"
"3090","Scullin","1","1.0000"
"3091","Scullin","1","1.0000"
"3093","Jagajaga","1","1.0000"
"3094","Jagajaga","1","1.0000"
"3095","Jagajaga","1","1.0000"
"3096","Scullin","1","1.0000"
"3097","Jagajaga","2","0.7896"
"3097","McEwen","2","0.2104"
"3099","McEwen","2","0.8529"
"3099","Scullin","2","0.1471"
"3101","Kooyong","1","1.0000"
"3102","Kooyong","1","1.0000"
"3103","Kooyong","1","1.0000"
"3104","Kooyong","1","1.0000"
"3105","Menzies","1","1.0000"
"3106","Menzies","1","1.0000"
"3107","Menzies","1","1.0000"
"3108","Menzies","1","1.0000"
"3109","Menzies","1","1.0000"
"3111","Menzies","1","1.0000"
"3113","Menzies","2","0.6643"
"3113","Jagajaga","2","0.3357"
"3114","Menzies","1","1.0000"
"3115","Casey","2","0.0795"
"3115","Menzies","2","0.9205"
"3116","Casey","1","1.0000"
"3121","Melbourne","1","1.0000"
"3122","Kooyong","1","1.0000"
"3123","Kooyong","1","1.0000"
"3124","Kooyong","1","1.0000"
"3125","Chisholm","1","1.0000"
"3126","Kooyong","1","1.0000"
"3127","Chisholm","2","0.5425"
"3127","Kooyong","2","0.4575"
"3128","Chisholm","1","1.0000"
"3129","Chisholm","2","0.8723"
"3129","Kooyong","2","0.1277"
"3130","Deakin","2","0.7052"
"3130","Chisholm","2","0.2948"
"3131","Deakin","2","0.7800"
"3131","Chisholm","2","0.2200"
"3132","Deakin","1","1.0000"
"3133","Deakin","1","1.0000"
"3134","Deakin","2","0.5619"
"3134","Menzies","2","0.4381"
"3135","Deakin","1","1.0000"
"3136","Deakin","3","0.4712"
"3136","Menzies","3","0.2754"
"3136","Casey","3","0.2534"
"3137","Casey","1","1.0000"
"3138","Casey","1","1.0000"
"3139","Casey","2","0.9671"
"3139","La Trobe","2","0.0329"
"3140","Casey","1","1.0000"
"3141","Higgins","2","0.7095"
"3141","Melbourne Ports","2","0.2905"
"3142","Higgins","1","1.0000"
"3143","Higgins","1","1.0000"
"3144","Higgins","1","1.0000"
"3145","Higgins","2","0.8599"
"3145","Melbourne Ports","2","0.1401"
"3146","Higgins","1","1.0000"
"3147","Higgins","2","0.5270"
"3147","Chisholm","2","0.4730"
"3148","Chisholm","1","1.0000"
"3149","Chisholm","1","1.0000"
"3150","Bruce","1","1.0000"
"3151","Chisholm","1","1.0000"
"3152","Aston","1","1.0000"
"3153","Aston","3","0.5484"
"3153","Deakin","3","0.2619"
"3153","Casey","3","0.1897"
"3154","La Trobe","1","1.0000"
"3155","Aston","2","0.8107"
"3155","La Trobe","2","0.1893"
"3156","Holt","3","0.0854"
"3156","La Trobe","3","0.4750"
"3156","Aston","3","0.4396"
"3158","La Trobe","1","1.0000"
"3159","La Trobe","1","1.0000"
"3160","La Trobe","1","1.0000"
"3161","Melbourne Ports","1","1.0000"
"3162","Goldstein","2","0.6900"
"3162","Melbourne Ports","2","0.3100"
"3163","Higgins","4","0.6389"
"3163","Hotham","4","0.2372"
"3163","Goldstein","4","0.0970"
"3163","Melbourne Ports","4","0.0269"
"3165","Hotham","1","1.0000"
"3166","Chisholm","3","0.6554"
"3166","Hotham","3","0.2620"
"3166","Higgins","3","0.0826"
"3167","Hotham","2","0.9581"
"3167","Chisholm","2","0.0419"
"3168","Chisholm","3","0.6161"
"3168","Bruce","3","0.2626"
"3168","Hotham","3","0.1212"
"3169","Hotham","2","0.9508"
"3169","Chisholm","2","0.0492"
"3170","Bruce","1","1.0000"
"3171","Bruce","2","0.6829"
"3171","Hotham","2","0.3171"
"3172","Hotham","1","1.0000"
"3173","Isaacs","2","0.9173"
"3173","Hotham","2","0.0827"
"3174","Bruce","3","0.6026"
"3174","Isaacs","3","0.2792"
"3174","Hotham","3","0.1182"
"3175","Bruce","2","0.2369"
"3175","Isaacs","2","0.7631"
"3177","Holt","1","1.0000"
"3178","Aston","1","1.0000"
"3179","Aston","1","1.0000"
"3180","Aston","1","1.0000"
"3181","Higgins","2","0.9734"
"3181","Melbourne Ports","2","0.0266"
"3182","Melbourne Ports","1","1.0000"
"3183","Melbourne Ports","1","1.0000"
"3184","Melbourne Ports","1","1.0000"
"3185","Melbourne Ports","2","0.4895"
"3185","Goldstein","2","0.5105"
"3186","Goldstein","1","1.0000"
"3187","Goldstein","1","1.0000"
"3188","Goldstein","1","1.0000"
"3189","Hotham","1","1.0000"
"3190","Goldstein","2","0.5751"
"3190","Hotham","2","0.4249"
"3191","Goldstein","1","1.0000"
"3192","Hotham","2","0.6792"
"3192","Goldstein","2","0.3208"
"3193","Goldstein","1","1.0000"
"3194","Hotham","2","0.5080"
"3194","Isaacs","2","0.4920"
"3195","Isaacs","1","1.0000"
"3196","Isaacs","1","1.0000"
"3197","Isaacs","1","1.0000"
"3198","Dunkley","1","1.0000"
"3199","Dunkley","1","1.0000"
"3200","Dunkley","1","1.0000"
"3201","Isaacs","2","0.9338"
"3201","Dunkley","2","0.0662"
"3202","Hotham","1","1.0000"
"3204","Goldstein","2","0.9518"
"3204","Higgins","2","0.0482"
"3205","Melbourne Ports","1","1.0000"
"3206","Melbourne Ports","1","1.0000"
"3207","Melbourne Ports","1","1.0000"
"3211","Corio","2","0.6259"
"3211","Lalor","2","0.3741"
"3212","Corio","1","1.0000"
"3213","Corio","2","0.9054"
"3213","Corangamite","2","0.0946"
"3214","Corio","1","1.0000"
"3215","Corio","1","1.0000"
"3216","Corangamite","1","1.0000"
"3217","Corangamite","1","1.0000"
"3218","Corangamite","2","0.8843"
"3218","Corio","2","0.1157"
"3219","Corio","1","1.0000"
"3220","Corio","1","1.0000"
"3221","Corangamite","1","1.0000"
"3222","Corio","2","0.7798"
"3222","Corangamite","2","0.2202"
"3223","Corio","1","1.0000"
"3224","Corio","1","1.0000"
"3225","Corangamite","2","0.5546"
"3225","Corio","2","0.4454"
"3226","Corangamite","1","1.0000"
"3227","Corangamite","1","1.0000"
"3228","Corangamite","1","1.0000"
"3230","Corangamite","1","1.0000"
"3231","Corangamite","1","1.0000"
"3232","Corangamite","1","1.0000"
"3233","Corangamite","1","1.0000"
"3234","Corangamite","1","1.0000"
"3235","Corangamite","1","1.0000"
"3236","Corangamite","1","1.0000"
"3237","Corangamite","2","0.8575"
"3237","Wannon","2","0.1425"
"3238","Corangamite","1","1.0000"
"3239","Corangamite","2","0.9133"
"3239","Wannon","2","0.0867"
"3240","Corangamite","1","1.0000"
"3241","Corangamite","1","1.0000"
"3242","Corangamite","1","1.0000"
"3243","Corangamite","1","1.0000"
"3249","Corangamite","2","0.8592"
"3249","Wannon","2","0.1408"
"3250","Corangamite","1","1.0000"
"3251","Corangamite","2","0.9093"
"3251","Wannon","2","0.0907"
"3254","Corangamite","1","1.0000"
"3260","Wannon","2","0.9450"
"3260","Corangamite","2","0.0550"
"3264","Wannon","1","1.0000"
"3265","Wannon","1","1.0000"
"3266","Wannon","2","0.9691"
"3266","Corangamite","2","0.0309"
"3267","Wannon","1","1.0000"
"3268","Wannon","1","1.0000"
"3269","Wannon","1","1.0000"
"3270","Wannon","1","1.0000"
"3271","Wannon","1","1.0000"
"3272","Wannon","1","1.0000"
"3273","Wannon","1","1.0000"
"3274","Wannon","1","1.0000"
"3275","Wannon","1","1.0000"
"3276","Wannon","1","1.0000"
"3277","Wannon","1","1.0000"
"3278","Wannon","1","1.0000"
"3279","Wannon","1","1.0000"
"3280","Wannon","1","1.0000"
"3281","Wannon","1","1.0000"
"3282","Wannon","1","1.0000"
"3283","Wannon","1","1.0000"
"3284","Wannon","1","1.0000"
"3285","Wannon","1","1.0000"
"3286","Wannon","1","1.0000"
"3287","Wannon","1","1.0000"
"3289","Wannon","1","1.0000"
"3292","Wannon","1","1.0000"
"3293","Wannon","1","1.0000"
"3294","Wannon","1","1.0000"
"3300","Wannon","1","1.0000"
"3301","Wannon","1","1.0000"
"3302","Wannon","1","1.0000"
"3303","Wannon","1","1.0000"
"3304","Wannon","1","1.0000"
"3305","Wannon","1","1.0000"
"3309","Wannon","1","1.0000"
"3310","Wannon","1","1.0000"
"3311","Wannon","1","1.0000"
"3312","Wannon","2","0.6511"
"3312","Mallee","2","0.3489"
"3314","Wannon","1","1.0000"
"3315","Wannon","1","1.0000"
"3317","Wannon","2","0.2618"
"3317","Mallee","2","0.7382"
"3318","Mallee","1","1.0000"
"3319","Mallee","1","1.0000"
"3321","Corangamite","1","1.0000"
"3322","Corangamite","2","0.8091"
"3322","Wannon","2","0.1909"
"3323","Wannon","2","0.9601"
"3323","Corangamite","2","0.0399"
"3324","Wannon","1","1.0000"
"3325","Wannon","1","1.0000"
"3328","Corangamite","1","1.0000"
"3329","Corangamite","1","1.0000"
"3330","Corangamite","1","1.0000"
"3331","Corangamite","1","1.0000"
"3332","Corangamite","1","1.0000"
"3333","Corangamite","1","1.0000"
"3334","Ballarat","1","1.0000"
"3335","Gorton","1","1.0000"
"3337","Gorton","1","1.0000"
"3338","Gorton","2","0.7430"
"3338","Lalor","2","0.2570"
"3340","Ballarat","3","0.7600"
"3340","Corio","3","0.1948"
"3340","Gorton","3","0.0452"
"3341","Ballarat","1","1.0000"
"3342","Ballarat","2","0.9605"
"3342","Corangamite","2","0.0395"
"3345","Ballarat","1","1.0000"
"3350","Ballarat","1","1.0000"
"3351","Wannon","3","0.6715"
"3351","Corangamite","3","0.2381"
"3351","Ballarat","3","0.0904"
"3352","Ballarat","3","0.5972"
"3352","Wannon","3","0.2496"
"3352","Corangamite","3","0.1532"
"3355","Ballarat","1","1.0000"
"3356","Ballarat","1","1.0000"
"3357","Ballarat","1","1.0000"
"3360","Corangamite","2","0.8952"
"3360","Wannon","2","0.1048"
"3361","Wannon","1","1.0000"
"3363","Ballarat","1","1.0000"
"3364","Bendigo","3","0.1536"
"3364","Wannon","3","0.0737"
"3364","Ballarat","3","0.7727"
"3370","Ballarat","2","0.8165"
"3370","Wannon","2","0.1835"
"3371","Wannon","2","0.8921"
"3371","Ballarat","2","0.1079"
"3373","Wannon","1","1.0000"
"3374","Mallee","2","0.7336"
"3374","Wannon","2","0.2664"
"3375","Wannon","1","1.0000"
"3377","Wannon","2","0.8911"
"3377","Mallee","2","0.1089"
"3378","Wannon","1","1.0000"
"3379","Wannon","1","1.0000"
"3380","Mallee","1","1.0000"
"3381","Mallee","2","0.7696"
"3381","Wannon","2","0.2304"
"3384","Mallee","2","0.6400"
"3384","Wannon","2","0.3600"
"3385","Mallee","1","1.0000"
"3387","Mallee","1","1.0000"
"3388","Mallee","1","1.0000"
"3390","Mallee","1","1.0000"
"3391","Mallee","1","1.0000"
"3392","Mallee","1","1.0000"
"3393","Mallee","1","1.0000"
"3395","Mallee","1","1.0000"
"3396","Mallee","1","1.0000"
"3400","Mallee","1","1.0000"
"3401","Mallee","2","0.9437"
"3401","Wannon","2","0.0563"
"3407","Wannon","1","1.0000"
"3409","Mallee","1","1.0000"
"3412","Mallee","1","1.0000"
"3413","Mallee","1","1.0000"
"3414","Mallee","1","1.0000"
"3415","Mallee","1","1.0000"
"3418","Mallee","1","1.0000"
"3419","Mallee","1","1.0000"
"3420","Mallee","1","1.0000"
"3423","Mallee","1","1.0000"
"3424","Mallee","1","1.0000"
"3427","Gorton","2","0.7661"
"3427","McEwen","2","0.2339"
"3428","McEwen","1","1.0000"
"3429","McEwen","1","1.0000"
"3430","McEwen","1","1.0000"
"3431","McEwen","1","1.0000"
"3432","McEwen","1","1.0000"
"3433","McEwen","1","1.0000"
"3434","McEwen","1","1.0000"
"3435","McEwen","2","0.9096"
"3435","Bendigo","2","0.0904"
"3437","McEwen","1","1.0000"
"3438","McEwen","1","1.0000"
"3440","Bendigo","1","1.0000"
"3441","Bendigo","1","1.0000"
"3442","Bendigo","2","0.8855"
"3442","McEwen","2","0.1145"
"3444","Bendigo","2","0.9684"
"3444","Ballarat","2","0.0316"
"3446","Bendigo","2","0.5297"
"3446","Ballarat","2","0.4703"
"3447","Ballarat","2","0.0255"
"3447","Bendigo","2","0.9745"
"3448","Bendigo","1","1.0000"
"3450","Bendigo","1","1.0000"
"3451","Bendigo","2","0.8747"
"3451","Ballarat","2","0.1253"
"3453","Bendigo","1","1.0000"
"3458","Ballarat","2","0.8971"
"3458","Bendigo","2","0.1029"
"3460","Ballarat","1","1.0000"
"3461","Bendigo","2","0.0520"
"3461","Ballarat","2","0.9480"
"3462","Bendigo","1","1.0000"
"3463","Bendigo","1","1.0000"
"3464","Wannon","2","0.8950"
"3464","Bendigo","2","0.1050"
"3465","Wannon","2","0.9598"
"3465","Mallee","2","0.0402"
"3467","Wannon","1","1.0000"
"3468","Wannon","1","1.0000"
"3469","Wannon","1","1.0000"
"3472","Bendigo","3","0.1491"
"3472","Murray","3","0.0784"
"3472","Wannon","3","0.7725"
"3475","Murray","3","0.4343"
"3475","Wannon","3","0.3201"
"3475","Mallee","3","0.2455"
"3477","Mallee","2","0.9692"
"3477","Wannon","2","0.0308"
"3478","Wannon","2","0.6098"
"3478","Mallee","2","0.3902"
"3480","Mallee","1","1.0000"
"3482","Mallee","1","1.0000"
"3483","Mallee","1","1.0000"
"3485","Mallee","1","1.0000"
"3487","Mallee","1","1.0000"
"3488","Mallee","1","1.0000"
"3489","Mallee","1","1.0000"
"3490","Mallee","1","1.0000"
"3491","Mallee","1","1.0000"
"3494","Mallee","1","1.0000"
"3496","Mallee","1","1.0000"
"3498","Mallee","1","1.0000"
"3500","Mallee","1","1.0000"
"3501","Mallee","1","1.0000"
"3505","Mallee","1","1.0000"
"3506","Mallee","1","1.0000"
"3507","Mallee","1","1.0000"
"3509","Mallee","1","1.0000"
"3512","Mallee","1","1.0000"
"3515","Bendigo","1","1.0000"
"3516","Murray","2","0.8886"
"3516","Bendigo","2","0.1114"
"3517","Murray","1","1.0000"
"3518","Murray","2","0.9552"
"3518","Mallee","2","0.0448"
"3520","Murray","1","1.0000"
"3521","McEwen","1","1.0000"
"3522","McEwen","2","0.8588"
"3522","Bendigo","2","0.1412"
"3523","Bendigo","2","0.7218"
"3523","Murray","2","0.2782"
"3525","Mallee","2","0.6754"
"3525","Murray","2","0.3246"
"3527","Mallee","1","1.0000"
"3529","Mallee","1","1.0000"
"3530","Mallee","1","1.0000"
"3531","Mallee","1","1.0000"
"3533","Mallee","1","1.0000"
"3537","Murray","2","0.9785"
"3537","Mallee","2","0.0215"
"3540","Mallee","1","1.0000"
"3542","Mallee","1","1.0000"
"3544","Mallee","1","1.0000"
"3546","Mallee","1","1.0000"
"3549","Mallee","1","1.0000"
"3550","Bendigo","1","1.0000"
"3551","Bendigo","2","0.8221"
"3551","Murray","2","0.1779"
"3555","Bendigo","1","1.0000"
"3556","Bendigo","2","0.7287"
"3556","Murray","2","0.2713"
"3557","Bendigo","2","0.6723"
"3557","Murray","2","0.3277"
"3558","Bendigo","2","0.5615"
"3558","Murray","2","0.4385"
"3559","Murray","2","0.8756"
"3559","Bendigo","2","0.1244"
"3561","Murray","1","1.0000"
"3562","Murray","1","1.0000"
"3563","Murray","1","1.0000"
"3564","Murray","1","1.0000"
"3565","Murray","1","1.0000"
"3566","Murray","1","1.0000"
"3567","Mallee","2","0.7064"
"3567","Murray","2","0.2936"
"3568","Mallee","1","1.0000"
"3570","Bendigo","2","0.6078"
"3570","Murray","2","0.3922"
"3571","Murray","1","1.0000"
"3572","Murray","1","1.0000"
"3573","Murray","1","1.0000"
"3575","Murray","1","1.0000"
"3576","Murray","1","1.0000"
"3579","Mallee","2","0.9548"
"3579","Murray","2","0.0452"
"3580","Mallee","1","1.0000"
"3581","Mallee","1","1.0000"
"3583","Mallee","1","1.0000"
"3584","Mallee","1","1.0000"
"3585","Mallee","1","1.0000"
"3586","Mallee","1","1.0000"
"3588","Mallee","1","1.0000"
"3589","Mallee","1","1.0000"
"3590","Mallee","1","1.0000"
"3591","Mallee","1","1.0000"
"3594","Mallee","1","1.0000"
"3595","Mallee","1","1.0000"
"3596","Mallee","1","1.0000"
"3597","Mallee","1","1.0000"
"3599","Mallee","1","1.0000"
"3607","Murray","1","1.0000"
"3608","Murray","1","1.0000"
"3610","Murray","1","1.0000"
"3612","Murray","1","1.0000"
"3614","Murray","1","1.0000"
"3616","Murray","1","1.0000"
"3617","Murray","1","1.0000"
"3618","Murray","1","1.0000"
"3620","Murray","1","1.0000"
"3621","Murray","1","1.0000"
"3622","Murray","1","1.0000"
"3623","Murray","1","1.0000"
"3624","Murray","1","1.0000"
"3629","Murray","1","1.0000"
"3630","Murray","1","1.0000"
"3631","Murray","1","1.0000"
"3633","Murray","1","1.0000"
"3634","Murray","1","1.0000"
"3635","Murray","1","1.0000"
"3636","Murray","1","1.0000"
"3637","Murray","1","1.0000"
"3638","Murray","1","1.0000"
"3639","Murray","1","1.0000"
"3640","Murray","1","1.0000"
"3641","Murray","1","1.0000"
"3644","Murray","2","0.5583"
"3644","Farrer","2","0.4417"
"3646","Murray","2","0.6036"
"3646","Indi","2","0.3964"
"3647","Murray","1","1.0000"
"3649","Murray","1","1.0000"
"3658","McEwen","2","0.7664"
"3658","Indi","2","0.2336"
"3659","McEwen","1","1.0000"
"3660","McEwen","2","0.6756"
"3660","Indi","2","0.3244"
"3662","McEwen","1","1.0000"
"3663","Murray","2","0.7160"
"3663","McEwen","2","0.2840"
"3664","McEwen","2","0.2382"
"3664","Murray","2","0.7618"
"3665","Murray","1","1.0000"
"3666","Murray","2","0.9681"
"3666","McEwen","2","0.0319"
"3669","Murray","2","0.8363"
"3669","Indi","2","0.1637"
"3670","Indi","2","0.8784"
"3670","Murray","2","0.1216"
"3672","Indi","1","1.0000"
"3673","Indi","1","1.0000"
"3675","Indi","1","1.0000"
"3677","Indi","1","1.0000"
"3678","Indi","1","1.0000"
"3682","Indi","1","1.0000"
"3683","Indi","1","1.0000"
"3685","Indi","1","1.0000"
"3687","Indi","1","1.0000"
"3688","Indi","1","1.0000"
"3690","Indi","1","1.0000"
"3691","Indi","1","1.0000"
"3694","Indi","1","1.0000"
"3695","Indi","1","1.0000"
"3697","Indi","1","1.0000"
"3698","Indi","1","1.0000"
"3699","Indi","2","0.5680"
"3699","Gippsland","2","0.4320"
"3700","Indi","1","1.0000"
"3701","Indi","2","0.9200"
"3701","Gippsland","2","0.0800"
"3704","Indi","1","1.0000"
"3705","Indi","1","1.0000"
"3707","Gippsland","3","0.1563"
"3707","Eden-Monaro","3","0.0343"
"3707","Indi","3","0.8094"
"3708","Indi","1","1.0000"
"3709","Indi","1","1.0000"
"3711","Indi","1","1.0000"
"3712","Indi","1","1.0000"
"3713","Indi","1","1.0000"
"3714","Indi","1","1.0000"
"3715","Indi","1","1.0000"
"3717","Indi","1","1.0000"
"3718","Indi","1","1.0000"
"3719","Indi","1","1.0000"
"3720","Indi","1","1.0000"
"3722","Indi","1","1.0000"
"3723","Indi","1","1.0000"
"3725","Indi","2","0.8281"
"3725","Murray","2","0.1719"
"3726","Indi","1","1.0000"
"3727","Indi","1","1.0000"
"3728","Indi","2","0.8212"
"3728","Murray","2","0.1788"
"3730","Murray","2","0.9154"
"3730","Indi","2","0.0846"
"3732","Indi","1","1.0000"
"3733","Indi","1","1.0000"
"3735","Indi","1","1.0000"
"3737","Indi","1","1.0000"
"3738","Indi","1","1.0000"
"3739","Indi","1","1.0000"
"3740","Indi","1","1.0000"
"3741","Indi","1","1.0000"
"3744","Indi","1","1.0000"
"3746","Indi","1","1.0000"
"3747","Indi","1","1.0000"
"3749","Indi","1","1.0000"
"3750","McEwen","2","0.7550"
"3750","Scullin","2","0.2450"
"3751","McEwen","1","1.0000"
"3752","McEwen","2","0.5218"
"3752","Scullin","2","0.4782"
"3753","McEwen","1","1.0000"
"3754","McEwen","1","1.0000"
"3755","McEwen","1","1.0000"
"3756","McEwen","1","1.0000"
"3757","McEwen","2","0.6778"
"3757","Indi","2","0.3222"
"3758","McEwen","1","1.0000"
"3759","McEwen","1","1.0000"
"3760","McEwen","1","1.0000"
"3761","McEwen","1","1.0000"
"3762","McEwen","1","1.0000"
"3763","Indi","2","0.6703"
"3763","McEwen","2","0.3297"
"3764","McEwen","1","1.0000"
"3765","Casey","2","0.9331"
"3765","La Trobe","2","0.0669"
"3766","Casey","1","1.0000"
"3767","La Trobe","2","0.7554"
"3767","Casey","2","0.2446"
"3770","Casey","1","1.0000"
"3775","Casey","2","0.7125"
"3775","McEwen","2","0.2875"
"3777","Casey","2","0.5960"
"3777","Indi","2","0.4040"
"3778","Indi","2","0.7028"
"3778","Casey","2","0.2972"
"3779","Casey","2","0.6633"
"3779","Indi","2","0.3367"
"3781","La Trobe","1","1.0000"
"3782","La Trobe","1","1.0000"
"3783","Mcmillan","2","0.6366"
"3783","La Trobe","2","0.3634"
"3785","La Trobe","1","1.0000"
"3786","La Trobe","1","1.0000"
"3787","La Trobe","1","1.0000"
"3788","Casey","2","0.7753"
"3788","La Trobe","2","0.2247"
"3789","La Trobe","2","0.8710"
"3789","Casey","2","0.1290"
"3791","Casey","2","0.6181"
"3791","La Trobe","2","0.3819"
"3792","Casey","1","1.0000"
"3793","Casey","1","1.0000"
"3795","Casey","1","1.0000"
"3796","Casey","1","1.0000"
"3797","Casey","1","1.0000"
"3799","Casey","1","1.0000"
"3800","Chisholm","1","1.0000"
"3802","Holt","1","1.0000"
"3803","Holt","1","1.0000"
"3804","La Trobe","2","0.6500"
"3804","Holt","2","0.3500"
"3805","Holt","2","0.5334"
"3805","La Trobe","2","0.4666"
"3806","La Trobe","1","1.0000"
"3807","La Trobe","1","1.0000"
"3808","La Trobe","1","1.0000"
"3809","La Trobe","2","0.9780"
"3809","Mcmillan","2","0.0220"
"3810","Mcmillan","2","0.9151"
"3810","La Trobe","2","0.0849"
"3812","Mcmillan","1","1.0000"
"3813","Mcmillan","1","1.0000"
"3814","Mcmillan","1","1.0000"
"3815","Mcmillan","1","1.0000"
