"postcode","ced_2016","num_in_ced_2016","proportion_in_ced_2016"
"5083","Adelaide","1","1.0000"
"5084","Adelaide","1","1.0000"
"5085","Adelaide","2","0.8594"
"5085","Makin","2","0.1406"
"5086","Sturt","2","0.6807"
"5086","Adelaide","2","0.3193"
"5087","Sturt","1","1.0000"
"5088","Sturt","1","1.0000"
"5089","Sturt","1","1.0000"
"5090","Sturt","2","0.6198"
"5090","Makin","2","0.3802"
"5091","Makin","1","1.0000"
"5092","Makin","1","1.0000"
"5093","Makin","1","1.0000"
"5094","Port Adelaide","2","0.8816"
"5094","Makin","2","0.1184"
"5095","Makin","1","1.0000"
"5096","Makin","1","1.0000"
"5097","Makin","1","1.0000"
"5098","Makin","1","1.0000"
"5106","Makin","1","1.0000"
"5107","Port Adelaide","1","1.0000"
"5108","Port Adelaide","2","0.8589"
"5108","Wakefield","2","0.1411"
"5109","Makin","2","0.7363"
"5109","Wakefield","2","0.2637"
"5110","Port Adelaide","2","0.6817"
"5110","Wakefield","2","0.3183"
"5111","Wakefield","1","1.0000"
"5112","Wakefield","1","1.0000"
"5113","Wakefield","1","1.0000"
"5114","Wakefield","3","0.9033"
"5114","Makin","3","0.0610"
"5114","Mayo","3","0.0358"
"5115","Wakefield","1","1.0000"
"5116","Wakefield","1","1.0000"
"5117","Wakefield","1","1.0000"
"5118","Wakefield","1","1.0000"
"5120","Wakefield","1","1.0000"
"5121","Wakefield","1","1.0000"
"5125","Makin","1","1.0000"
"5126","Makin","1","1.0000"
"5127","Makin","1","1.0000"
"5131","Mayo","2","0.7628"
"5131","Makin","2","0.2372"
"5132","Mayo","2","0.7132"
"5132","Sturt","2","0.2868"
"5133","Mayo","1","1.0000"
"5134","Mayo","1","1.0000"
"5136","Mayo","1","1.0000"
"5137","Mayo","1","1.0000"
"5138","Mayo","1","1.0000"
"5139","Mayo","1","1.0000"
"5140","Mayo","1","1.0000"
"5141","Mayo","1","1.0000"
"5142","Mayo","1","1.0000"
"5144","Mayo","1","1.0000"
"5150","Boothby","2","0.5685"
"5150","Sturt","2","0.4315"
"5151","Mayo","1","1.0000"
"5152","Mayo","2","0.9288"
"5152","Boothby","2","0.0712"
"5153","Mayo","1","1.0000"
"5154","Mayo","1","1.0000"
"5155","Mayo","1","1.0000"
"5156","Mayo","2","0.6755"
"5156","Boothby","2","0.3245"
"5157","Mayo","1","1.0000"
"5158","Kingston","2","0.8351"
"5158","Boothby","2","0.1649"
"5159","Boothby","3","0.5073"
"5159","Kingston","3","0.2534"
"5159","Mayo","3","0.2393"
"5160","Kingston","1","1.0000"
"5161","Kingston","1","1.0000"
"5162","Kingston","1","1.0000"
"5163","Kingston","1","1.0000"
"5164","Kingston","1","1.0000"
"5165","Kingston","1","1.0000"
"5166","Kingston","1","1.0000"
"5167","Kingston","1","1.0000"
"5168","Kingston","2","0.7865"
"5168","Mayo","2","0.2135"
"5169","Kingston","2","0.8867"
"5169","Mayo","2","0.1133"
"5170","Kingston","1","1.0000"
"5171","Mayo","1","1.0000"
"5172","Mayo","1","1.0000"
"5173","Kingston","2","0.7659"
"5173","Mayo","2","0.2341"
"5174","Mayo","2","0.8799"
"5174","Kingston","2","0.1201"
"5201","Mayo","1","1.0000"
"5202","Mayo","1","1.0000"
"5203","Mayo","1","1.0000"
"5204","Mayo","1","1.0000"
"5210","Mayo","1","1.0000"
"5211","Mayo","1","1.0000"
"5212","Mayo","1","1.0000"
"5213","Mayo","1","1.0000"
"5214","Mayo","1","1.0000"
"5220","Mayo","1","1.0000"
"5221","Mayo","1","1.0000"
"5222","Mayo","1","1.0000"
"5223","Mayo","1","1.0000"
"5231","Mayo","1","1.0000"
"5232","Mayo","1","1.0000"
"5233","Mayo","1","1.0000"
"5234","Mayo","1","1.0000"
"5235","Barker","2","0.6078"
"5235","Mayo","2","0.3922"
"5236","Barker","1","1.0000"
"5237","Barker","1","1.0000"
"5238","Barker","1","1.0000"
"5240","Mayo","1","1.0000"
"5241","Mayo","1","1.0000"
"5242","Mayo","1","1.0000"
"5243","Mayo","1","1.0000"
"5244","Mayo","2","0.9158"
"5244","Barker","2","0.0842"
"5245","Mayo","1","1.0000"
"5250","Mayo","1","1.0000"
"5251","Mayo","1","1.0000"
"5252","Mayo","1","1.0000"
"5253","Barker","1","1.0000"
"5254","Barker","2","0.9560"
"5254","Mayo","2","0.0440"
"5255","Mayo","2","0.9613"
"5255","Barker","2","0.0387"
"5256","Mayo","1","1.0000"
"5259","Barker","2","0.8996"
"5259","Mayo","2","0.1004"
"5260","Barker","1","1.0000"
"5261","Barker","1","1.0000"
"5262","Barker","1","1.0000"
"5263","Barker","1","1.0000"
"5264","Barker","1","1.0000"
"5265","Barker","1","1.0000"
"5266","Barker","1","1.0000"
"5267","Barker","1","1.0000"
"5268","Barker","1","1.0000"
"5269","Barker","1","1.0000"
"5270","Barker","1","1.0000"
"5271","Barker","1","1.0000"
"5272","Barker","1","1.0000"
"5273","Barker","1","1.0000"
"5275","Barker","1","1.0000"
"5276","Barker","1","1.0000"
"5277","Barker","1","1.0000"
"5278","Barker","1","1.0000"
"5279","Barker","1","1.0000"
"5280","Barker","1","1.0000"
"5290","Barker","1","1.0000"
"5291","Barker","1","1.0000"
"5301","Barker","1","1.0000"
"5302","Barker","1","1.0000"
"5303","Barker","1","1.0000"
"5304","Barker","1","1.0000"
"5306","Barker","1","1.0000"
"5307","Barker","1","1.0000"
"5308","Barker","1","1.0000"
"5309","Barker","1","1.0000"
"5310","Barker","1","1.0000"
"5311","Barker","1","1.0000"
"5320","Barker","2","0.8527"
"5320","Grey","2","0.1473"
"5321","Barker","1","1.0000"
"5322","Barker","1","1.0000"
"5330","Barker","1","1.0000"
"5331","Barker","1","1.0000"
"5332","Barker","1","1.0000"
"5333","Barker","1","1.0000"
"5340","Barker","1","1.0000"
"5341","Barker","1","1.0000"
"5342","Barker","1","1.0000"
"5343","Barker","1","1.0000"
"5344","Barker","1","1.0000"
"5345","Barker","1","1.0000"
"5346","Barker","1","1.0000"
"5350","Wakefield","1","1.0000"
"5351","Wakefield","3","0.4539"
"5351","Barker","3","0.2758"
"5351","Mayo","3","0.2703"
"5352","Wakefield","2","0.5031"
"5352","Barker","2","0.4969"
"5353","Barker","1","1.0000"
"5354","Barker","1","1.0000"
"5355","Wakefield","2","0.7050"
"5355","Barker","2","0.2950"
"5356","Barker","3","0.8273"
"5356","Grey","3","0.0892"
"5356","Wakefield","3","0.0835"
"5357","Barker","1","1.0000"
"5360","Wakefield","1","1.0000"
"5371","Wakefield","1","1.0000"
"5372","Wakefield","1","1.0000"
"5373","Wakefield","1","1.0000"
"5374","Barker","2","0.2100"
"5374","Grey","2","0.7900"
"5381","Grey","1","1.0000"
"5400","Wakefield","1","1.0000"
"5401","Wakefield","1","1.0000"
"5410","Wakefield","1","1.0000"
"5411","Wakefield","1","1.0000"
"5412","Wakefield","1","1.0000"
"5413","Wakefield","2","0.8974"
"5413","Grey","2","0.1026"
"5414","Wakefield","1","1.0000"
"5415","Wakefield","1","1.0000"
"5416","Grey","2","0.8034"
"5416","Wakefield","2","0.1966"
"5417","Grey","2","0.8272"
"5417","Barker","2","0.1728"
"5418","Grey","1","1.0000"
"5419","Grey","1","1.0000"
"5420","Grey","1","1.0000"
"5421","Grey","1","1.0000"
"5422","Grey","1","1.0000"
"5431","Grey","1","1.0000"
"5432","Grey","1","1.0000"
"5433","Grey","1","1.0000"
"5434","Grey","1","1.0000"
"5440","Grey","1","1.0000"
"5451","Wakefield","1","1.0000"
"5452","Wakefield","1","1.0000"
"5453","Wakefield","2","0.6662"
"5453","Grey","2","0.3338"
"5454","Grey","1","1.0000"
"5455","Wakefield","1","1.0000"
"5460","Wakefield","1","1.0000"
"5461","Wakefield","2","0.7782"
"5461","Grey","2","0.2218"
"5462","Grey","1","1.0000"
"5464","Grey","2","0.9400"
"5464","Wakefield","2","0.0600"
"5470","Grey","1","1.0000"
"5471","Grey","1","1.0000"
"5472","Grey","1","1.0000"
"5473","Grey","1","1.0000"
"5480","Grey","1","1.0000"
"5481","Grey","1","1.0000"
"5482","Grey","1","1.0000"
"5483","Grey","1","1.0000"
"5485","Grey","1","1.0000"
"5490","Grey","1","1.0000"
"5491","Grey","1","1.0000"
"5493","Grey","1","1.0000"
"5495","Grey","1","1.0000"
"5501","Wakefield","1","1.0000"
"5502","Wakefield","1","1.0000"
"5510","Grey","1","1.0000"
"5520","Grey","1","1.0000"
"5521","Grey","1","1.0000"
"5522","Grey","1","1.0000"
"5523","Grey","1","1.0000"
"5540","Grey","1","1.0000"
"5550","Wakefield","2","0.8164"
"5550","Grey","2","0.1836"
"5552","Grey","1","1.0000"
"5554","Grey","1","1.0000"
"5555","Grey","1","1.0000"
"5556","Grey","1","1.0000"
"5558","Grey","1","1.0000"
"5560","Grey","1","1.0000"
"5570","Grey","1","1.0000"
"5571","Grey","1","1.0000"
"5572","Grey","1","1.0000"
"5573","Grey","1","1.0000"
"5575","Grey","1","1.0000"
"5576","Grey","1","1.0000"
"5577","Grey","1","1.0000"
"5580","Grey","1","1.0000"
"5581","Grey","1","1.0000"
"5582","Grey","1","1.0000"
"5583","Grey","1","1.0000"
"5600","Grey","1","1.0000"
"5601","Grey","1","1.0000"
"5602","Grey","1","1.0000"
"5603","Grey","1","1.0000"
"5604","Grey","1","1.0000"
"5605","Grey","1","1.0000"
"5606","Grey","1","1.0000"
"5607","Grey","1","1.0000"
"5608","Grey","1","1.0000"
"5609","Grey","1","1.0000"
"5630","Grey","1","1.0000"
"5631","Grey","1","1.0000"
"5632","Grey","1","1.0000"
"5633","Grey","1","1.0000"
"5640","Grey","1","1.0000"
"5641","Grey","1","1.0000"
"5642","Grey","1","1.0000"
"5650","Grey","1","1.0000"
"5651","Grey","1","1.0000"
"5652","Grey","1","1.0000"
"5653","Grey","1","1.0000"
"5654","Grey","1","1.0000"
"5655","Grey","1","1.0000"
"5660","Grey","1","1.0000"
"5661","Grey","1","1.0000"
"5670","Grey","1","1.0000"
"5671","Grey","1","1.0000"
"5680","Grey","1","1.0000"
"5690","Grey","1","1.0000"
"5700","Grey","1","1.0000"
"5701","Grey","1","1.0000"
"5710","Grey","1","1.0000"
"5713","Grey","1","1.0000"
"5715","Grey","1","1.0000"
"5717","Grey","1","1.0000"
"5719","Grey","1","1.0000"
"5720","Grey","1","1.0000"
"5722","Grey","1","1.0000"
"5723","Grey","1","1.0000"
"5724","Grey","1","1.0000"
"5725","Grey","1","1.0000"
"5730","Grey","1","1.0000"
"5731","Grey","1","1.0000"
"5732","Grey","1","1.0000"
"5733","Grey","1","1.0000"
"5734","Grey","1","1.0000"
"5950","Hindmarsh","1","1.0000"
"5960","Port Adelaide","1","1.0000"
"6000","Perth","1","1.0000"
"6003","Perth","1","1.0000"
"6004","Perth","1","1.0000"
"6005","Perth","1","1.0000"
"6006","Perth","1","1.0000"
"6007","Curtin","2","0.5109"
"6007","Perth","2","0.4891"
"6008","Curtin","1","1.0000"
"6009","Curtin","1","1.0000"
"6010","Curtin","1","1.0000"
"6011","Curtin","1","1.0000"
"6012","Curtin","1","1.0000"
"6014","Curtin","1","1.0000"
"6015","Curtin","1","1.0000"
"6016","Perth","2","0.7715"
"6016","Curtin","2","0.2285"
"6017","Curtin","2","0.7930"
"6017","Stirling","2","0.2070"
"6018","Curtin","2","0.5018"
"6018","Stirling","2","0.4982"
"6019","Curtin","2","0.8342"
"6019","Stirling","2","0.1658"
"6020","Stirling","2","0.6263"
"6020","Moore","2","0.3737"
"6021","Stirling","1","1.0000"
"6022","Stirling","1","1.0000"
"6023","Moore","1","1.0000"
"6024","Cowan","2","0.9735"
"6024","Moore","2","0.0265"
"6025","Moore","1","1.0000"
"6026","Moore","2","0.8655"
"6026","Cowan","2","0.1345"
"6027","Moore","1","1.0000"
"6028","Moore","1","1.0000"
"6029","Stirling","1","1.0000"
"6030","Pearce","1","1.0000"
"6031","Pearce","1","1.0000"
"6032","Pearce","1","1.0000"
"6033","Pearce","1","1.0000"
"6034","Pearce","1","1.0000"
"6035","Pearce","1","1.0000"
"6036","Pearce","1","1.0000"
"6037","Pearce","1","1.0000"
"6038","Pearce","1","1.0000"
"6041","Pearce","1","1.0000"
"6042","Pearce","1","1.0000"
"6043","Pearce","1","1.0000"
"6044","Pearce","2","0.6708"
"6044","Durack","2","0.3292"
"6050","Perth","1","1.0000"
"6051","Perth","1","1.0000"
"6052","Perth","1","1.0000"
"6053","Perth","1","1.0000"
"6054","Perth","2","0.7836"
"6054","Cowan","2","0.2164"
"6055","Pearce","2","0.4844"
"6055","Hasluck","2","0.5156"
"6056","Pearce","2","0.5117"
"6056","Hasluck","2","0.4883"
"6057","Swan","2","0.5593"
"6057","Hasluck","2","0.4407"
"6058","Hasluck","2","0.7767"
"6058","Swan","2","0.2233"
"6059","Stirling","1","1.0000"
"6060","Stirling","1","1.0000"
"6061","Stirling","1","1.0000"
"6062","Stirling","2","0.0245"
"6062","Perth","2","0.9755"
"6063","Cowan","1","1.0000"
"6064","Cowan","1","1.0000"
"6065","Cowan","1","1.0000"
"6066","Cowan","1","1.0000"
"6067","Cowan","1","1.0000"
"6068","Cowan","1","1.0000"
"6069","Pearce","1","1.0000"
"6070","Hasluck","1","1.0000"
"6071","Hasluck","1","1.0000"
"6072","Hasluck","1","1.0000"
"6073","Hasluck","1","1.0000"
"6074","Hasluck","1","1.0000"
"6076","Hasluck","2","0.5256"
"6076","Canning","2","0.4744"
"6077","Cowan","1","1.0000"
"6078","Pearce","1","1.0000"
"6079","Pearce","1","1.0000"
"6081","Hasluck","1","1.0000"
"6082","Hasluck","1","1.0000"
"6083","Pearce","2","0.4020"
"6083","Hasluck","2","0.5980"
"6084","Pearce","1","1.0000"
"6090","Cowan","1","1.0000"
"6100","Swan","1","1.0000"
"6101","Swan","1","1.0000"
"6102","Swan","1","1.0000"
"6103","Swan","1","1.0000"
"6104","Swan","1","1.0000"
"6105","Swan","1","1.0000"
"6106","Swan","1","1.0000"
"6107","Swan","2","0.3568"
"6107","Hasluck","2","0.6432"
"6108","Burt","1","1.0000"
"6109","Canning","2","0.5625"
"6109","Hasluck","2","0.4375"
"6110","Burt","2","0.5404"
"6110","Canning","2","0.4596"
"6111","Canning","2","0.9496"
"6111","Burt","2","0.0504"
"6112","Burt","2","0.5579"
"6112","Canning","2","0.4421"
"6121","Canning","1","1.0000"
"6122","Canning","1","1.0000"
"6123","Canning","1","1.0000"
"6124","Canning","1","1.0000"
"6125","Canning","1","1.0000"
"6126","Canning","1","1.0000"
"6147","Tangney","2","0.6264"
"6147","Burt","2","0.3736"
"6148","Tangney","1","1.0000"
"6149","Tangney","2","0.9366"
"6149","Fremantle","2","0.0634"
"6150","Tangney","1","1.0000"
"6151","Swan","1","1.0000"
"6152","Swan","1","1.0000"
"6153","Tangney","1","1.0000"
"6154","Tangney","1","1.0000"
"6155","Burt","2","0.7422"
"6155","Tangney","2","0.2578"
"6156","Tangney","1","1.0000"
"6157","Fremantle","2","0.5016"
"6157","Tangney","2","0.4984"
"6158","Fremantle","1","1.0000"
"6159","Fremantle","1","1.0000"
"6160","Fremantle","1","1.0000"
"6161","Fremantle","1","1.0000"
"6162","Fremantle","1","1.0000"
"6163","Fremantle","2","0.9338"
"6163","Tangney","2","0.0662"
"6164","Fremantle","1","1.0000"
"6165","Brand","1","1.0000"
"6166","Fremantle","1","1.0000"
"6167","Brand","1","1.0000"
"6168","Brand","1","1.0000"
"6169","Brand","1","1.0000"
"6170","Brand","1","1.0000"
"6171","Brand","1","1.0000"
"6172","Brand","1","1.0000"
"6173","Brand","1","1.0000"
"6174","Brand","1","1.0000"
"6175","Brand","1","1.0000"
"6176","Brand","1","1.0000"
"6180","Canning","1","1.0000"
"6181","Canning","1","1.0000"
"6182","Brand","1","1.0000"
"6207","Canning","1","1.0000"
"6208","Canning","1","1.0000"
"6209","Canning","1","1.0000"
"6210","Canning","1","1.0000"
"6211","Canning","1","1.0000"
"6213","Canning","1","1.0000"
"6214","Canning","1","1.0000"
"6215","Canning","1","1.0000"
"6218","Forrest","1","1.0000"
"6220","Forrest","1","1.0000"
"6221","Forrest","1","1.0000"
"6223","Forrest","1","1.0000"
"6224","Forrest","1","1.0000"
"6225","O'Connor","2","0.9198"
"6225","Forrest","2","0.0802"
"6226","Forrest","1","1.0000"
"6227","Forrest","1","1.0000"
"6228","Forrest","1","1.0000"
"6229","Forrest","1","1.0000"
"6230","Forrest","1","1.0000"
"6232","Forrest","1","1.0000"
"6233","Forrest","1","1.0000"
"6236","Forrest","1","1.0000"
"6237","Forrest","1","1.0000"
"6239","Forrest","1","1.0000"
"6240","Forrest","1","1.0000"
"6243","Forrest","2","0.7415"
"6243","O'Connor","2","0.2585"
"6244","O'Connor","1","1.0000"
"6251","Forrest","1","1.0000"
"6252","Forrest","1","1.0000"
"6253","Forrest","1","1.0000"
"6254","O'Connor","1","1.0000"
"6255","O'Connor","1","1.0000"
"6256","O'Connor","1","1.0000"
"6258","O'Connor","2","0.9692"
"6258","Forrest","2","0.0308"
"6260","O'Connor","2","0.6245"
"6260","Forrest","2","0.3755"
"6262","O'Connor","1","1.0000"
"6271","Forrest","1","1.0000"
"6275","Forrest","1","1.0000"
"6280","Forrest","1","1.0000"
"6281","Forrest","1","1.0000"
"6282","Forrest","1","1.0000"
"6284","Forrest","1","1.0000"
"6285","Forrest","1","1.0000"
"6286","Forrest","1","1.0000"
"6288","Forrest","1","1.0000"
"6290","Forrest","1","1.0000"
"6302","Pearce","1","1.0000"
"6304","Pearce","1","1.0000"
"6306","O'Connor","1","1.0000"
"6308","O'Connor","1","1.0000"
"6309","O'Connor","1","1.0000"
"6311","O'Connor","1","1.0000"
"6312","O'Connor","1","1.0000"
"6313","O'Connor","1","1.0000"
"6315","O'Connor","1","1.0000"
"6316","O'Connor","1","1.0000"
"6317","O'Connor","1","1.0000"
"6318","O'Connor","1","1.0000"
"6320","O'Connor","1","1.0000"
"6321","O'Connor","1","1.0000"
"6322","O'Connor","1","1.0000"
"6323","O'Connor","1","1.0000"
"6324","O'Connor","1","1.0000"
"6326","O'Connor","1","1.0000"
"6327","O'Connor","1","1.0000"
"6328","O'Connor","1","1.0000"
"6330","O'Connor","1","1.0000"
"6333","O'Connor","1","1.0000"
"6335","O'Connor","1","1.0000"
"6336","O'Connor","1","1.0000"
"6337","O'Connor","1","1.0000"
"6338","O'Connor","1","1.0000"
"6341","O'Connor","1","1.0000"
"6343","O'Connor","1","1.0000"
"6346","O'Connor","1","1.0000"
"6348","O'Connor","1","1.0000"
"6350","O'Connor","1","1.0000"
"6351","O'Connor","1","1.0000"
"6352","O'Connor","1","1.0000"
"6353","O'Connor","1","1.0000"
"6355","O'Connor","1","1.0000"
"6356","O'Connor","1","1.0000"
"6357","O'Connor","1","1.0000"
"6358","O'Connor","1","1.0000"
"6359","O'Connor","1","1.0000"
"6361","O'Connor","1","1.0000"
"6363","O'Connor","1","1.0000"
"6365","O'Connor","1","1.0000"
"6367","O'Connor","1","1.0000"
"6368","Durack","1","1.0000"
"6369","Durack","1","1.0000"
"6370","O'Connor","1","1.0000"
"6372","O'Connor","1","1.0000"
"6373","O'Connor","1","1.0000"
"6375","O'Connor","1","1.0000"
"6383","Durack","1","1.0000"
"6384","Durack","1","1.0000"
"6385","Durack","1","1.0000"
"6386","Durack","1","1.0000"
"6390","Canning","2","0.6515"
"6390","O'Connor","2","0.3485"
"6391","Canning","2","0.0668"
"6391","O'Connor","2","0.9332"
"6392","O'Connor","1","1.0000"
"6393","O'Connor","1","1.0000"
"6394","O'Connor","1","1.0000"
"6395","O'Connor","1","1.0000"
"6396","O'Connor","1","1.0000"
"6397","O'Connor","1","1.0000"
"6398","O'Connor","1","1.0000"
"6401","Pearce","2","0.6499"
"6401","Durack","2","0.3501"
"6403","Pearce","1","1.0000"
"6405","Durack","1","1.0000"
"6407","Durack","1","1.0000"
"6409","Durack","1","1.0000"
"6410","Durack","1","1.0000"
"6411","Durack","1","1.0000"
"6412","Durack","1","1.0000"
"6413","Durack","1","1.0000"
"6414","Durack","1","1.0000"
"6415","Durack","1","1.0000"
"6418","Durack","1","1.0000"
"6419","Durack","1","1.0000"
"6420","Durack","1","1.0000"
"6421","Durack","1","1.0000"
"6422","Durack","1","1.0000"
"6423","Durack","1","1.0000"
"6424","Durack","1","1.0000"
"6425","Durack","1","1.0000"
"6426","Durack","1","1.0000"
"6427","Durack","1","1.0000"
"6428","Durack","1","1.0000"
"6429","O'Connor","1","1.0000"
"6430","O'Connor","1","1.0000"
"6431","O'Connor","1","1.0000"
"6432","O'Connor","1","1.0000"
"6434","O'Connor","1","1.0000"
"6436","O'Connor","1","1.0000"
"6437","O'Connor","1","1.0000"
"6438","O'Connor","1","1.0000"
"6440","O'Connor","1","1.0000"
"6442","O'Connor","1","1.0000"
"6443","O'Connor","1","1.0000"
"6445","O'Connor","1","1.0000"
"6446","O'Connor","1","1.0000"
"6447","O'Connor","1","1.0000"
"6448","O'Connor","1","1.0000"
"6450","O'Connor","1","1.0000"
"6452","O'Connor","1","1.0000"
"6460","Durack","1","1.0000"
"6461","Durack","1","1.0000"
"6462","Durack","1","1.0000"
"6463","Durack","1","1.0000"
"6465","Durack","1","1.0000"
"6466","Durack","1","1.0000"
"6467","Durack","1","1.0000"
"6468","Durack","1","1.0000"
"6470","Durack","1","1.0000"
"6472","Durack","1","1.0000"
"6473","Durack","1","1.0000"
"6475","Durack","1","1.0000"
"6476","Durack","1","1.0000"
"6477","Durack","1","1.0000"
"6479","Durack","1","1.0000"
"6480","Durack","1","1.0000"
"6484","Durack","1","1.0000"
"6485","Durack","1","1.0000"
"6487","Durack","1","1.0000"
"6488","Durack","1","1.0000"
"6489","Durack","1","1.0000"
"6490","Durack","1","1.0000"
"6501","Pearce","1","1.0000"
"6502","Pearce","1","1.0000"
"6503","Pearce","1","1.0000"
"6504","Pearce","1","1.0000"
"6505","Pearce","1","1.0000"
"6506","Durack","1","1.0000"
"6507","Durack","1","1.0000"
"6509","Durack","1","1.0000"
"6510","Durack","1","1.0000"
"6511","Durack","1","1.0000"
"6512","Durack","1","1.0000"
"6513","Durack","1","1.0000"
"6514","Durack","1","1.0000"
"6515","Durack","1","1.0000"
"6516","Durack","1","1.0000"
"6517","Durack","1","1.0000"
"6518","Durack","1","1.0000"
"6519","Durack","1","1.0000"
"6521","Durack","1","1.0000"
"6522","Durack","1","1.0000"
"6525","Durack","1","1.0000"
"6528","Durack","1","1.0000"
"6530","Durack","1","1.0000"
"6532","Durack","1","1.0000"
"6535","Durack","1","1.0000"
"6536","Durack","1","1.0000"
"6537","Durack","1","1.0000"
"6556","Hasluck","1","1.0000"
"6558","Hasluck","1","1.0000"
"6560","Pearce","1","1.0000"
"6562","Pearce","1","1.0000"
"6564","Pearce","1","1.0000"
"6566","Pearce","2","0.7908"
"6566","Durack","2","0.2092"
"6567","Pearce","1","1.0000"
"6568","Pearce","2","0.3227"
"6568","Durack","2","0.6773"
"6569","Durack","1","1.0000"
"6571","Durack","1","1.0000"
"6572","Durack","1","1.0000"
"6574","Durack","1","1.0000"
"6575","Durack","1","1.0000"
"6603","Durack","1","1.0000"
"6605","Durack","1","1.0000"
"6606","Durack","1","1.0000"
"6608","Durack","1","1.0000"
"6609","Durack","1","1.0000"
"6612","Durack","1","1.0000"
"6613","Durack","1","1.0000"
"6614","Durack","1","1.0000"
"6616","Durack","1","1.0000"
"6620","Durack","1","1.0000"
"6623","Durack","1","1.0000"
"6625","Durack","1","1.0000"
"6627","Durack","1","1.0000"
"6628","Durack","1","1.0000"
"6630","Durack","1","1.0000"
"6631","Durack","1","1.0000"
"6632","Durack","1","1.0000"
"6635","Durack","1","1.0000"
"6638","Durack","1","1.0000"
"6639","Durack","1","1.0000"
"6640","Durack","1","1.0000"
"6642","Durack","1","1.0000"
"6646","Durack","1","1.0000"
"6701","Durack","1","1.0000"
"6705","Durack","1","1.0000"
"6707","Durack","1","1.0000"
"6710","Durack","1","1.0000"
"6711","Durack","1","1.0000"
"6712","Durack","1","1.0000"
"6713","Durack","1","1.0000"
"6714","Durack","1","1.0000"
"6716","Durack","1","1.0000"
"6718","Durack","1","1.0000"
"6720","Durack","1","1.0000"
"6721","Durack","1","1.0000"
"6722","Durack","1","1.0000"
"6725","Durack","1","1.0000"
"6726","Durack","1","1.0000"
"6728","Durack","1","1.0000"
"6731","Durack","1","1.0000"
"6733","Durack","1","1.0000"
"6740","Durack","1","1.0000"
"6743","Durack","1","1.0000"
"6751","Durack","1","1.0000"
"6753","Durack","1","1.0000"
"6754","Durack","1","1.0000"
"6758","Durack","1","1.0000"
"6760","Durack","1","1.0000"
"6762","Durack","1","1.0000"
"6765","Durack","1","1.0000"
"6770","Durack","1","1.0000"
"6798","Lingiari","1","1.0000"
"6799","Lingiari","1","1.0000"
"7000","Denison","1","1.0000"
"7001","Franklin","1","1.0000"
"7004","Denison","1","1.0000"
"7005","Denison","1","1.0000"
"7007","Denison","1","1.0000"
"7008","Denison","1","1.0000"
"7009","Denison","1","1.0000"
"7010","Denison","1","1.0000"
"7011","Denison","2","0.8412"
"7011","Lyons","2","0.1588"
"7012","Denison","2","0.7888"
"7012","Lyons","2","0.2112"
"7015","Franklin","1","1.0000"
"7016","Franklin","1","1.0000"
"7017","Lyons","2","0.7001"
"7017","Franklin","2","0.2999"
"7018","Franklin","1","1.0000"
"7019","Franklin","1","1.0000"
"7020","Franklin","1","1.0000"
"7021","Franklin","1","1.0000"
"7022","Franklin","1","1.0000"
"7023","Franklin","1","1.0000"
"7024","Franklin","1","1.0000"
"7025","Franklin","1","1.0000"
"7026","Lyons","2","0.9415"
"7026","Franklin","2","0.0585"
"7027","Lyons","1","1.0000"
"7030","Lyons","1","1.0000"
"7050","Denison","2","0.5985"
"7050","Franklin","2","0.4015"
"7052","Franklin","1","1.0000"
"7053","Denison","1","1.0000"
"7054","Denison","3","0.3891"
"7054","Franklin","3","0.3701"
"7054","Lyons","3","0.2408"
"7055","Franklin","1","1.0000"
"7109","Franklin","1","1.0000"
"7112","Franklin","1","1.0000"
"7113","Franklin","1","1.0000"
"7116","Franklin","1","1.0000"
"7117","Franklin","1","1.0000"
"7119","Lyons","1","1.0000"
"7120","Lyons","1","1.0000"
"7139","Lyons","1","1.0000"
"7140","Lyons","3","0.4528"
"7140","Braddon","3","0.3411"
"7140","Franklin","3","0.2061"
"7150","Franklin","1","1.0000"
"7155","Franklin","1","1.0000"
"7162","Franklin","1","1.0000"
"7163","Franklin","1","1.0000"
"7170","Franklin","1","1.0000"
"7171","Lyons","1","1.0000"
"7172","Lyons","1","1.0000"
"7173","Lyons","1","1.0000"
"7174","Lyons","1","1.0000"
"7175","Lyons","1","1.0000"
"7176","Lyons","1","1.0000"
"7177","Lyons","1","1.0000"
"7178","Lyons","1","1.0000"
"7179","Lyons","1","1.0000"
"7180","Lyons","1","1.0000"
"7182","Lyons","1","1.0000"
"7183","Lyons","1","1.0000"
"7184","Lyons","1","1.0000"
"7185","Lyons","1","1.0000"
"7186","Lyons","1","1.0000"
"7187","Lyons","1","1.0000"
"7190","Lyons","1","1.0000"
"7209","Lyons","1","1.0000"
"7210","Lyons","1","1.0000"
"7211","Lyons","1","1.0000"
"7212","Lyons","2","0.7379"
"7212","Bass","2","0.2621"
"7213","Lyons","1","1.0000"
"7214","Lyons","2","0.9596"
"7214","Bass","2","0.0404"
"7215","Lyons","1","1.0000"
"7216","Lyons","1","1.0000"
"7248","Bass","1","1.0000"
"7249","Bass","1","1.0000"
"7250","Bass","2","0.8968"
"7250","Lyons","2","0.1032"
"7252","Bass","1","1.0000"
"7253","Bass","1","1.0000"
"7254","Bass","1","1.0000"
"7255","Bass","1","1.0000"
"7256","Braddon","1","1.0000"
