"SA1_CODE_2021","district","proportion_in_district"
20505110315,Gippsland South,1
20505110316,Gippsland South,1
20505110317,Gippsland South,1
20505110318,Gippsland South,1
20505110319,Gippsland South,1
20505110320,Gippsland South,1
20505110321,Gippsland South,1
20505110322,Gippsland South,1
20505110323,Gippsland South,1
20505110324,Gippsland South,1
20505110325,Gippsland South,1
20505110326,Gippsland South,1
20505110327,Gippsland South,1
20505110328,Gippsland South,1
20505110329,Gippsland South,1
20505110330,Gippsland South,1
20505110331,Gippsland South,1
20505110332,Gippsland South,1
20505110333,Gippsland South,1
20505110334,Gippsland South,1
20505110401,Gippsland South,1
20505110402,Gippsland South,1
20505110403,Gippsland South,1
20505110404,Gippsland South,1
20505110405,Gippsland South,1
20505110406,Gippsland South,1
20505110407,Gippsland South,1
20505110408,Gippsland South,1
20505110409,Gippsland South,1
20505110410,Gippsland South,1
20505110411,Gippsland South,1
20505110412,Gippsland South,1
20505110413,Gippsland South,1
20505110414,Gippsland South,1
20505110415,Gippsland South,1
20505110416,Gippsland South,1
20601110601,Brunswick,1
20601110605,Brunswick,1
20601110606,Brunswick,1
20601110608,Brunswick,1
20601110609,Brunswick,1
20601110610,Brunswick,1
20601110611,Brunswick,1
20601110612,Brunswick,1
20601110613,Brunswick,1
20601110614,Brunswick,1
20601110615,Brunswick,1
20601110616,Brunswick,1
20601110617,Brunswick,1
20601110618,Brunswick,1
20601110619,Brunswick,1
20601110620,Brunswick,1
20601110621,Brunswick,1
20601110622,Brunswick,1
20601110623,Brunswick,1
20601110624,Brunswick,1
20601110625,Brunswick,1
20601110626,Brunswick,1
20601110627,Brunswick,1
20601110628,Brunswick,1
20601110629,Brunswick,1
20601110630,Brunswick,1
20601110701,Brunswick,1
20601110702,Brunswick,1
20601110703,Brunswick,1
20601110704,Brunswick,1
20601110705,Brunswick,1
20601110706,Brunswick,1
20601110707,Brunswick,1
20601110708,Brunswick,1
20601110710,Pascoe Vale,1
20601110712,Brunswick,1
20601110713,Brunswick,1
20601110714,Brunswick,1
20601110715,Pascoe Vale,1
20601110716,Pascoe Vale,1
20601110717,Pascoe Vale,1
20601110718,Pascoe Vale,1
20601110719,Pascoe Vale,1
20601110720,Brunswick,1
20601110721,Brunswick,1
20601110722,Melbourne,0.5310015898
20601110722,Brunswick,0.4689984102
20601110723,Brunswick,1
20601110724,Brunswick,1
20601110725,Brunswick,1
20601110726,Brunswick,1
20601110727,Pascoe Vale,1
20601110728,Pascoe Vale,1
20601110729,Brunswick,1
20601110730,Brunswick,1
20601110731,Brunswick,1
20601110732,Pascoe Vale,1
20601110733,Pascoe Vale,1
20601110734,Pascoe Vale,1
20601110735,Pascoe Vale,1
20601110736,Pascoe Vale,1
20601110901,Pascoe Vale,1
20601110902,Pascoe Vale,1
20601110903,Pascoe Vale,1
20601110904,Pascoe Vale,1
20601110905,Pascoe Vale,1
20601110906,Pascoe Vale,1
20601110907,Pascoe Vale,1
20601110908,Pascoe Vale,1
20601110909,Pascoe Vale,1
20601110910,Pascoe Vale,1
20601110911,Pascoe Vale,1
20601110912,Pascoe Vale,1
20601110913,Pascoe Vale,1
20601110914,Pascoe Vale,1
20601110915,Pascoe Vale,1
20601110916,Pascoe Vale,1
20601110917,Pascoe Vale,1
20601110918,Pascoe Vale,1
20601110919,Pascoe Vale,1
20601110920,Pascoe Vale,1
20601110921,Pascoe Vale,1
20601110922,Pascoe Vale,1
20601110923,Pascoe Vale,1
20601110924,Pascoe Vale,1
20601149501,Brunswick,1
20601149502,Brunswick,1
20601149503,Brunswick,1
20601149504,Brunswick,1
20601149505,Brunswick,1
20601149506,Brunswick,1
20601149507,Brunswick,1
20601149508,Brunswick,1
20601149509,Brunswick,1
20601149510,Brunswick,1
20601149511,Brunswick,1
20601149512,Brunswick,1
20601149513,Brunswick,1
20601149514,Brunswick,1
20601149515,Brunswick,1
20601149516,Brunswick,1
20601149517,Brunswick,1
20601149518,Brunswick,1
20601149519,Brunswick,1
20601149520,Brunswick,1
20601149521,Brunswick,1
20601149522,Brunswick,1
20601149523,Brunswick,1
20601149524,Brunswick,1
20601149525,Brunswick,1
20601149526,Brunswick,1
20601149527,Brunswick,1
20601149528,Brunswick,1
20601149529,Brunswick,1
20601149530,Brunswick,1
20601149531,Brunswick,1
20601149532,Brunswick,1
20601149601,Brunswick,1
20601149602,Brunswick,1
20601149603,Brunswick,1
20601149604,Brunswick,1
20601149605,Brunswick,1
20601149606,Brunswick,1
20601149607,Brunswick,1
20601149608,Brunswick,1
20601149609,Brunswick,1
20601149610,Brunswick,1
20601149611,Brunswick,1
20601149612,Brunswick,1
20601149613,Brunswick,1
20601149614,Brunswick,1
20601149615,Brunswick,1
20601149616,Brunswick,1
20601149617,Brunswick,1
20601149618,Brunswick,1
20601149619,Brunswick,1
20601149620,Brunswick,1
20601149621,Brunswick,1
20601149622,Brunswick,1
20601149623,Brunswick,1
20601149624,Brunswick,1
20601149625,Brunswick,1
20601149626,Brunswick,1
20601149627,Brunswick,1
20601149628,Brunswick,1
20601149701,Pascoe Vale,1
20601149702,Pascoe Vale,1
20601149703,Pascoe Vale,1
20601149704,Pascoe Vale,1
20601149705,Pascoe Vale,1
20601149706,Pascoe Vale,1
20601149707,Pascoe Vale,1
20601149708,Pascoe Vale,1
20601149709,Pascoe Vale,1
20601149710,Pascoe Vale,1
20601149711,Pascoe Vale,1
20601149712,Pascoe Vale,1
20601149713,Pascoe Vale,1
20601149714,Pascoe Vale,1
20601149715,Pascoe Vale,1
20601149716,Pascoe Vale,1
20601149717,Pascoe Vale,1
20601149718,Pascoe Vale,1
20601149719,Pascoe Vale,1
20601149720,Pascoe Vale,1
20601149721,Pascoe Vale,1
20601149722,Pascoe Vale,1
20601149723,Pascoe Vale,1
20601149724,Pascoe Vale,1
20601149725,Pascoe Vale,1
20601149726,Pascoe Vale,1
20601149801,Pascoe Vale,1
20601149802,Pascoe Vale,1
20601149803,Pascoe Vale,1
20601149804,Pascoe Vale,1
20601149805,Pascoe Vale,1
20601149806,Pascoe Vale,1
20601149807,Pascoe Vale,1
20601149808,Pascoe Vale,1
20601149809,Pascoe Vale,1
20601149810,Pascoe Vale,1
20601149811,Pascoe Vale,1
20601149812,Pascoe Vale,1
20601149813,Pascoe Vale,1
20601149814,Pascoe Vale,1
20601149815,Pascoe Vale,1
20601149816,Pascoe Vale,1
20601149817,Pascoe Vale,1
20601149818,Pascoe Vale,1
20601149819,Pascoe Vale,1
20601149820,Pascoe Vale,1
20601149821,Pascoe Vale,1
20601149822,Pascoe Vale,1
20601149823,Pascoe Vale,1
20601149824,Pascoe Vale,1
20601149825,Pascoe Vale,1
20601149826,Pascoe Vale,1
20601149827,Pascoe Vale,1
20601149828,Pascoe Vale,1
20601149829,Pascoe Vale,1
20601149830,Pascoe Vale,1
20601149831,Pascoe Vale,1
20601149832,Pascoe Vale,1
20601149833,Pascoe Vale,1
20601149834,Pascoe Vale,1
20602111001,Northcote,1
20602111002,Northcote,1
20602111003,Northcote,1
20602111004,Northcote,1
20602111005,Northcote,1
20602111006,Northcote,1
20602111007,Northcote,1
20602111008,Northcote,1
20602111009,Northcote,1
20602111010,Northcote,1
20602111011,Northcote,1
20602111012,Northcote,1
20602111013,Northcote,1
20602111014,Northcote,1
20602111015,Northcote,1
20602111016,Northcote,1
20602111017,Northcote,1
20602111018,Northcote,1
20602111019,Northcote,1
20602111020,Northcote,1
20602111021,Northcote,1
20602111022,Northcote,1
20602111201,Northcote,1
20602111202,Northcote,1
20602111203,Northcote,1
20602111204,Northcote,1
20602111205,Northcote,1
20602111206,Northcote,1
20602111207,Northcote,1
20602111208,Northcote,1
20602111209,Northcote,1
20602111210,Northcote,1
20602111211,Northcote,1
20602111212,Northcote,1
20602111213,Northcote,1
20602111214,Northcote,1
20602111215,Northcote,1
20602111216,Northcote,1
20602111217,Northcote,1
20602111218,Northcote,1
20602111219,Northcote,1
20602111220,Northcote,1
20602111221,Northcote,1
20602111222,Northcote,1
20602111223,Northcote,1
20602111224,Northcote,1
20602111225,Northcote,1
20602111226,Northcote,1
20602111227,Northcote,1
20602111228,Northcote,1
20602111229,Northcote,1
20602111230,Northcote,1
20602111231,Northcote,1
20602111232,Northcote,1
20602111233,Northcote,1
20602111234,Northcote,1
20602111235,Northcote,1
20602111236,Northcote,1
20602111237,Northcote,1
20602111238,Northcote,1
20602111239,Northcote,1
20602111240,Northcote,1
20602111241,Northcote,1
20602111242,Northcote,1
20602149901,Northcote,1
20602149902,Northcote,1
20602149903,Northcote,1
20602149904,Northcote,1
20602149905,Northcote,1
20602149906,Northcote,1
20602149907,Northcote,1
20602149908,Northcote,1
20602149909,Northcote,1
20602149910,Northcote,1
20602149911,Northcote,1
20602149912,Northcote,1
20602149913,Northcote,1
20602149914,Northcote,1
20602149915,Northcote,1
20602149916,Northcote,1
20602149917,Northcote,1
20602149918,Northcote,1
20602149919,Northcote,1
20602149920,Northcote,1
20602149921,Northcote,1
20602149922,Northcote,1
20602149923,Northcote,1
20602149924,Northcote,1
20602149925,Northcote,1
20602149926,Northcote,1
20602149927,Northcote,1
20602149928,Northcote,1
20602149929,Northcote,1
20602149930,Northcote,1
20602149931,Northcote,1
20602149932,Northcote,1
20602149933,Northcote,1
20602149934,Northcote,1
20602150001,Northcote,1
20602150002,Northcote,1
20602150003,Northcote,1
20602150004,Northcote,1
20602150005,Northcote,1
20602150006,Northcote,1
20602150007,Northcote,1
20602150008,Northcote,1
20602150009,Northcote,1
20602150010,Northcote,1
20602150011,Northcote,1
20602150012,Northcote,1
20602150013,Northcote,1
20602150014,Northcote,1
20602150015,Northcote,1
20602150016,Northcote,1
20602150017,Northcote,1
20602150018,Northcote,1
20602150019,Northcote,1
20602150020,Northcote,1
20602150021,Northcote,1
20602150022,Northcote,1
20602150023,Northcote,1
20602150024,Northcote,1
20603111301,Essendon,1
20603111302,Essendon,1
20603111303,Essendon,1
20603111304,Essendon,1
20603111305,Essendon,1
20603111306,Essendon,1
20603111307,Essendon,1
20603111308,Essendon,1
20603111309,Essendon,1
20603111310,Essendon,1
20603111311,Essendon,1
20603111312,Essendon,1
20603111313,Essendon,1
20603111314,Essendon,1
20603111315,Essendon,1
20603111316,Essendon,1
20603111317,Essendon,1
20603111318,Essendon,1
20603111319,Essendon,1
20603111320,Essendon,1
20603111321,Essendon,1
20603111322,Essendon,1
20603111323,Essendon,1
20603111324,Essendon,1
20603111325,Essendon,1
20603111326,Essendon,1
20603111327,Essendon,1
20603111328,Essendon,1
20603111329,Essendon,1
20603111330,Essendon,1
20603111331,Essendon,1
20603111332,Essendon,1
20603111501,Essendon,1
20603111502,Essendon,1
20603111503,Essendon,1
20603111504,Essendon,1
20603111505,Essendon,1
20603111506,Essendon,1
20603111507,Essendon,1
20603111508,Essendon,1
20603111509,Essendon,1
20603111510,Essendon,1
20603111511,Essendon,1
20603111513,Essendon,1
20603111514,Essendon,1
20603111515,Essendon,1
20603111516,Essendon,1
20603111518,Melbourne,0.1393372982
20603111518,Essendon,0.8606627018
20603111519,Essendon,1
20603111520,Essendon,1
20603111521,Essendon,1
20603111522,Essendon,1
20603111523,Essendon,1
20603111524,Essendon,1
20603111525,Essendon,1
20603111526,Essendon,1
20603111527,Essendon,1
20603111601,Essendon,1
20603111602,Essendon,1
20603111603,Essendon,1
20603111604,Essendon,1
20603111606,Essendon,1
20603111607,Essendon,1
20603111608,Essendon,1
20603111609,Niddrie,1
20603111610,Essendon,1
20603111611,Essendon,1
20603111612,Essendon,1
20603111613,Essendon,1
20603111614,Essendon,1
20603111615,Essendon,1
20603111616,Essendon,1
20603111617,Essendon,1
20603111618,Essendon,1
20603111619,Essendon,1
20603111620,Essendon,1
20603111621,Essendon,1
20603111622,Essendon,1
20603111623,Essendon,1
20603111624,Essendon,1
20603111626,Essendon,1
20603111627,Essendon,1
20603111628,Essendon,1
20603111629,Essendon,1
20603111630,Essendon,1
20603111631,Essendon,1
20603111632,Essendon,1
20603111633,Essendon,1
20603111634,Essendon,1
20603111635,Essendon,1
20603111636,Essendon,1
20603150101,Niddrie,1
20603150102,Essendon,1
20603150103,Essendon,1
20603150104,Niddrie,1
20603150105,Essendon,1
20603150106,Niddrie,1
20603150107,Essendon,1
20603150108,Essendon,1
20603150109,Essendon,1
20603150110,Niddrie,1
20603150111,Niddrie,0.5039637599
20603150111,Essendon,0.4960362401
20603150112,Niddrie,1
20603150113,Niddrie,1
20603150114,Essendon,1
20603150115,Niddrie,1
20603150116,Niddrie,1
20603150117,Niddrie,1
20603150118,Essendon,1
20603150119,Essendon,1
20603150120,Niddrie,1
20603150121,Niddrie,1
20603150122,Essendon,1
20603150123,Niddrie,0.7122683142
20603150123,Essendon,0.2877316858
20603150124,Essendon,1
20603150125,Essendon,1
20603150126,Niddrie,1
20603150127,Niddrie,0.5023255814
20603150127,Essendon,0.4976744186
20603150128,Niddrie,1
20603150129,Essendon,1
20603150130,Essendon,1
20603150131,Essendon,1
20603150132,Niddrie,1
20603150133,Niddrie,1
20603150134,Essendon,1
20603150135,Niddrie,1
20603150201,Essendon,1
20603150202,Essendon,1
20603150203,Essendon,1
20603150204,Essendon,1
20603150205,Essendon,1
20603150206,Essendon,1
20603150207,Essendon,1
20603150208,Essendon,1
20603150209,Essendon,1
20603150210,Essendon,1
20603150211,Essendon,1
20603150212,Essendon,1
20603150213,Essendon,1
20603150214,Essendon,1
20603150215,Essendon,1
20603150216,Essendon,1
20603150217,Essendon,1
20603150218,Essendon,1
20603150219,Essendon,1
20603150220,Essendon,1
20603150221,Essendon,1
20603150222,Essendon,1
20603150223,Essendon,1
20603150224,Essendon,1
20603150225,Essendon,1
20603150226,Essendon,1
20603150227,Essendon,1
20603150228,Essendon,1
20603150229,Essendon,1
20603150230,Essendon,1
20604111702,Melbourne,1
20604111703,Melbourne,1
20604111704,Melbourne,1
20604111705,Melbourne,1
20604111708,Melbourne,1
20604111709,Melbourne,1
20604111711,Melbourne,1
20604111712,Melbourne,1
20604111713,Melbourne,1
20604111714,Melbourne,1
20604111715,Melbourne,1
20604111716,Melbourne,1
20604111717,Melbourne,1
20604111719,Melbourne,1
20604111720,Melbourne,1
20604111721,Melbourne,1
20604111722,Melbourne,1
20604111723,Melbourne,1
20604111724,Melbourne,1
20604111725,Melbourne,1
20604111726,Melbourne,1
20604111727,Melbourne,1
20604111728,Melbourne,1
20604111729,Melbourne,1
20604111731,Melbourne,1
20604111733,Melbourne,1
20604111734,Melbourne,1
20604111735,Melbourne,1
20604111736,Melbourne,1
20604111737,Melbourne,1
20604111738,Melbourne,1
20604111739,Melbourne,1
20604111740,Melbourne,1
20604111741,Melbourne,1
20604111742,Melbourne,1
20604111743,Melbourne,1
20604111744,Melbourne,1
20604111745,Melbourne,1
20604111746,Melbourne,1
20604111747,Melbourne,1
20604111748,Melbourne,1
20604111749,Melbourne,1
20604111750,Melbourne,1
20604111801,Albert Park,1
20604111802,Albert Park,1
20604111805,Melbourne,1
20604111806,Melbourne,1
20604111807,Melbourne,1
20604111808,Albert Park,1
20604111811,Melbourne,1
20604111815,Melbourne,1
20604111816,Melbourne,1
20604111817,Melbourne,1
20604111818,Melbourne,1
20604111819,Melbourne,1
20604111820,Melbourne,1
20604111821,Melbourne,1
20604111822,Melbourne,1
20604111823,Melbourne,1
20604111824,Melbourne,1
20604111825,Melbourne,1
20604111826,Melbourne,1
20604111827,Melbourne,1
20604111828,Melbourne,1
20604111829,Melbourne,1
20604111830,Melbourne,1
20604111831,Albert Park,1
20604111832,Melbourne,1
20604111833,Melbourne,0.3701583025
20604111833,Albert Park,0.6298416975
20604111834,Melbourne,1
20604111835,Melbourne,1
20604111836,Melbourne,1
20604111837,Melbourne,1
20604111901,Melbourne,1
20604111902,Melbourne,1
20604111903,Melbourne,1
20604111904,Melbourne,0.8212209302
20604111904,Richmond,0.1787790698
20604111905,Melbourne,1
20604111906,Melbourne,1
20604111907,Melbourne,1
20604111908,Melbourne,1
20604111909,Melbourne,0.8255033557
20604111909,Richmond,0.1744966443
20604111910,Melbourne,0.944591029
20604111910,Richmond,0.055408971
20604111911,Melbourne,0.9740753082
20604111911,Prahran,0.0259246918
20604111912,Melbourne,1
20604111913,Melbourne,1
20604111914,Melbourne,1
20604111915,Melbourne,0.835125448
20604111915,Richmond,0.164874552
20604112001,Essendon,1
20604112101,Melbourne,1
20604112102,Melbourne,1
20604112103,Melbourne,1
20604112104,Melbourne,1
20604112105,Melbourne,1
20604112106,Melbourne,1
20604112108,Melbourne,1
20604112109,Melbourne,1
20604112110,Melbourne,1
20604112111,Essendon,1
20604112112,Melbourne,1
20604112113,Melbourne,1
20604112114,Melbourne,1
20604112115,Melbourne,1
20604112116,Melbourne,1
20604112118,Melbourne,1
20604112119,Melbourne,1
20604112121,Melbourne,0.9143730887
20604112121,Essendon,0.0856269113
20604112122,Melbourne,1
20604112123,Melbourne,0.9746543779
20604112123,Essendon,0.0253456221
20604112124,Melbourne,1
20604112125,Melbourne,1
20604112126,Melbourne,1
20604112127,Melbourne,1
20604112128,Melbourne,1
20604112129,Melbourne,0.9424657534
20604112129,Essendon,0.0575342466
20604112401,Melbourne,1
20604112402,Melbourne,1
20604112404,Melbourne,1
20604112406,Melbourne,1
20604112407,Melbourne,1
20604112409,Melbourne,1
20604112410,Melbourne,1
20604112411,Melbourne,1
20604112412,Melbourne,1
20604112415,Melbourne,1
20604112416,Melbourne,1
20604112417,Melbourne,1
20604112418,Melbourne,1
20604112419,Melbourne,1
20604112420,Melbourne,1
20604112421,Melbourne,1
20604112422,Melbourne,1
20604112501,Prahran,1
20604112503,Prahran,1
20604112504,Prahran,1
20604112506,Prahran,1
20604112508,Prahran,1
20604112509,Prahran,1
20604112510,Prahran,1
20604112511,Prahran,1
20604112512,Prahran,1
20604112513,Prahran,1
20604112514,Prahran,1
20604112515,Prahran,1
20604112516,Prahran,1
20604112517,Prahran,1
20604112518,Prahran,1
20604112519,Prahran,1
20604112520,Prahran,1
20604112521,Prahran,1
20604112522,Prahran,1
20604112701,Melbourne,0.9099249856
20604112701,Albert Park,0.0900750144
20604112702,Melbourne,1
20604150301,Melbourne,1
20604150302,Melbourne,1
20604150303,Melbourne,1
20604150304,Melbourne,1
20604150305,Melbourne,1
20604150306,Melbourne,1
20604150307,Melbourne,1
20604150308,Melbourne,1
20604150309,Melbourne,1
20604150310,Melbourne,1
20604150311,Melbourne,1
20604150312,Melbourne,1
20604150313,Melbourne,1
20604150314,Melbourne,1
20604150315,Melbourne,1
20604150316,Melbourne,1
20604150317,Melbourne,1
20604150318,Melbourne,1
20604150319,Melbourne,1
20604150320,Melbourne,1
20604150321,Melbourne,1
20604150322,Melbourne,1
20604150323,Melbourne,1
20604150324,Melbourne,1
20604150325,Melbourne,1
20604150326,Melbourne,1
20604150327,Melbourne,1
20604150401,Melbourne,1
20604150402,Melbourne,1
20604150403,Melbourne,1
20604150404,Melbourne,1
20604150405,Melbourne,1
20604150406,Melbourne,1
20604150407,Melbourne,1
20604150408,Melbourne,1
20604150409,Melbourne,1
20604150410,Melbourne,1
20604150411,Melbourne,1
20604150412,Melbourne,1
20604150413,Melbourne,1
20604150414,Melbourne,1
20604150415,Melbourne,1
20604150416,Melbourne,1
20604150417,Melbourne,1
20604150418,Melbourne,1
20604150419,Melbourne,1
20604150420,Melbourne,1
20604150421,Melbourne,1
20604150422,Melbourne,1
20604150423,Melbourne,1
20604150424,Melbourne,1
20604150425,Melbourne,1
20604150426,Melbourne,1
20604150427,Melbourne,1
20604150428,Melbourne,1
20604150429,Melbourne,1
20604150430,Melbourne,1
20604150431,Melbourne,1
20604150432,Melbourne,1
20604150433,Melbourne,1
20604150434,Melbourne,1
20604150501,Melbourne,1
20604150502,Melbourne,1
20604150503,Melbourne,1
20604150504,Melbourne,1
20604150505,Melbourne,1
20604150506,Melbourne,1
20604150507,Melbourne,1
20604150508,Melbourne,1
20604150509,Melbourne,1
20604150510,Melbourne,1
20604150511,Melbourne,1
20604150512,Melbourne,1
20604150513,Melbourne,1
20604150514,Melbourne,1
20604150515,Melbourne,1
20604150516,Melbourne,1
20604150517,Melbourne,1
20604150518,Melbourne,1
20604150519,Melbourne,1
20604150520,Melbourne,1
20604150521,Melbourne,1
20604150522,Melbourne,1
20604150523,Melbourne,1
20604150524,Melbourne,1
20604150525,Melbourne,1
20604150526,Melbourne,1
20604150527,Melbourne,1
20604150528,Melbourne,1
20604150529,Melbourne,1
20604150530,Melbourne,1
20604150531,Melbourne,1
20604150601,Melbourne,1
20604150602,Melbourne,1
20604150603,Melbourne,1
20604150604,Melbourne,1
20604150605,Melbourne,1
20604150606,Melbourne,1
20604150607,Melbourne,1
20604150608,Melbourne,1
20604150609,Melbourne,1
20604150610,Melbourne,1
20604150611,Melbourne,1
20604150612,Melbourne,1
20604150613,Melbourne,1
20604150614,Melbourne,1
20604150615,Melbourne,1
20604150616,Melbourne,1
20604150617,Melbourne,1
20604150618,Melbourne,1
20604150619,Melbourne,1
20604150620,Melbourne,1
20604150621,Melbourne,1
20604150622,Melbourne,1
20604150623,Melbourne,1
20604150624,Melbourne,1
20604150625,Melbourne,1
20604150626,Melbourne,1
20604150627,Melbourne,1
20604150628,Melbourne,1
20604150629,Melbourne,1
20604150630,Melbourne,1
20604150631,Melbourne,1
20604150632,Melbourne,1
20604150633,Melbourne,1
20604150634,Melbourne,1
20604150635,Melbourne,1
20604150636,Melbourne,1
20604150637,Melbourne,1
20604150638,Melbourne,1
20604150639,Melbourne,1
20604150701,Prahran,1
20604150801,Albert Park,1
20604150802,Albert Park,1
20604150803,Albert Park,1
20604150804,Albert Park,1
20604150805,Albert Park,1
20604150806,Albert Park,1
20604150807,Albert Park,1
20604150808,Albert Park,1
20604150809,Albert Park,1
20604150810,Albert Park,1
20604150811,Albert Park,1
20604150812,Albert Park,1
20604150813,Albert Park,1
20604150814,Albert Park,1
20604150815,Albert Park,1
20604150816,Albert Park,1
20604150901,Albert Park,1
20604150902,Prahran,1
20604150903,Albert Park,1
20604150904,Albert Park,1
20604150905,Albert Park,1
20604150906,Prahran,1
20604150907,Albert Park,1
20604150908,Albert Park,1
20604150909,Prahran,1
20604150910,Albert Park,1
20604150911,Prahran,1
20604150912,Albert Park,1
20604150913,Albert Park,1
20604150914,Albert Park,1
20604150915,Albert Park,1
20604150916,Albert Park,1
20604150917,Albert Park,1
20604150918,Prahran,1
20604150919,Prahran,1
20604150920,Prahran,1
20604150921,Albert Park,1
20604150922,Albert Park,1
20604150923,Albert Park,1
20604150924,Albert Park,1
20604150925,Albert Park,1
20604150926,Albert Park,1
20604150927,Albert Park,1
20604150928,Albert Park,1
20604150929,Albert Park,1
20604150930,Prahran,1
20604150931,Albert Park,1
20604150932,Prahran,1
20604150933,Prahran,1
20604151001,Melbourne,1
20604151002,Melbourne,1
20604151003,Melbourne,1
20604151004,Melbourne,1
20604151005,Melbourne,1
20604151006,Melbourne,1
20604151007,Melbourne,1
20604151008,Melbourne,1
20604151009,Melbourne,1
20604151010,Melbourne,1
20604151011,Melbourne,1
20604151012,Melbourne,1
20604151013,Melbourne,1
20604151014,Melbourne,1
20604151015,Melbourne,1
20604151016,Melbourne,1
20605112801,Albert Park,1
20605112802,Albert Park,1
20605112803,Albert Park,1
20605112804,Albert Park,1
20605112805,Albert Park,1
20605112807,Albert Park,1
20605112808,Albert Park,1
20605112809,Albert Park,1
20605112810,Albert Park,1
20605112811,Albert Park,1
20605112812,Albert Park,1
20605112813,Albert Park,1
20605112814,Albert Park,1
20605112815,Albert Park,1
20605112816,Albert Park,1
20605112817,Albert Park,1
20605112818,Albert Park,1
20605112819,Albert Park,1
20605112820,Albert Park,1
20605112821,Albert Park,1
20605112822,Albert Park,1
20605112823,Albert Park,1
20605112824,Albert Park,1
20605112825,Albert Park,1
20605112826,Albert Park,1
20605112828,Prahran,1
20605112830,Prahran,1
20605112832,Albert Park,0.9767680537
20605112832,Prahran,0.0232319463
20605112833,Prahran,1
20605112834,Prahran,1
20605112835,Prahran,1
20605112836,Prahran,1
20605112837,Prahran,1
20605112838,Prahran,1
20605112839,Prahran,1
20605112840,Prahran,1
20605112841,Prahran,1
20605112842,Prahran,1
20605112843,Prahran,1
20605112901,Brighton,1
20605112902,Brighton,1
20605112903,Brighton,1
20605112904,Brighton,1
20605112905,Brighton,1
20605112906,Brighton,1
20605112907,Brighton,1
20605112908,Brighton,1
20605112909,Brighton,1
20605112910,Brighton,1
20605112911,Brighton,1
20605112912,Brighton,1
20605112913,Brighton,1
20605112914,Brighton,1
20605112915,Brighton,1
20605112916,Brighton,1
20605112917,Brighton,1
20605112918,Brighton,1
20605112919,Brighton,1
20605112920,Brighton,1
20605112921,Brighton,1
20605112922,Brighton,1
20605112923,Brighton,1
20605112924,Brighton,1
20605112925,Brighton,1
20605112926,Brighton,1
20605112927,Brighton,1
20605112928,Brighton,1
20605112929,Brighton,1
20605112930,Brighton,1
20605112931,Brighton,1
20605112932,Brighton,1
20605112933,Brighton,1
20605112934,Brighton,1
20605112935,Brighton,1
20605112936,Brighton,1
20605112937,Brighton,1
20605112938,Brighton,1
20605112939,Brighton,1
20605112940,Brighton,1
20605113001,Albert Park,1
20605113002,Albert Park,1
20605113003,Albert Park,1
20605113004,Albert Park,1
20605113005,Albert Park,1
20605113006,Albert Park,1
20605113007,Albert Park,1
20605113008,Albert Park,1
20605113009,Albert Park,1
20605113010,Albert Park,1
20605113011,Albert Park,1
20605113012,Albert Park,1
20605113013,Albert Park,1
20605113014,Albert Park,1
20605113015,Albert Park,1
20605113016,Albert Park,1
20605113017,Albert Park,1
20605113019,Albert Park,1
20605113020,Albert Park,1
20605113021,Albert Park,1
20605113022,Albert Park,1
20605113023,Albert Park,1
20605113024,Albert Park,1
20605113025,Albert Park,1
20605113026,Albert Park,1
20605113027,Albert Park,1
20605113028,Albert Park,1
20605113029,Albert Park,1
20605113032,Albert Park,1
20605113033,Albert Park,1
20605113034,Albert Park,1
20605113035,Albert Park,1
20605113036,Albert Park,1
20605113037,Albert Park,1
20605113038,Albert Park,1
20605113039,Albert Park,1
20605113401,Prahran,1
20605113402,Prahran,1
20605113403,Prahran,1
20605113404,Prahran,1
20605113405,Caulfield,1
20605113406,Caulfield,1
20605113407,Caulfield,1
20605113408,Caulfield,1
20605113409,Caulfield,1
20605113410,Caulfield,1
20605113411,Caulfield,1
20605113412,Prahran,1
20605113413,Prahran,1
20605113414,Caulfield,1
20605113415,Caulfield,1
20605113416,Caulfield,1
20605113417,Caulfield,1
20605113418,Caulfield,1
20605113419,Caulfield,1
20605113420,Caulfield,1
20605113421,Caulfield,1
20605113422,Prahran,1
20605113423,Prahran,1
20605113424,Caulfield,1
20605113425,Caulfield,1
20605113426,Caulfield,1
20605113427,Caulfield,1
20605113428,Caulfield,1
20605113429,Prahran,1
20605113430,Prahran,1
20605113431,Prahran,1
20605113432,Caulfield,1
20605113433,Caulfield,1
20605113434,Brighton,0.0800627943
20605113434,Caulfield,0.9199372057
20605113435,Brighton,0.0529715762
20605113435,Caulfield,0.9470284238
20605113436,Brighton,0.0330188679
20605113436,Caulfield,0.9669811321
20605113437,Brighton,0.0388219545
20605113437,Caulfield,0.9611780455
20605113438,Caulfield,1
20605113439,Caulfield,1
20605151101,Albert Park,1
20605151102,Albert Park,1
20605151103,Albert Park,1
20605151104,Albert Park,1
20605151105,Albert Park,1
20605151201,Albert Park,1
20605151202,Prahran,1
20605151203,Prahran,1
20605151204,Albert Park,1
20605151205,Albert Park,1
20605151206,Prahran,1
20605151207,Prahran,1
20605151208,Albert Park,1
20605151209,Albert Park,1
20605151210,Albert Park,1
20605151211,Albert Park,1
20605151212,Albert Park,1
20605151213,Albert Park,1
20605151214,Prahran,1
20605151215,Prahran,1
20605151216,Prahran,1
