"SA1_CODE_2021","district","proportion_in_district"
20202102821,Bendigo West,1
20202102822,Bendigo West,1
20202102823,Macedon,1
20202102824,Bendigo West,1
20202102825,Bendigo West,1
20202102826,Bendigo West,1
20202102901,Euroa,1
20202102902,Euroa,1
20202102903,Bendigo East,1
20202102904,Euroa,1
20202102905,Euroa,1
20202102906,Euroa,1
20202102907,Euroa,1
20202102908,Euroa,1
20202102909,Euroa,1
20202102910,Euroa,1
20202102911,Bendigo East,0.3953828202
20202102911,Euroa,0.6046171798
20202102912,Euroa,1
20202102913,Euroa,1
20202103001,Macedon,1
20202103002,Macedon,1
20202103003,Macedon,1
20202103004,Macedon,1
20202103005,Macedon,1
20202103006,Macedon,1
20202103007,Macedon,1
20202103008,Macedon,1
20202103009,Macedon,1
20202103010,Macedon,1
20202103011,Macedon,1
20202103012,Macedon,1
20202103013,Macedon,1
20202103014,Macedon,1
20202103015,Macedon,1
20202103016,Macedon,1
20202103018,Macedon,1
20202103019,Macedon,1
20202103020,Macedon,1
20202103021,Macedon,1
20202103022,Macedon,1
20202103023,Macedon,1
20202103024,Macedon,1
20202103025,Macedon,1
20202103101,Macedon,1
20202103102,Macedon,1
20202103104,Macedon,1
20202103105,Macedon,1
20202103106,Macedon,1
20202103107,Macedon,1
20202103108,Macedon,1
20202103109,Macedon,1
20202103110,Macedon,1
20202103111,Macedon,1
20202103112,Macedon,1
20202103113,Macedon,1
20202103114,Macedon,1
20202103115,Macedon,1
20202103116,Macedon,1
20202103117,Macedon,1
20202103118,Macedon,1
20203103201,Bendigo East,1
20203103202,Bendigo East,1
20203103203,Bendigo East,1
20203103204,Bendigo East,1
20203103205,Bendigo East,1
20203103206,Bendigo West,1
20203103207,Bendigo East,0.5899295064
20203103207,Bendigo West,0.1467200501
20203103207,Ripon,0.2633504435
20203103208,Bendigo East,1
20203103209,Bendigo East,1
20203103210,Bendigo East,1
20203103211,Bendigo East,1
20203103212,Bendigo East,1
20203103213,Bendigo East,1
20203103301,Ripon,1
20203103302,Ripon,1
20203103303,Bendigo East,0.0334914359
20203103303,Ripon,0.9665085641
20203103304,Ripon,1
20203103305,Bendigo East,1
20203103306,Ripon,1
20203103307,Ripon,1
20203103308,Ripon,1
20203103309,Ripon,1
20203103310,Ripon,1
20203103311,Ripon,1
20203103312,Bendigo East,1
20203103313,Murray Plains,1
20203103314,Ripon,1
20203103315,Murray Plains,1
20203103316,Murray Plains,1
20203103317,Murray Plains,1
20203103318,Murray Plains,1
20203103319,Murray Plains,1
20203103320,Murray Plains,1
20203103321,Ripon,1
20203103322,Ripon,1
20301103401,Geelong,1
20301103402,Geelong,1
20301103403,Geelong,1
20301103404,Geelong,1
20301103407,Geelong,1
20301103408,Geelong,1
20301103411,Geelong,1
20301103412,Geelong,1
20301103413,Geelong,1
20301103414,Geelong,1
20301103415,Geelong,1
20301103416,Geelong,1
20301103417,Geelong,1
20301103501,Eureka,1
20301103502,Eureka,1
20301103503,Eureka,1
20301103504,Eureka,1
20301103505,Eureka,1
20301103506,Eureka,1
20301103507,Eureka,0.4689636548
20301103507,Geelong,0.5310363452
20301103508,Eureka,1
20301103509,Eureka,1
20301103510,Eureka,1
20301103511,Eureka,1
20301103512,Eureka,1
20301103513,Eureka,1
20301103514,Eureka,1
20301103515,Eureka,1
20301103516,Eureka,1
20301103601,Polwarth,1
20301103602,Polwarth,1
20301103603,South Barwon,0.4273446016
20301103603,Polwarth,0.5726553984
20301103604,Polwarth,1
20301103605,Polwarth,1
20301103606,South Barwon,1
20301103607,South Barwon,0.6131932437
20301103607,Polwarth,0.3868067563
20301103608,South Barwon,1
20301103609,South Barwon,0.2983581183
20301103609,Polwarth,0.7016418817
20301103610,Polwarth,1
20301103612,South Barwon,1
20301103613,Polwarth,1
20301103614,South Barwon,1
20301103615,Polwarth,1
20301103617,Polwarth,1
20301103618,Polwarth,1
20301103619,Polwarth,1
20301103620,Polwarth,1
20302103701,Geelong,1
20302103702,Geelong,1
20302103703,South Barwon,0.0369206599
20302103703,Geelong,0.9630793401
20302103704,South Barwon,0.1937056738
20302103704,Geelong,0.8062943262
20302103705,Geelong,1
20302103706,Geelong,1
20302103707,Geelong,1
20302103708,Geelong,1
20302103709,Geelong,1
20302103710,Geelong,1
20302103711,South Barwon,1
20302103712,South Barwon,1
20302103713,South Barwon,1
20302103714,South Barwon,1
20302103715,South Barwon,1
20302103716,South Barwon,1
20302103717,South Barwon,1
20302103718,South Barwon,1
20302103719,South Barwon,1
20302103720,South Barwon,0.0352494577
20302103720,Geelong,0.9647505423
20302103721,South Barwon,0.2539332914
20302103721,Geelong,0.7460667086
20302103722,South Barwon,0.0222446916
20302103722,Geelong,0.9777553084
20302103723,South Barwon,1
20302103724,Geelong,1
20302103725,Geelong,1
20302103726,Geelong,1
20302103727,Geelong,1
20302103728,Geelong,1
20302103729,Geelong,1
20302103730,Geelong,1
20302103731,Geelong,1
20302103732,South Barwon,0.0779402925
20302103732,Geelong,0.9220597075
20302103904,Geelong,1
20302103905,Geelong,1
20302103906,Geelong,1
20302103907,Geelong,1
20302103908,Geelong,1
20302103909,Geelong,1
20302103910,Geelong,1
20302103911,Geelong,1
20302103912,Geelong,1
20302103913,Geelong,1
20302103914,Geelong,1
20302103915,Geelong,1
20302103916,Geelong,1
20302103917,Geelong,1
20302103918,Geelong,1
20302103919,Geelong,1
20302103920,Geelong,1
20302103921,Geelong,1
20302103922,Geelong,1
20302103923,Geelong,1
20302103924,Geelong,1
20302103925,Geelong,1
20302103927,Geelong,1
20302103928,Geelong,1
20302103929,Geelong,1
20302103930,Geelong,1
20302103931,Geelong,1
20302103932,Geelong,1
20302103933,Geelong,1
20302103934,Geelong,1
20302103935,Geelong,1
20302103936,Geelong,1
20302103937,Geelong,1
20302103938,Geelong,1
20302103939,Geelong,1
20302104001,Geelong,1
20302104002,Geelong,1
20302104003,Geelong,1
20302104004,Geelong,1
20302104005,Geelong,1
20302104006,Geelong,1
20302104007,Geelong,1
20302104008,Geelong,1
20302104009,Geelong,1
20302104010,Geelong,1
20302104011,Geelong,1
20302104012,Geelong,1
20302104013,Lara,0.0213776722
20302104013,Geelong,0.9786223278
20302104014,Geelong,1
20302104015,Geelong,1
20302104016,Geelong,1
20302104017,Geelong,1
20302104018,Geelong,1
20302104019,Geelong,1
20302104020,Geelong,1
20302104021,Geelong,1
20302104022,Geelong,1
20302104023,Geelong,1
20302104024,Geelong,1
20302104025,Geelong,1
20302104026,Geelong,1
20302104027,Geelong,1
20302104028,Geelong,1
20302104029,Geelong,1
20302104030,Geelong,1
20302104031,Geelong,1
20302104032,Geelong,1
20302104033,Geelong,1
20302104034,Lara,1
20302104035,Lara,1
20302104036,Lara,1
20302104038,Lara,1
20302104039,Lara,1
20302104040,Lara,1
20302104041,Lara,1
20302104042,Lara,1
20302104043,Lara,1
20302104044,Lara,1
20302104045,Lara,1
20302104046,Lara,1
20302104047,Lara,1
