"SA1_CODE_2016","district","proportion_in_district"
2110007,Gippsland South,0.7782
2110008,Gippsland South,1
2110010,Gippsland South,1
2110011,Gippsland South,1
2110013,Gippsland South,1
2110014,Gippsland South,1
2110015,Gippsland South,1
2110101,Gippsland East,1
2110102,Gippsland East,1
2110103,Gippsland East,1
2110104,Gippsland East,1
2110105,Gippsland East,1
2110107,Gippsland East,1
2110108,Gippsland East,1
2110109,Gippsland East,1
2110110,Gippsland East,1
2110111,Gippsland East,1
2110112,Gippsland East,1
2110113,Gippsland East,1
2110114,Gippsland East,1
2110115,Gippsland East,1
2110116,Gippsland East,1
2110117,Gippsland East,1
2110118,Gippsland East,0.7607
2110118,Gippsland South,0.2393
2110119,Gippsland East,1
2110120,Gippsland East,1
2110121,Gippsland East,1
2110122,Gippsland East,1
2110123,Gippsland East,1
2110124,Gippsland East,1
2110125,Gippsland East,1
2110126,Gippsland East,1
2110127,Gippsland East,0.8565
2110127,Gippsland South,0.1435
2110128,Gippsland East,1
2110129,Gippsland East,1
2110130,Gippsland East,1
2110131,Gippsland East,1
2110132,Gippsland East,1
2110133,Gippsland East,1
2110134,Gippsland East,1
2110135,Gippsland East,1
2110136,Gippsland East,1
2110201,Gippsland South,1
2110202,Gippsland South,1
2110203,Gippsland South,1
2110204,Gippsland South,1
2110205,Gippsland South,1
2110206,Gippsland South,1
2110207,Gippsland South,1
2110208,Gippsland South,1
2110209,Gippsland South,1
2110210,Gippsland South,1
2110211,Gippsland South,1
2110212,Gippsland South,1
2110301,Gippsland South,1
2110302,Gippsland South,1
2110303,Gippsland South,1
2110304,Gippsland South,1
2110305,Gippsland South,1
2110306,Gippsland South,1
2110307,Gippsland South,1
2110308,Gippsland South,1
2110309,Gippsland South,1
2110310,Gippsland South,1
2110311,Gippsland South,1
2110312,Gippsland South,1
2110313,Gippsland South,1
2110314,Gippsland South,1
2110315,Gippsland South,1
2110316,Gippsland South,1
2110317,Gippsland South,1
2110318,Gippsland South,1
2110319,Gippsland South,1
2110320,Gippsland South,1
2110321,Gippsland South,1
2110322,Gippsland South,1
2110323,Gippsland South,1
2110324,Gippsland South,1
2110325,Gippsland South,1
2110326,Gippsland South,1
2110327,Gippsland South,1
2110328,Gippsland South,1
2110329,Gippsland South,1
2110330,Gippsland South,1
2110331,Gippsland South,1
2110332,Gippsland South,1
2110333,Gippsland South,1
2110334,Gippsland South,1
2110401,Gippsland South,1
2110402,Gippsland South,1
2110403,Gippsland South,1
2110404,Gippsland South,1
2110405,Gippsland South,1
2110406,Gippsland South,1
2110407,Gippsland South,1
2110408,Gippsland South,1
2110409,Gippsland South,1
2110410,Gippsland South,1
2110411,Gippsland South,1
2110412,Gippsland South,1
2110413,Gippsland South,1
2110414,Gippsland South,1
2110415,Gippsland South,1
2110416,Gippsland South,1
2110501,Brunswick,1
2110502,Brunswick,1
2110503,Brunswick,1
2110504,Brunswick,1
2110505,Brunswick,1
2110506,Brunswick,1
2110507,Brunswick,1
2110508,Brunswick,1
2110509,Brunswick,1
2110510,Brunswick,1
2110512,Brunswick,1
2110514,Brunswick,1
2110515,Brunswick,1
2110516,Brunswick,1
2110517,Brunswick,1
2110518,Brunswick,1
2110519,Brunswick,1
2110520,Brunswick,1
2110521,Brunswick,1
2110522,Brunswick,1
2110523,Brunswick,1
2110524,Brunswick,1
2110525,Brunswick,1
2110526,Brunswick,1
2110527,Brunswick,1
2110528,Brunswick,1
2110529,Brunswick,1
2110530,Brunswick,1
2110531,Brunswick,1
2110532,Brunswick,1
2110533,Brunswick,1
2110534,Brunswick,1
2110535,Brunswick,1
2110536,Brunswick,1
2110537,Brunswick,1
2110538,Brunswick,1
2110539,Brunswick,1
2110540,Brunswick,1
2110541,Brunswick,1
2110542,Brunswick,1
2110543,Brunswick,1
2110545,Brunswick,1
2110546,Brunswick,1
2110547,Brunswick,1
2110548,Brunswick,1
2110549,Brunswick,1
2110550,Brunswick,1
2110551,Brunswick,1
2110552,Brunswick,1
2110553,Brunswick,1
2110554,Brunswick,1
2110555,Brunswick,1
2110556,Brunswick,1
2110557,Brunswick,1
2110558,Brunswick,1
2110559,Brunswick,1
2110601,Brunswick,1
2110602,Brunswick,1
2110603,Brunswick,1
2110604,Brunswick,1
2110605,Brunswick,1
2110606,Brunswick,1
2110607,Brunswick,1
2110608,Brunswick,1
2110609,Brunswick,1
2110610,Brunswick,1
2110611,Brunswick,1
2110612,Brunswick,1
2110613,Brunswick,1
2110614,Brunswick,1
2110615,Brunswick,1
2110616,Brunswick,1
2110617,Brunswick,1
2110618,Brunswick,1
2110619,Brunswick,1
2110701,Brunswick,1
2110702,Brunswick,1
2110703,Brunswick,1
2110704,Brunswick,1
2110705,Brunswick,1
2110706,Brunswick,1
2110707,Brunswick,1
2110708,Brunswick,1
2110709,Pascoe Vale,1
2110710,Pascoe Vale,1
2110711,Pascoe Vale,1
2110712,Brunswick,1
2110713,Brunswick,1
2110714,Brunswick,1
2110715,Pascoe Vale,1
2110716,Essendon,0.0271
2110716,Pascoe Vale,0.9729
2110717,Pascoe Vale,1
2110718,Pascoe Vale,1
2110719,Pascoe Vale,1
2110720,Brunswick,1
2110721,Brunswick,1
2110722,Brunswick,0.4618
2110722,Melbourne,0.5382
2110723,Brunswick,1
2110724,Brunswick,1
2110725,Brunswick,1
2110726,Brunswick,1
2110727,Pascoe Vale,1
2110728,Pascoe Vale,1
2110729,Brunswick,1
2110730,Brunswick,1
2110731,Brunswick,1
2110801,Pascoe Vale,1
2110802,Pascoe Vale,1
2110803,Pascoe Vale,1
2110804,Pascoe Vale,1
2110805,Pascoe Vale,1
2110806,Pascoe Vale,1
2110807,Pascoe Vale,1
2110808,Pascoe Vale,1
2110809,Pascoe Vale,1
2110810,Pascoe Vale,1
2110811,Pascoe Vale,1
2110812,Pascoe Vale,1
2110813,Pascoe Vale,1
2110814,Pascoe Vale,1
2110815,Pascoe Vale,1
2110816,Pascoe Vale,1
2110817,Pascoe Vale,1
2110818,Pascoe Vale,1
2110819,Pascoe Vale,1
2110820,Pascoe Vale,1
2110821,Pascoe Vale,1
2110822,Pascoe Vale,1
2110823,Pascoe Vale,1
2110824,Pascoe Vale,1
2110825,Pascoe Vale,1
2110826,Pascoe Vale,1
2110827,Pascoe Vale,1
2110828,Pascoe Vale,1
2110829,Pascoe Vale,1
2110830,Pascoe Vale,1
2110831,Pascoe Vale,1
2110832,Pascoe Vale,1
2110833,Pascoe Vale,1
2110834,Pascoe Vale,1
2110835,Pascoe Vale,1
2110836,Pascoe Vale,1
2110837,Pascoe Vale,1
2110838,Pascoe Vale,1
2110839,Pascoe Vale,1
2110840,Pascoe Vale,1
2110841,Pascoe Vale,1
2110842,Pascoe Vale,1
2110843,Pascoe Vale,1
2110844,Pascoe Vale,1
2110845,Pascoe Vale,1
2110846,Pascoe Vale,1
2110847,Pascoe Vale,1
2110848,Pascoe Vale,1
2110849,Pascoe Vale,1
2110850,Pascoe Vale,1
2110851,Pascoe Vale,1
2110852,Pascoe Vale,1
2110853,Pascoe Vale,1
2110854,Pascoe Vale,1
2110855,Pascoe Vale,1
2110856,Pascoe Vale,1
2110857,Pascoe Vale,1
2110858,Pascoe Vale,1
2110859,Pascoe Vale,1
2110860,Pascoe Vale,1
2110901,Pascoe Vale,1
2110902,Pascoe Vale,1
2110903,Pascoe Vale,1
2110904,Pascoe Vale,1
2110905,Pascoe Vale,1
2110906,Pascoe Vale,1
2110907,Pascoe Vale,1
2110908,Pascoe Vale,1
2110909,Pascoe Vale,1
2110910,Pascoe Vale,1
2110911,Pascoe Vale,1
2110912,Pascoe Vale,1
2110913,Pascoe Vale,1
2110914,Pascoe Vale,1
2110915,Pascoe Vale,1
2110916,Pascoe Vale,1
2110917,Pascoe Vale,1
2110918,Pascoe Vale,1
2110919,Pascoe Vale,1
2110920,Pascoe Vale,1
2110921,Pascoe Vale,1
2110922,Pascoe Vale,1
2110923,Pascoe Vale,1
2110924,Pascoe Vale,1
2111001,Northcote,1
2111002,Northcote,1
2111003,Northcote,1
2111004,Northcote,1
2111005,Northcote,1
2111006,Northcote,1
2111007,Northcote,1
2111008,Northcote,1
2111009,Northcote,1
2111010,Northcote,1
2111011,Northcote,1
2111012,Northcote,1
2111013,Northcote,1
2111014,Northcote,1
2111015,Northcote,1
2111016,Northcote,1
2111017,Northcote,1
2111018,Northcote,1
2111019,Northcote,1
2111020,Northcote,1
2111021,Northcote,1
2111022,Northcote,1
2111101,Northcote,1
2111102,Northcote,1
2111103,Northcote,1
2111104,Northcote,1
2111105,Northcote,1
2111106,Northcote,1
2111107,Northcote,1
2111108,Northcote,1
2111109,Northcote,1
2111110,Northcote,1
2111111,Northcote,1
2111112,Northcote,1
2111113,Northcote,1
2111114,Northcote,1
2111115,Northcote,1
2111116,Northcote,1
2111117,Northcote,1
2111118,Northcote,1
2111119,Northcote,1
2111120,Northcote,1
2111121,Northcote,1
2111122,Northcote,1
2111123,Northcote,1
2111124,Northcote,1
2111125,Northcote,1
2111126,Northcote,1
2111127,Northcote,1
2111128,Northcote,1
2111129,Northcote,1
2111130,Northcote,1
2111131,Northcote,1
2111132,Northcote,1
2111133,Northcote,1
2111134,Northcote,1
2111135,Northcote,1
2111136,Northcote,1
2111137,Northcote,1
2111138,Northcote,1
2111139,Northcote,1
2111140,Northcote,1
2111141,Northcote,1
2111142,Northcote,1
2111143,Northcote,1
2111144,Northcote,1
2111145,Northcote,1
2111146,Northcote,1
2111147,Northcote,1
2111148,Northcote,1
2111149,Northcote,1
2111150,Northcote,1
2111151,Northcote,1
2111152,Northcote,1
2111153,Northcote,1
2111201,Northcote,1
2111202,Northcote,1
2111203,Northcote,1
2111204,Northcote,1
2111205,Northcote,1
2111206,Northcote,1
2111207,Northcote,1
2111208,Northcote,1
2111209,Northcote,1
2111210,Northcote,1
2111211,Northcote,1
2111212,Northcote,1
2111213,Northcote,1
2111214,Northcote,1
2111215,Northcote,1
2111216,Northcote,1
2111217,Northcote,1
2111218,Northcote,1
2111219,Northcote,1
2111220,Northcote,1
2111221,Northcote,1
2111222,Northcote,1
2111223,Northcote,1
2111224,Northcote,1
2111225,Northcote,1
2111226,Northcote,1
2111227,Northcote,1
2111228,Northcote,1
2111229,Northcote,1
2111230,Northcote,1
2111231,Northcote,1
2111232,Northcote,1
2111233,Northcote,1
2111234,Northcote,1
2111235,Northcote,1
2111236,Northcote,1
2111237,Northcote,1
2111238,Northcote,1
2111239,Northcote,1
2111240,Northcote,1
2111241,Northcote,1
2111242,Northcote,1
2111301,Essendon,1
2111302,Essendon,1
2111303,Essendon,1
2111304,Essendon,1
2111305,Essendon,1
2111306,Essendon,1
2111307,Essendon,1
2111308,Essendon,1
2111309,Essendon,1
2111310,Essendon,1
2111311,Essendon,1
2111312,Essendon,1
2111313,Essendon,1
2111314,Essendon,1
2111315,Essendon,1
2111316,Essendon,1
2111317,Essendon,1
2111318,Essendon,1
2111319,Essendon,1
2111320,Essendon,1
2111321,Essendon,1
2111322,Essendon,1
2111323,Essendon,1
2111324,Essendon,1
2111325,Essendon,1
2111326,Essendon,1
2111327,Essendon,1
2111328,Essendon,1
2111329,Essendon,1
2111330,Essendon,1
2111331,Essendon,1
2111332,Essendon,1
2111401,Essendon,1
2111402,Essendon,1
2111403,Niddrie,1
2111404,Niddrie,1
2111405,Essendon,0.2868
2111405,Niddrie,0.7132
2111406,Essendon,0.4949
2111406,Niddrie,0.5051
2111407,Niddrie,1
2111408,Niddrie,1
2111409,Niddrie,1
2111410,Niddrie,1
2111411,Niddrie,1
2111412,Niddrie,1
2111413,Niddrie,1
2111414,Niddrie,1
2111415,Niddrie,1
2111416,Niddrie,1
2111417,Niddrie,1
2111418,Niddrie,1
2111419,Essendon,1
2111420,Essendon,1
2111421,Essendon,0.495
2111421,Niddrie,0.505
2111422,Essendon,1
2111423,Essendon,1
2111424,Essendon,1
2111425,Essendon,1
2111426,Essendon,1
2111427,Essendon,1
2111428,Essendon,1
2111429,Essendon,1
2111430,Essendon,1
2111431,Essendon,1
2111432,Essendon,1
2111433,Essendon,1
2111434,Essendon,1
2111435,Essendon,1
2111436,Essendon,1
2111437,Essendon,1
2111438,Niddrie,1
2111439,Niddrie,1
2111440,Essendon,1
2111441,Essendon,1
2111442,Essendon,1
2111443,Essendon,1
2111444,Essendon,1
2111445,Essendon,1
2111446,Essendon,1
2111447,Essendon,1
2111448,Essendon,1
2111449,Essendon,1
2111450,Essendon,1
2111451,Essendon,1
2111452,Essendon,1
2111453,Essendon,1
2111454,Essendon,1
2111455,Essendon,1
2111456,Essendon,1
2111457,Essendon,1
2111458,Essendon,1
2111459,Essendon,1
2111460,Essendon,1
2111461,Essendon,1
2111501,Essendon,1
2111502,Essendon,1
2111503,Essendon,1
2111504,Essendon,1
2111505,Essendon,1
2111506,Essendon,1
2111507,Essendon,1
2111508,Essendon,1
2111509,Essendon,1
2111510,Essendon,1
2111511,Essendon,1
2111512,Essendon,1
2111513,Essendon,1
2111514,Essendon,1
2111515,Essendon,1
2111516,Essendon,1
2111518,Essendon,0.8588
2111518,Melbourne,0.1412
2111519,Essendon,1
2111520,Essendon,1
2111521,Essendon,1
2111522,Essendon,1
2111523,Essendon,1
2111524,Essendon,1
2111601,Essendon,1
2111602,Essendon,1
2111603,Essendon,1
2111604,Essendon,1
2111605,Essendon,1
2111606,Essendon,1
2111607,Essendon,1
2111608,Essendon,1
2111609,Niddrie,1
2111610,Essendon,1
2111611,Essendon,1
2111612,Essendon,1
2111613,Essendon,1
2111614,Essendon,1
2111615,Essendon,1
2111616,Essendon,1
2111617,Essendon,1
2111618,Essendon,1
2111619,Essendon,1
2111620,Essendon,1
2111621,Essendon,1
2111622,Essendon,1
2111623,Essendon,1
2111624,Essendon,1
2111625,Essendon,1
2111626,Essendon,1
2111627,Essendon,1
2111628,Essendon,1
2111629,Essendon,1
2111630,Essendon,1
2111631,Essendon,1
2111632,Essendon,1
2111701,Melbourne,1
2111702,Melbourne,1
2111703,Melbourne,1
2111704,Melbourne,1
2111705,Melbourne,1
2111706,Melbourne,1
2111707,Melbourne,1
2111708,Melbourne,1
2111709,Melbourne,1
2111710,Melbourne,1
2111711,Melbourne,1
2111712,Melbourne,1
2111713,Melbourne,1
2111714,Melbourne,1
2111715,Melbourne,1
2111716,Melbourne,1
2111717,Melbourne,1
2111718,Melbourne,1
2111719,Melbourne,1
2111720,Melbourne,1
2111721,Melbourne,1
2111722,Melbourne,1
2111723,Melbourne,1
2111724,Melbourne,1
2111725,Melbourne,1
2111726,Melbourne,1
2111727,Melbourne,1
2111728,Melbourne,1
2111729,Melbourne,1
2111731,Melbourne,1
2111733,Melbourne,1
2111734,Melbourne,1
2111735,Melbourne,1
2111736,Melbourne,1
2111801,Albert Park,1
2111802,Albert Park,1
2111804,Melbourne,1
2111805,Melbourne,1
2111806,Melbourne,1
2111807,Melbourne,1
2111808,Albert Park,1
2111809,Melbourne,1
2111810,Melbourne,1
2111811,Melbourne,1
2111812,Melbourne,1
2111813,Melbourne,1
2111814,Albert Park,0.6998
2111814,Melbourne,0.3002
2111815,Melbourne,1
2111816,Melbourne,1
2111901,Melbourne,1
2111902,Melbourne,1
2111903,Melbourne,1
2111904,Melbourne,0.8314
2111904,Richmond,0.1686
2111905,Melbourne,1
2111906,Melbourne,1
2111907,Melbourne,1
2111908,Melbourne,1
2111909,Melbourne,0.8333
2111909,Richmond,0.1667
2111910,Melbourne,0.9479
2111910,Richmond,0.0521
2111911,Melbourne,0.9728
2111911,Prahran,0.0272
2111912,Melbourne,1
2111913,Melbourne,1
2111914,Melbourne,1
2111915,Melbourne,0.8456
2111915,Richmond,0.1544
2112001,Essendon,1
2112101,Melbourne,1
2112102,Melbourne,1
2112103,Melbourne,1
2112104,Melbourne,1
2112105,Melbourne,1
2112106,Melbourne,1
2112108,Melbourne,1
2112109,Melbourne,1
2112110,Melbourne,1
2112111,Essendon,1
2112112,Melbourne,1
2112113,Melbourne,1
2112114,Melbourne,1
2112115,Melbourne,1
2112116,Melbourne,1
2112118,Melbourne,1
2112119,Melbourne,1
2112121,Essendon,0.0765
2112121,Melbourne,0.9235
2112122,Melbourne,1
2112123,Essendon,0.0219
2112123,Melbourne,0.9781
2112124,Melbourne,1
2112125,Melbourne,1
2112126,Melbourne,1
2112127,Melbourne,1
2112128,Melbourne,1
2112129,Essendon,0.0521
2112129,Melbourne,0.9479
2112202,Melbourne,1
2112203,Melbourne,1
2112204,Melbourne,1
2112205,Melbourne,1
2112206,Melbourne,1
2112209,Melbourne,1
2112210,Melbourne,1
2112211,Melbourne,1
2112212,Melbourne,1
2112213,Melbourne,1
2112214,Melbourne,1
2112215,Melbourne,1
2112216,Melbourne,1
2112217,Melbourne,1
2112218,Melbourne,1
2112219,Melbourne,1
2112221,Melbourne,1
2112222,Melbourne,1
2112223,Melbourne,1
2112224,Melbourne,1
2112225,Melbourne,1
2112229,Melbourne,1
2112230,Melbourne,1
2112231,Melbourne,1
2112232,Melbourne,1
2112233,Melbourne,1
2112234,Melbourne,1
2112235,Melbourne,1
2112236,Melbourne,1
2112237,Melbourne,1
2112238,Melbourne,1
2112239,Melbourne,1
2112240,Melbourne,1
2112241,Melbourne,1
2112242,Melbourne,1
2112243,Melbourne,1
2112244,Melbourne,1
2112245,Melbourne,1
2112246,Melbourne,1
2112247,Melbourne,1
2112248,Melbourne,1
2112249,Melbourne,1
2112302,Melbourne,1
2112303,Melbourne,1
2112304,Melbourne,1
2112305,Melbourne,1
2112306,Melbourne,1
2112307,Melbourne,1
2112308,Melbourne,1
2112309,Melbourne,1
2112310,Melbourne,1
2112311,Melbourne,1
2112312,Melbourne,1
2112313,Melbourne,1
2112314,Melbourne,1
2112315,Melbourne,1
2112316,Melbourne,1
2112317,Melbourne,1
2112318,Melbourne,1
2112319,Melbourne,1
2112320,Melbourne,1
2112321,Melbourne,1
2112322,Melbourne,1
2112323,Melbourne,1
2112324,Melbourne,1
2112325,Melbourne,1
2112326,Melbourne,1
2112327,Melbourne,1
2112328,Melbourne,1
2112329,Melbourne,1
2112330,Melbourne,1
2112331,Melbourne,1
2112332,Melbourne,1
2112333,Melbourne,1
2112334,Melbourne,1
2112335,Melbourne,1
2112336,Melbourne,1
2112337,Melbourne,1
2112338,Melbourne,1
2112339,Melbourne,1
2112340,Melbourne,1
2112401,Melbourne,1
2112402,Melbourne,1
2112403,Melbourne,1
2112404,Melbourne,1
2112406,Melbourne,1
2112407,Melbourne,1
2112409,Melbourne,1
2112410,Melbourne,1
2112411,Melbourne,1
2112412,Melbourne,1
2112413,Melbourne,1
2112414,Melbourne,1
2112415,Melbourne,1
2112416,Melbourne,1
2112417,Melbourne,1
2112418,Melbourne,1
2112501,Prahran,1
2112502,Prahran,1
2112503,Prahran,1
2112504,Prahran,1
2112505,Prahran,1
2112506,Prahran,1
2112507,Prahran,1
2112508,Prahran,1
2112509,Prahran,1
2112510,Prahran,1
2112511,Prahran,1
2112512,Prahran,1
2112513,Prahran,1
2112514,Prahran,1
2112602,Prahran,1
2112603,Prahran,1
2112604,Prahran,1
2112605,Prahran,1
2112606,Albert Park,1
2112609,Albert Park,1
2112610,Albert Park,1
2112611,Albert Park,1
2112612,Albert Park,1
2112613,Albert Park,1
2112614,Albert Park,1
2112615,Albert Park,1
2112616,Albert Park,1
2112617,Albert Park,1
2112618,Albert Park,1
2112619,Albert Park,1
2112620,Albert Park,1
2112622,Albert Park,1
2112623,Albert Park,1
2112624,Prahran,1
2112625,Prahran,1
2112626,Albert Park,1
2112627,Albert Park,1
2112628,Albert Park,1
2112629,Prahran,1
2112630,Albert Park,1
2112631,Albert Park,1
2112632,Albert Park,1
2112633,Albert Park,1
2112634,Albert Park,1
2112635,Albert Park,1
2112701,Albert Park,0.0911
2112701,Melbourne,0.9089
2112702,Melbourne,1
2112801,Albert Park,1
2112802,Albert Park,1
2112803,Albert Park,1
2112804,Albert Park,1
2112805,Albert Park,1
2112806,Prahran,1
2112807,Albert Park,1
2112808,Albert Park,1
2112809,Albert Park,1
2112810,Albert Park,1
2112811,Albert Park,1
2112812,Albert Park,1
2112813,Albert Park,1
2112814,Albert Park,1
2112815,Albert Park,1
2112816,Albert Park,1
2112817,Albert Park,1
2112818,Albert Park,1
2112819,Albert Park,1
2112820,Albert Park,1
2112821,Albert Park,1
2112822,Albert Park,1
2112823,Albert Park,1
2112824,Albert Park,1
2112825,Albert Park,1
2112826,Albert Park,1
2112827,Prahran,1
2112828,Prahran,1
2112830,Prahran,1
2112831,Prahran,1
2112832,Albert Park,0.9772
2112832,Prahran,0.0228
2112833,Prahran,1
2112834,Prahran,1
2112835,Prahran,1
2112901,Brighton,1
2112902,Brighton,1
2112903,Brighton,1
2112904,Brighton,1
2112905,Brighton,1
2112906,Brighton,1
2112907,Brighton,1
2112908,Brighton,1
2112909,Brighton,1
2112910,Brighton,1
2112911,Brighton,1
2112912,Brighton,1
2112913,Brighton,1
2112914,Brighton,1
2112915,Brighton,1
2112916,Brighton,1
2112917,Brighton,1
2112918,Brighton,1
2112919,Brighton,1
2112920,Brighton,1
2112921,Brighton,1
2112922,Brighton,1
2112923,Brighton,1
2112924,Brighton,1
2112925,Brighton,1
2112926,Brighton,1
2112927,Brighton,1
2112928,Brighton,1
2112929,Brighton,1
2112930,Brighton,1
2112931,Brighton,1
2112932,Brighton,1
2112933,Brighton,1
2112934,Brighton,1
2112935,Brighton,1
2112936,Brighton,1
2112937,Brighton,1
2112938,Brighton,1
2112939,Brighton,1
2112940,Brighton,1
2113001,Albert Park,1
2113002,Albert Park,1
2113003,Albert Park,1
2113004,Albert Park,1
2113005,Albert Park,1
2113006,Albert Park,1
2113007,Albert Park,1
2113008,Albert Park,1
2113009,Albert Park,1
2113010,Albert Park,1
2113011,Albert Park,1
2113012,Albert Park,1
2113013,Albert Park,1
2113014,Albert Park,1
2113015,Albert Park,1
2113016,Albert Park,1
2113017,Albert Park,1
2113019,Albert Park,1
2113020,Albert Park,1
2113021,Albert Park,1
2113022,Albert Park,1
2113023,Albert Park,1
2113024,Albert Park,1
2113025,Albert Park,1
2113026,Albert Park,1
2113027,Albert Park,1
2113028,Albert Park,1
2113029,Albert Park,1
2113032,Albert Park,1
2113033,Albert Park,1
2113034,Albert Park,1
2113035,Albert Park,1
2113036,Albert Park,1
2113037,Albert Park,1
2113038,Albert Park,1
2113039,Albert Park,1
2113101,Albert Park,1
2113102,Albert Park,1
2113201,Albert Park,1
2113202,Albert Park,1
2113203,Albert Park,1
2113204,Albert Park,1
2113206,Albert Park,1
2113207,Albert Park,1
2113208,Albert Park,1
2113209,Albert Park,1
2113210,Albert Park,1
2113211,Albert Park,1
2113212,Albert Park,1
2113213,Albert Park,1
2113214,Albert Park,1
2113215,Albert Park,1
2113217,Prahran,1
2113218,Prahran,1
2113219,Prahran,1
2113220,Prahran,1
2113221,Prahran,1
2113222,Prahran,1
2113223,Albert Park,0.9509
2113223,Prahran,0.0491
2113224,Albert Park,1
2113225,Albert Park,1
2113226,Albert Park,1
2113227,Albert Park,0.9787
2113227,Prahran,0.0213
2113228,Albert Park,1
2113229,Albert Park,1
2113230,Prahran,1
2113301,Prahran,1
2113302,Albert Park,0.0404
2113302,Prahran,0.9596
2113303,Prahran,1
2113304,Prahran,1
2113305,Albert Park,0.0313
2113305,Prahran,0.9687
2113306,Albert Park,1
2113307,Prahran,1
2113308,Albert Park,1
2113309,Albert Park,1
2113310,Albert Park,1
2113311,Prahran,1
2113312,Albert Park,1
2113313,Albert Park,1
2113314,Albert Park,1
2113315,Albert Park,1
2113316,Albert Park,0.0845
2113316,Prahran,0.9155
2113317,Albert Park,1
2113318,Albert Park,1
2113319,Albert Park,1
2113320,Albert Park,1
2113321,Albert Park,1
2113322,Albert Park,1
2113323,Albert Park,1
2113324,Albert Park,1
2113325,Albert Park,1
2113326,Albert Park,1
2113327,Albert Park,1
2113328,Albert Park,0.0548
2113328,Prahran,0.9452
2113329,Albert Park,1
2113330,Albert Park,1
2113331,Albert Park,1
2113332,Albert Park,1
2113333,Albert Park,1
2113334,Prahran,1
2113335,Albert Park,1
2113336,Albert Park,0.0397
2113336,Prahran,0.9603
2113337,Albert Park,0.0588
2113337,Prahran,0.9412
2113338,Prahran,1
2113339,Albert Park,1
2113340,Prahran,1
2113341,Prahran,1
2113342,Prahran,1
2113343,Prahran,1
2113344,Albert Park,0.0532
2113344,Prahran,0.9468
2113345,Albert Park,1
2113346,Albert Park,1
2113347,Albert Park,1
2113348,Albert Park,1
2113349,Albert Park,1
2113350,Albert Park,1
2113351,Albert Park,1
2113352,Albert Park,1
2113353,Albert Park,1
2113354,Albert Park,1
2113355,Albert Park,1
2113356,Albert Park,1
2113401,Prahran,1
2113402,Prahran,1
2113403,Prahran,1
2113404,Prahran,1
2113405,Caulfield,1
2113406,Caulfield,1
2113407,Caulfield,1
2113408,Caulfield,1
2113409,Caulfield,1
2113410,Caulfield,1
2113411,Caulfield,1
2113412,Prahran,1
2113413,Prahran,1
2113414,Caulfield,1
2113415,Caulfield,1
2113416,Caulfield,1
2113417,Caulfield,1
2113418,Caulfield,1
2113419,Caulfield,1
2113420,Caulfield,1
2113421,Caulfield,1
2113422,Prahran,1
2113423,Prahran,1
2113424,Caulfield,1
2113425,Caulfield,1
2113426,Caulfield,1
2113427,Caulfield,1
2113428,Caulfield,1
2113429,Prahran,1
2113430,Prahran,1
2113431,Prahran,1
2113432,Caulfield,1
2113433,Caulfield,1
2113434,Brighton,0.0879
2113434,Caulfield,0.9121
2113435,Brighton,0.0582
2113435,Caulfield,0.9418
2113436,Brighton,0.0377
2113436,Caulfield,0.9623
2113437,Brighton,0.0429
2113437,Caulfield,0.9571
2113438,Caulfield,1
2113439,Caulfield,1
2113501,Caulfield,0.0876
2113501,Malvern,0.9124
2113502,Malvern,1
2113503,Malvern,1
2113504,Malvern,1
2113505,Malvern,1
2113506,Malvern,1
2113507,Malvern,1
2113508,Malvern,1
2113509,Malvern,1
2113510,Malvern,1
2113511,Malvern,1
2113512,Malvern,1
2113513,Caulfield,0.0261
2113513,Malvern,0.9739
2113514,Caulfield,0.0384
2113514,Malvern,0.9616
2113515,Malvern,1
2113516,Malvern,1
2113517,Malvern,1
2113518,Caulfield,0.2274
2113518,Malvern,0.7726
2113519,Caulfield,0.087
2113519,Malvern,0.913
2113602,Prahran,1
2113603,Prahran,1
2113604,Prahran,1
2113605,Prahran,1
2113606,Prahran,1
2113607,Prahran,1
2113608,Prahran,1
2113609,Prahran,1
2113610,Prahran,1
2113611,Prahran,1
2113612,Prahran,1
2113613,Prahran,1
2113614,Prahran,1
2113615,Prahran,1
2113616,Prahran,1
2113617,Prahran,1
2113618,Prahran,1
2113619,Prahran,1
2113620,Prahran,1
2113621,Prahran,1
2113622,Prahran,1
2113623,Prahran,1
2113624,Prahran,1
2113625,Prahran,1
2113626,Caulfield,0.0547
2113626,Prahran,0.9453
2113627,Caulfield,0.0438
2113627,Prahran,0.9562
2113628,Caulfield,0.0514
2113628,Prahran,0.9486
2113629,Prahran,1
2113630,Prahran,1
2113631,Prahran,1
2113632,Prahran,1
2113633,Prahran,1
2113634,Prahran,1
2113635,Prahran,1
2113636,Prahran,1
2113637,Prahran,1
2113638,Prahran,1
2113639,Prahran,1
2113640,Prahran,1
2113641,Prahran,1
2113642,Prahran,1
2113643,Prahran,1
2113701,Prahran,1
2113702,Prahran,1
2113703,Prahran,1
2113704,Prahran,1
2113705,Prahran,1
2113706,Prahran,1
2113707,Prahran,1
2113708,Prahran,1
2113709,Prahran,1
2113710,Prahran,1
2113711,Prahran,1
2113712,Prahran,0.9674
2113712,Richmond,0.0326
2113713,Prahran,1
2113714,Prahran,1
2113715,Prahran,1
2113716,Prahran,1
2113718,Prahran,1
2113719,Prahran,1
