"SA1_CODE_2016","district","proportion_in_district"
2138337,Nepean,1
2138338,Nepean,1
2138339,Nepean,1
2138340,Nepean,1
2138341,Nepean,1
2138342,Nepean,1
2138343,Nepean,1
2138344,Nepean,1
2138345,Nepean,1
2138346,Nepean,1
2138347,Nepean,1
2138348,Nepean,1
2138401,Nepean,1
2138402,Nepean,1
2138403,Nepean,1
2138404,Nepean,1
2138405,Nepean,1
2138406,Nepean,1
2138407,Nepean,1
2138408,Nepean,1
2138409,Nepean,1
2138410,Nepean,1
2138411,Nepean,1
2138412,Nepean,1
2138413,Nepean,1
2138414,Nepean,1
2138415,Nepean,1
2138416,Nepean,1
2138417,Nepean,1
2138418,Nepean,1
2138419,Nepean,1
2138420,Nepean,1
2138421,Nepean,1
2138422,Nepean,1
2138424,Nepean,1
2138425,Nepean,1
2138426,Nepean,1
2138427,Nepean,1
2138428,Nepean,1
2138429,Nepean,1
2138430,Nepean,1
2138431,Nepean,1
2138432,Nepean,1
2138433,Nepean,1
2138434,Nepean,1
2138435,Nepean,1
2138436,Nepean,1
2138437,Nepean,1
2138438,Nepean,1
2138439,Nepean,1
2138440,Nepean,1
2138441,Nepean,1
2138442,Nepean,1
2138443,Nepean,1
2138444,Nepean,1
2138445,Nepean,1
2138446,Nepean,1
2138447,Nepean,1
2138448,Nepean,1
2138449,Nepean,1
2138450,Nepean,1
2138451,Nepean,1
2138452,Nepean,1
2138453,Nepean,1
2138501,Mornington,1
2138502,Mornington,1
2138503,Frankston,0.0208
2138503,Hastings,0.9792
2138504,Hastings,1
2138505,Hastings,1
2138506,Hastings,1
2138507,Hastings,0.2476
2138507,Mornington,0.7524
2138508,Hastings,0.6622
2138508,Mornington,0.3378
2138509,Hastings,1
2138510,Hastings,1
2138511,Hastings,1
2138512,Hastings,1
2138513,Hastings,1
2138514,Hastings,1
2138515,Hastings,1
2138516,Hastings,1
2138517,Hastings,1
2138518,Hastings,1
2138519,Hastings,1
2138520,Hastings,1
2138521,Hastings,1
2138522,Hastings,1
2138523,Hastings,1
2138524,Hastings,1
2138525,Hastings,1
2138526,Hastings,1
2138527,Hastings,1
2138528,Hastings,1
2138529,Hastings,1
2138530,Hastings,1
2138531,Hastings,1
2138532,Hastings,1
2138533,Hastings,1
2138534,Hastings,1
2138535,Hastings,1
2138536,Hastings,1
2138537,Hastings,1
2138538,Hastings,1
2138539,Hastings,1
2138540,Hastings,1
2138541,Hastings,1
2138542,Hastings,1
2138543,Hastings,1
2138544,Hastings,1
2138545,Hastings,1
2138546,Hastings,1
2138547,Mornington,1
2138601,Ripon,1
2138602,Ripon,1
2138603,Ripon,1
2138604,Ripon,1
2138605,Ripon,1
2138606,Ripon,1
2138607,Ripon,1
2138608,Ripon,1
2138609,Ripon,1
2138610,Ripon,1
2138611,Ripon,1
2138612,Ripon,1
2138613,Ripon,1
2138614,Ripon,1
2138615,Ripon,1
2138616,Ripon,1
2138617,Ripon,1
2138618,Ripon,1
2138619,Ripon,1
2138620,Ripon,1
2138621,Ripon,1
2138622,Ripon,1
2138623,Ripon,1
2138624,Ripon,1
2138701,Lowan,1
2138702,Lowan,1
2138703,Ripon,1
2138704,Ripon,1
2138705,Lowan,1
2138706,Lowan,1
2138707,Lowan,0.8659
2138707,Ripon,0.1341
2138708,Lowan,0.4243
2138708,Ripon,0.5757
2138709,Lowan,1
2138710,Lowan,1
2138801,Lowan,1
2138802,Lowan,1
2138803,Lowan,1
2138804,Lowan,1
2138805,Lowan,1
2138806,Lowan,1
2138807,Lowan,1
2138808,Lowan,1
2138809,Lowan,1
2138810,Lowan,1
2138811,Lowan,1
2138812,Lowan,1
2138813,Lowan,1
2138814,Lowan,1
2138815,Lowan,1
2138816,Lowan,1
2138817,Lowan,1
2138818,Lowan,1
2138819,Lowan,1
2138820,Lowan,1
2138821,Lowan,1
2138822,Lowan,1
2138823,Lowan,1
2138824,Lowan,1
2138825,Lowan,1
2138826,Lowan,1
2138827,Lowan,1
2138828,Lowan,1
2138829,Lowan,1
2138830,Lowan,1
2138831,Lowan,1
2138832,Lowan,1
2138833,Lowan,1
2138834,Lowan,1
2138835,Lowan,1
2138836,Lowan,1
2138837,Lowan,1
2138901,Lowan,1
2138902,Lowan,1
2138903,Lowan,1
2138904,Lowan,1
2138905,Lowan,1
2138906,Lowan,1
2138907,Lowan,1
2138908,Lowan,1
2138909,Lowan,1
2138910,Lowan,1
2138911,Lowan,1
2138912,Lowan,1
2139001,Lowan,1
2139002,Lowan,1
2139003,Lowan,1
2139004,Lowan,1
2139005,Lowan,0.8983
2139005,Mildura,0.1017
2139006,Lowan,1
2139007,Lowan,1
2139008,Lowan,1
2139009,Lowan,1
2139010,Lowan,1
2139011,Lowan,1
2139012,Lowan,1
2139013,Lowan,1
2139014,Lowan,1
2139015,Lowan,1
2139016,Lowan,1
2139017,Lowan,1
2139018,Lowan,1
2139019,Lowan,1
2139020,Lowan,1
2139021,Lowan,1
2139022,Lowan,1
2139023,Lowan,1
2139024,Lowan,1
2139025,Lowan,1
2139026,Lowan,1
2139027,Lowan,1
2139028,Lowan,1
2139029,Lowan,1
2139030,Lowan,1
2139101,Ripon,1
2139102,Ripon,1
2139103,Ripon,1
2139104,Ripon,1
2139105,Ripon,1
2139106,Lowan,0.0727
2139106,Ripon,0.9273
2139107,Ripon,1
2139108,Ripon,1
2139109,Ripon,1
2139110,Ripon,1
2139201,Lowan,1
2139202,Lowan,1
2139203,Lowan,1
2139204,Lowan,1
2139205,Lowan,1
2139206,Lowan,0.7536
2139206,Ripon,0.2464
2139207,Lowan,1
2139208,Lowan,1
2139209,Lowan,1
2139210,Lowan,1
2139211,Lowan,1
2139212,Lowan,0.5627
2139212,Ripon,0.4373
2139213,Lowan,1
2139214,Lowan,1
2139215,Lowan,1
2139216,Lowan,1
2139217,Lowan,1
2139218,Lowan,1
2139219,Lowan,1
2139220,Lowan,1
2139221,Lowan,1
2139222,Lowan,1
2139223,Lowan,1
2139224,Lowan,1
2139225,Lowan,1
2139226,Lowan,1
2139301,Lowan,1
2139302,Lowan,1
2139303,Lowan,1
2139304,Lowan,1
2139305,Lowan,1
2139306,Lowan,1
2139307,Lowan,1
2139308,Lowan,1
2139309,Lowan,1
2139310,Lowan,1
2139401,Lowan,1
2139402,Lowan,1
2139403,Lowan,1
2139404,Mildura,1
2139405,Lowan,1
2139406,Lowan,1
2139407,Lowan,1
2139408,Lowan,1
2139409,Lowan,1
2139410,Lowan,1
2139411,Lowan,1
2139412,Lowan,1
2139413,Lowan,1
2139414,Lowan,1
2139415,Lowan,1
2139416,Mildura,1
2139417,Mildura,1
2139418,Mildura,1
2139419,Mildura,1
2139420,Lowan,1
2139421,Mildura,1
2139501,Mildura,1
2139502,Mildura,1
2139503,Mildura,1
2139504,Mildura,1
2139505,Mildura,1
2139506,Mildura,1
2139507,Mildura,1
2139508,Mildura,1
2139509,Mildura,1
2139511,Mildura,1
2139512,Mildura,1
2139513,Mildura,1
2139514,Mildura,1
2139515,Mildura,1
2139516,Mildura,1
2139517,Mildura,1
2139518,Mildura,1
2139519,Mildura,1
2139520,Mildura,1
2139521,Mildura,1
2139522,Mildura,1
2139601,Mildura,1
2139602,Mildura,1
2139603,Mildura,1
2139604,Mildura,1
2139605,Mildura,1
2139606,Mildura,1
2139607,Mildura,1
2139608,Mildura,1
2139609,Mildura,1
2139610,Mildura,1
2139611,Mildura,1
2139612,Mildura,1
2139613,Mildura,1
2139614,Mildura,1
2139615,Mildura,1
2139801,Mildura,1
2139802,Mildura,1
2139803,Mildura,1
2139804,Mildura,1
2139805,Mildura,1
2139806,Mildura,1
2139807,Mildura,1
2139808,Mildura,1
2139809,Mildura,1
2139810,Mildura,1
2139811,Mildura,1
2139812,Mildura,1
2139813,Mildura,1
2139814,Mildura,1
2139815,Mildura,1
2139901,Mildura,1
2139902,Mildura,1
2139903,Mildura,1
2139904,Mildura,1
2139905,Mildura,1
2139906,Mildura,1
2139907,Mildura,1
2139908,Mildura,1
2139909,Mildura,1
2139910,Mildura,1
2139911,Mildura,1
2139912,Mildura,1
2139913,Mildura,1
2139914,Mildura,1
2139915,Mildura,1
2139916,Mildura,1
2139917,Mildura,1
2140001,Mildura,1
2140002,Mildura,1
2140003,Mildura,0.9726
2140003,Murray Plains,0.0274
2140004,Mildura,1
2140005,Mildura,1
2140006,Mildura,1
2140007,Mildura,1
2140008,Mildura,1
2140009,Mildura,1
2140010,Mildura,1
2140011,Mildura,1
2140012,Mildura,1
2140013,Mildura,1
2140014,Mildura,1
2140015,Mildura,1
2140016,Mildura,1
2140017,Mildura,1
2140018,Mildura,1
2140019,Mildura,0.9784
2140019,Murray Plains,0.0216
2140020,Mildura,1
2140021,Mildura,1
2140101,Murray Plains,1
2140102,Murray Plains,1
2140103,Murray Plains,1
2140104,Murray Plains,1
2140105,Murray Plains,1
2140106,Murray Plains,1
2140107,Murray Plains,1
2140108,Murray Plains,1
2140109,Murray Plains,1
2140110,Murray Plains,1
2140111,Murray Plains,1
2140112,Murray Plains,1
2140113,Murray Plains,1
2140114,Murray Plains,1
2140115,Murray Plains,1
2140116,Murray Plains,1
2140117,Murray Plains,1
2140118,Murray Plains,1
2140119,Murray Plains,1
2140120,Murray Plains,1
2140121,Murray Plains,1
2140122,Murray Plains,1
2140123,Murray Plains,1
2140201,Murray Plains,1
2140202,Murray Plains,1
2140203,Murray Plains,1
2140204,Murray Plains,1
2140205,Murray Plains,1
2140206,Murray Plains,1
2140207,Murray Plains,1
2140208,Murray Plains,1
2140209,Murray Plains,1
2140210,Murray Plains,1
2140211,Murray Plains,1
2140212,Murray Plains,1
2140213,Murray Plains,1
2140301,Mildura,1
2140302,Mildura,1
2140303,Mildura,1
2140304,Mildura,1
2140305,Mildura,1
2140306,Mildura,1
2140307,Mildura,1
2140308,Mildura,1
2140309,Mildura,1
2140310,Mildura,1
2140311,Mildura,1
2140312,Mildura,1
2140401,Murray Plains,1
2140402,Murray Plains,1
2140403,Murray Plains,1
2140404,Murray Plains,1
2140405,Murray Plains,1
2140406,Murray Plains,1
2140407,Murray Plains,1
2140408,Murray Plains,1
2140409,Murray Plains,1
2140411,Murray Plains,1
2140412,Murray Plains,1
2140413,Murray Plains,1
2140414,Murray Plains,1
2140415,Murray Plains,1
2140416,Murray Plains,1
2140417,Murray Plains,1
2140418,Murray Plains,1
2140419,Murray Plains,1
2140420,Murray Plains,1
2140421,Murray Plains,1
2140422,Murray Plains,1
2140423,Murray Plains,1
2140424,Murray Plains,1
2140425,Murray Plains,1
2140426,Murray Plains,1
2140427,Murray Plains,1
2140428,Murray Plains,1
2140501,Mildura,1
2140502,Murray Plains,1
2140503,Murray Plains,1
2140504,Murray Plains,1
2140505,Murray Plains,1
2140506,Murray Plains,1
2140507,Mildura,1
2140508,Mildura,1
2140509,Mildura,1
2140510,Murray Plains,1
2140511,Murray Plains,1
2140512,Murray Plains,1
2140513,Mildura,1
2140514,Murray Plains,1
2140515,Murray Plains,1
2140516,Murray Plains,1
2140517,Murray Plains,1
2140518,Murray Plains,1
2140519,Murray Plains,1
2140520,Murray Plains,1
2140521,Murray Plains,1
2140522,Murray Plains,1
2140523,Murray Plains,1
2140601,Murray Plains,1
2140602,Murray Plains,1
2140603,Murray Plains,1
2140604,Murray Plains,1
2140605,Murray Plains,1
2140606,Murray Plains,1
2140607,Murray Plains,1
2140608,Murray Plains,1
2140609,Murray Plains,1
2140610,Murray Plains,1
2140611,Murray Plains,1
2140612,Murray Plains,1
2140613,Murray Plains,1
2140614,Murray Plains,1
2140615,Murray Plains,1
2140616,Murray Plains,1
2140617,Murray Plains,1
2140618,Murray Plains,1
2140619,Murray Plains,1
2140620,Murray Plains,1
2140621,Murray Plains,1
2140622,Murray Plains,1
2140623,Murray Plains,1
2140624,Murray Plains,1
2140625,Murray Plains,1
2140626,Murray Plains,1
2140627,Murray Plains,1
2140628,Murray Plains,1
2140629,Murray Plains,1
2140630,Murray Plains,1
2140631,Murray Plains,1
2140632,Murray Plains,1
2140633,Murray Plains,1
2140634,Murray Plains,1
2140635,Murray Plains,1
2140636,Murray Plains,1
2140637,Murray Plains,1
2140638,Murray Plains,1
2140639,Murray Plains,1
2140640,Murray Plains,1
2140701,Murray Plains,1
2140702,Murray Plains,1
2140703,Murray Plains,1
2140704,Murray Plains,1
2140705,Murray Plains,1
2140706,Murray Plains,1
2140707,Murray Plains,1
2140708,Murray Plains,1
2140709,Murray Plains,1
2140710,Murray Plains,1
2140711,Murray Plains,1
2140712,Murray Plains,1
2140713,Murray Plains,1
2140714,Murray Plains,1
2140715,Murray Plains,1
2140716,Murray Plains,1
2140717,Murray Plains,1
2140718,Murray Plains,1
2140719,Murray Plains,1
2140720,Murray Plains,1
2140721,Murray Plains,1
2140722,Murray Plains,1
2140723,Murray Plains,1
2140724,Murray Plains,1
2140725,Murray Plains,1
2140726,Euroa,0.4626
2140726,Murray Plains,0.5374
2140727,Murray Plains,1
2140728,Murray Plains,1
2140729,Murray Plains,1
2140730,Murray Plains,1
2140801,Murray Plains,1
2140802,Murray Plains,1
2140803,Murray Plains,1
2140804,Murray Plains,1
2140805,Murray Plains,1
2140806,Murray Plains,1
2140807,Murray Plains,1
2140808,Murray Plains,1
2140809,Murray Plains,1
2140810,Murray Plains,1
2140811,Murray Plains,1
2140812,Murray Plains,1
2140813,Murray Plains,1
2140901,Murray Plains,1
2140902,Murray Plains,1
2140903,Murray Plains,1
2140904,Murray Plains,1
2140905,Murray Plains,1
2140906,Murray Plains,1
2140907,Murray Plains,1
2140908,Murray Plains,1
2140909,Murray Plains,1
2140910,Murray Plains,1
2140911,Murray Plains,1
2141001,Euroa,1
2141002,Euroa,1
2141003,Euroa,1
2141004,Euroa,1
2141005,Euroa,1
2141006,Euroa,1
2141007,Euroa,1
2141008,Euroa,1
2141009,Euroa,1
2141010,Euroa,1
2141011,Euroa,1
2141012,Euroa,1
2141013,Euroa,1
2141014,Euroa,1
2141101,Ovens Valley,1
2141102,Ovens Valley,1
2141103,Ovens Valley,1
2141104,Ovens Valley,1
2141105,Ovens Valley,1
2141106,Ovens Valley,1
2141107,Ovens Valley,1
2141108,Ovens Valley,1
2141109,Ovens Valley,1
2141110,Ovens Valley,1
2141111,Ovens Valley,1
2141112,Ovens Valley,1
2141113,Ovens Valley,1
2141114,Ovens Valley,1
2141115,Ovens Valley,1
2141116,Ovens Valley,1
2141117,Ovens Valley,1
2141201,Ovens Valley,1
2141202,Ovens Valley,1
2141203,Ovens Valley,1
2141204,Ovens Valley,1
2141205,Ovens Valley,1
2141206,Ovens Valley,1
2141207,Ovens Valley,1
2141208,Ovens Valley,1
2141209,Ovens Valley,1
2141301,Shepparton,1
2141302,Ovens Valley,0.5857
2141302,Shepparton,0.4143
2141303,Ovens Valley,0.0382
2141303,Shepparton,0.9618
2141304,Ovens Valley,0.0593
2141304,Shepparton,0.9407
2141305,Shepparton,1
2141306,Shepparton,1
2141307,Ovens Valley,0.648
2141307,Shepparton,0.352
2141308,Shepparton,1
2141309,Shepparton,1
2141310,Shepparton,1
2141311,Shepparton,1
2141312,Shepparton,1
2141313,Shepparton,1
2141314,Shepparton,1
2141315,Shepparton,1
2141316,Ovens Valley,0.4528
2141316,Shepparton,0.5472
2141317,Shepparton,1
2141318,Shepparton,1
2141319,Shepparton,1
2141320,Shepparton,1
2141321,Shepparton,1
2141322,Shepparton,1
2141323,Shepparton,1
2141324,Shepparton,1
2141325,Ovens Valley,1
2141326,Ovens Valley,1
2141327,Shepparton,1
2141328,Ovens Valley,1
2141329,Ovens Valley,0.8791
2141329,Shepparton,0.1209
2141330,Shepparton,1
2141331,Shepparton,1
2141332,Shepparton,1
2141333,Shepparton,1
2141334,Shepparton,1
2141335,Shepparton,1
2141336,Shepparton,1
2141337,Shepparton,1
2141338,Shepparton,1
2141401,Ovens Valley,1
2141402,Ovens Valley,1
2141403,Ovens Valley,1
2141404,Ovens Valley,1
2141405,Ovens Valley,1
2141406,Ovens Valley,1
2141407,Ovens Valley,1
2141408,Ovens Valley,1
2141409,Ovens Valley,1
2141410,Ovens Valley,1
2141411,Ovens Valley,1
2141413,Ovens Valley,1
2141415,Ovens Valley,1
2141416,Ovens Valley,1
2141417,Ovens Valley,1
2141418,Ovens Valley,1
2141419,Ovens Valley,1
2141420,Ovens Valley,1
2141421,Ovens Valley,1
2141501,Shepparton,1
2141502,Shepparton,1
2141503,Shepparton,1
2141504,Shepparton,1
2141505,Shepparton,1
2141506,Shepparton,1
2141507,Shepparton,1
2141508,Shepparton,1
2141509,Shepparton,1
2141510,Shepparton,1
2141511,Shepparton,1
2141512,Shepparton,1
2141513,Shepparton,1
2141514,Shepparton,1
2141515,Shepparton,1
2141516,Shepparton,1
2141518,Shepparton,1
2141520,Shepparton,1
2141521,Shepparton,1
2141522,Shepparton,1
2141523,Shepparton,1
2141524,Shepparton,1
2141525,Shepparton,1
2141601,Shepparton,1
2141603,Shepparton,1
2141604,Shepparton,1
2141605,Shepparton,1
2141606,Shepparton,1
2141607,Shepparton,1
2141608,Shepparton,1
2141609,Shepparton,1
2141610,Shepparton,1
2141611,Shepparton,1
2141612,Shepparton,1
2141613,Shepparton,1
2141614,Shepparton,1
2141615,Shepparton,1
2141616,Shepparton,1
2141617,Shepparton,1
2141618,Shepparton,1
2141619,Shepparton,1
2141620,Shepparton,1
2141621,Shepparton,1
2141622,Shepparton,1
2141623,Shepparton,1
2141624,Shepparton,1
2141625,Shepparton,1
2141626,Shepparton,1
2141627,Shepparton,1
2141628,Shepparton,1
2141629,Shepparton,1
2141630,Shepparton,1
2141631,Shepparton,1
2141632,Shepparton,1
2141633,Shepparton,1
2141634,Shepparton,1
2141635,Shepparton,1
2141636,Shepparton,1
2141637,Shepparton,1
2141638,Shepparton,1
2141639,Shepparton,1
2141640,Shepparton,1
2141641,Shepparton,1
2141642,Shepparton,1
2141643,Shepparton,1
2141644,Shepparton,1
2141645,Shepparton,1
2141646,Shepparton,1
2141701,Shepparton,1
2141702,Shepparton,1
2141703,Shepparton,1
2141704,Shepparton,1
2141705,Shepparton,1
2141706,Shepparton,1
2141707,Shepparton,1
2141708,Shepparton,1
2141709,Shepparton,1
2141710,Shepparton,1
2141711,Shepparton,1
2141713,Shepparton,1
2141714,Shepparton,1
2141715,Shepparton,1
2141716,Shepparton,1
2141718,Shepparton,1
2141719,Shepparton,1
2141720,Shepparton,1
2141721,Shepparton,1
2141722,Shepparton,1
2141723,Shepparton,1
2141724,Shepparton,1
2141725,Shepparton,1
2141726,Shepparton,1
2141727,Shepparton,1
2141728,Shepparton,1
2141729,Shepparton,1
2141730,Shepparton,1
2141731,Shepparton,1
2141732,Shepparton,1
2141733,Shepparton,1
2141734,Shepparton,1
2141736,Shepparton,1
2141737,Shepparton,1
2141738,Shepparton,1
2141739,Shepparton,1
2141740,Shepparton,1
2141741,Shepparton,1
2141742,Shepparton,1
2141743,Shepparton,1
2141744,Shepparton,1
2141745,Shepparton,1
2141746,Shepparton,1
2141747,Shepparton,1
2141748,Shepparton,1
2141749,Shepparton,1
2141750,Shepparton,1
2141751,Shepparton,1
2141752,Shepparton,1
2141753,Shepparton,1
2141754,Shepparton,1
2141755,Shepparton,1
2141756,Shepparton,1
2141757,Shepparton,1
2141801,Shepparton,1
2141802,Shepparton,1
2141803,Shepparton,1
2141804,Shepparton,1
2141805,Shepparton,1
2141806,Shepparton,1
2141807,Shepparton,1
2141808,Shepparton,1
2141809,Shepparton,1
2141810,Euroa,0.0485
2141810,Shepparton,0.9515
2141811,Shepparton,1
2141812,Euroa,1
2141813,Euroa,0.7706
2141813,Shepparton,0.2294
2141901,Euroa,1
2141902,Shepparton,1
2141903,Euroa,1
2141904,Shepparton,1
2141905,Shepparton,1
2141906,Euroa,1
2141907,Euroa,1
2141908,Euroa,1
2141909,Shepparton,1
2141910,Murray Plains,1
2141911,Euroa,1
2141912,Shepparton,1
2141913,Shepparton,1
2141914,Euroa,0.4241
2141914,Shepparton,0.5759
2141915,Euroa,1
2141916,Euroa,1
2141917,Euroa,0.9174
2141917,Murray Plains,0.0826
2141918,Euroa,0.0211
2141918,Murray Plains,0.2685
2141918,Shepparton,0.7104
2141919,Shepparton,1
2141920,Shepparton,1
2141921,Shepparton,1
2141922,Shepparton,1
2141923,Shepparton,1
2141924,Shepparton,1
2141925,Murray Plains,0.2072
2141925,Shepparton,0.7928
2141926,Euroa,0.4986
2141926,Shepparton,0.5014
2141927,Shepparton,1
2141928,Shepparton,1
2141929,Shepparton,1
2142001,Lowan,1
2142002,Lowan,1
2142003,Lowan,1
2142004,Lowan,0.6441
2142004,South-West Coast,0.3559
2142005,South-West Coast,1
2142006,South-West Coast,1
2142007,South-West Coast,1
2142008,South-West Coast,1
2142009,Lowan,1
2142010,Lowan,1
2142011,Lowan,1
2142012,South-West Coast,1
2142013,South-West Coast,1
2142014,Lowan,1
2142015,Lowan,0.0601
2142015,South-West Coast,0.9399
2142016,Lowan,1
2142017,South-West Coast,1
2142018,Lowan,0.9663
2142018,South-West Coast,0.0337
2142019,Lowan,1
2142020,Lowan,1
2142021,Lowan,1
2142022,Lowan,0.1804
2142022,South-West Coast,0.8196
2142023,South-West Coast,1
2142024,South-West Coast,1
2142025,South-West Coast,1
2142026,Lowan,1
2142027,South-West Coast,1
2142028,Lowan,1
2142029,South-West Coast,1
2142030,South-West Coast,1
2142031,South-West Coast,1
2142101,Lowan,1
2142102,Lowan,1
2142103,Lowan,1
2142104,Lowan,1
2142105,Lowan,1
2142106,Lowan,1
2142107,Lowan,1
2142108,Lowan,1
2142109,Lowan,1
2142110,Lowan,1
2142112,Lowan,1
2142113,Lowan,1
2142114,Lowan,1
2142115,Lowan,1
2142116,Lowan,1
2142117,Lowan,1
2142118,Lowan,1
2142119,Lowan,1
2142120,Lowan,1
2142121,Lowan,1
2142122,Lowan,1
2142123,Lowan,1
2142124,Lowan,1
2142125,Lowan,1
2142126,Lowan,1
2142127,Lowan,1
2142128,Lowan,1
2142129,Lowan,1
2142130,Lowan,1
2142201,South-West Coast,1
2142202,South-West Coast,1
2142203,South-West Coast,1
2142204,South-West Coast,1
2142205,South-West Coast,1
2142207,South-West Coast,1
2142208,South-West Coast,1
2142209,South-West Coast,1
2142210,South-West Coast,1
2142211,South-West Coast,1
2142212,South-West Coast,1
2142213,South-West Coast,1
2142214,South-West Coast,1
2142215,South-West Coast,1
2142216,South-West Coast,1
2142217,South-West Coast,1
2142218,South-West Coast,1
2142219,South-West Coast,1
2142221,South-West Coast,1
2142222,South-West Coast,1
2142223,South-West Coast,1
2142224,South-West Coast,1
2142225,South-West Coast,1
2142226,South-West Coast,1
2142227,South-West Coast,1
2142228,South-West Coast,1
2142229,South-West Coast,1
2142230,South-West Coast,1
2142231,South-West Coast,1
2142232,South-West Coast,1
2142233,South-West Coast,1
2142234,South-West Coast,1
2142235,South-West Coast,1
2142301,Lowan,1
2142302,Lowan,1
2142303,Lowan,1
2142304,Lowan,1
2142305,Lowan,1
2142306,Lowan,1
2142307,Lowan,1
2142308,Lowan,1
2142309,Lowan,1
2142310,Lowan,1
2142311,Lowan,1
2142312,Lowan,0.9184
2142312,South-West Coast,0.0816
2142313,Lowan,1
2142314,Lowan,1
2142315,Lowan,1
2142316,Lowan,1
2142317,Lowan,0.9057
2142317,South-West Coast,0.0943
2142318,Lowan,1
2142319,Lowan,0.821
2142319,South-West Coast,0.179
2142320,Lowan,1
2142321,Lowan,1
2142322,Lowan,1
2142401,Warrandyte,1
2142402,Bulleen,1
2142403,Bulleen,1
2142404,Bulleen,1
2142405,Warrandyte,1
2142406,Bulleen,1
2142407,Bulleen,1
2142408,Warrandyte,1
2142409,Bulleen,1
2142410,Warrandyte,1
2142411,Bulleen,0.9248
2142411,Warrandyte,0.0752
2142412,Warrandyte,1
2142413,Bulleen,1
2142414,Bulleen,1
2142415,Bulleen,1
2142416,Warrandyte,1
2142417,Bulleen,0.9375
2142417,Warrandyte,0.0625
2142418,Warrandyte,1
2142419,Warrandyte,1
2142420,Warrandyte,1
2142421,Warrandyte,1
2142422,Bulleen,1
2142423,Bulleen,1
2142424,Warrandyte,1
2142425,Warrandyte,1
2142426,Warrandyte,1
2142427,Warrandyte,1
2142428,Warrandyte,1
2142429,Bulleen,1
2142430,Bulleen,1
2142431,Bulleen,1
2142432,Bulleen,1
2142433,Warrandyte,1
2142434,Warrandyte,1
2142501,Warrandyte,1
2142502,Warrandyte,1
2142503,Warrandyte,1
2142504,Warrandyte,1
2142505,Warrandyte,1
2142506,Warrandyte,1
2142507,Warrandyte,1
2142508,Warrandyte,1
2142509,Warrandyte,1
2142510,Warrandyte,1
2142511,Warrandyte,1
2142512,Warrandyte,1
2142513,Warrandyte,1
2142514,Warrandyte,1
2142515,Warrandyte,1
2142516,Warrandyte,1
2142517,Warrandyte,1
2142518,Warrandyte,1
2142519,Warrandyte,1
2142520,Warrandyte,1
2142521,Warrandyte,1
2142522,Warrandyte,1
2142523,Warrandyte,1
2142524,Warrandyte,1
2142525,Warrandyte,1
2142526,Warrandyte,1
2142527,Warrandyte,1
2142528,Warrandyte,1
2142529,Warrandyte,1
2142530,Warrandyte,1
2142531,Warrandyte,1
2142532,Warrandyte,1
2142533,Warrandyte,1
2142534,Warrandyte,1
2142535,Warrandyte,1
2142601,Bentleigh,1
2142602,Bentleigh,1
2142603,Bentleigh,1
2142604,Bentleigh,1
2142605,Bentleigh,1
2142606,Bentleigh,1
2142607,Bentleigh,1
2142608,Bentleigh,1
2142609,Bentleigh,1
2142610,Bentleigh,1
2142611,Bentleigh,1
2142612,Bentleigh,1
2142613,Bentleigh,1
2142614,Bentleigh,1
2142615,Bentleigh,1
2142616,Bentleigh,1
2142617,Bentleigh,1
2142618,Bentleigh,1
2142619,Bentleigh,1
2142620,Bentleigh,1
2142621,Bentleigh,1
2142622,Bentleigh,1
2142623,Bentleigh,1
2142624,Bentleigh,1
2142625,Bentleigh,1
2142626,Bentleigh,1
2142627,Bentleigh,1
2142628,Bentleigh,1
2142629,Bentleigh,1
2142630,Bentleigh,1
2142631,Bentleigh,1
2142632,Bentleigh,1
2142633,Bentleigh,1
2142634,Bentleigh,1
2142701,Bentleigh,1
2142702,Bentleigh,1
2142703,Bentleigh,1
2142704,Bentleigh,1
2142705,Bentleigh,1
2142706,Bentleigh,1
2142707,Bentleigh,1
2142708,Bentleigh,1
2142709,Bentleigh,1
2142710,Bentleigh,1
2142711,Bentleigh,1
2142712,Bentleigh,1
2142713,Bentleigh,1
2142714,Bentleigh,1
2142715,Bentleigh,1
2142716,Bentleigh,1
2142717,Bentleigh,1
2142718,Bentleigh,1
2142719,Bentleigh,1
2142720,Bentleigh,1
2142721,Bentleigh,1
2142722,Bentleigh,1
2142723,Bentleigh,1
2142724,Bentleigh,1
2142725,Bentleigh,1
2142726,Bentleigh,1
2142727,Bentleigh,1
2142728,Bentleigh,1
2142801,Northcote,0.4076
2142801,Preston,0.5924
2142802,Preston,1
2142803,Preston,1
2142804,Preston,1
2142805,Preston,1
2142806,Preston,1
2142807,Preston,1
2142808,Northcote,1
2142809,Preston,1
2142810,Northcote,1
2142811,Preston,1
2142812,Preston,1
2142813,Northcote,1
2142814,Preston,1
2142815,Northcote,1
2142816,Preston,1
2142817,Northcote,1
2142818,Northcote,0.6705
2142818,Preston,0.3295
2142819,Preston,1
2142820,Preston,1
2142821,Preston,1
2142822,Preston,1
2142823,Preston,1
2142824,Northcote,1
2142825,Preston,1
2142826,Northcote,0.9688
2142826,Preston,0.0312
2142827,Preston,1
2142828,Preston,1
2142829,Preston,1
2142830,Preston,1
2142831,Northcote,1
2142832,Northcote,1
2142833,Northcote,1
2142834,Northcote,1
2142835,Preston,1
2142836,Preston,1
2142837,Preston,1
2142838,Preston,1
2142839,Preston,1
