SA1_CODE21,Electorate,proportion
10804116223,Lyne,1
10804116224,Lyne,1
10804116225,Lyne,1
10804116226,Lyne,1
10804116227,Lyne,1
10804116228,Lyne,1
10804116229,Lyne,1
10804116230,Lyne,1
10804116231,Lyne,1
10804116232,Lyne,1
10804116234,Lyne,1
10804116235,Lyne,1
10804116236,Lyne,1
10804116237,Lyne,1
10804116238,Lyne,1
10804116239,Lyne,1
10804116240,Lyne,1
10804116241,Lyne,1
10804116242,Lyne,1
10804116243,Lyne,1
10804116245,Lyne,1
10804116246,Lyne,1
10804116247,Lyne,1
10804116248,Lyne,1
10804116249,Lyne,1
10804116250,Lyne,1
10804116251,Lyne,1
10804116252,Lyne,1
10804116253,Lyne,1
10804116254,Lyne,1
10804116255,Lyne,1
10804116256,Lyne,1
10804116257,Lyne,1
10804116258,Lyne,1
10804116259,Lyne,1
10804116402,Cowper,1
10804116403,Cowper,1
10804116404,Cowper,1
10804116407,Cowper,1
10804116408,Cowper,1
10804116409,Cowper,1
10804116410,Cowper,1
10804116411,Cowper,1
10804116412,Cowper,1
10804116413,Cowper,1
10804116414,Cowper,1
10804116415,Cowper,1
10804116416,Cowper,1
10804116417,Cowper,1
10804116418,Cowper,1
10804116419,Cowper,1
10804116420,Cowper,1
10804116422,Cowper,1
10804116423,Cowper,1
10804116424,Cowper,1
10804116425,Cowper,1
10804116426,Cowper,1
10804116427,Cowper,1
10804116428,Cowper,1
10804116429,Cowper,1
10804116430,Cowper,1
10804116431,Cowper,1
10804116432,Cowper,1
10804116435,Cowper,1
10804116437,Cowper,1
10804116438,Cowper,1
10804116439,Cowper,1
10804116440,Cowper,1
10804116441,Cowper,1
10804116442,Cowper,1
10804116443,Cowper,1
10804116444,Cowper,1
10804116445,Cowper,1
10804116446,Cowper,1
10804116447,Cowper,1
10804116448,Cowper,1
10804116449,Cowper,1
10804116450,Cowper,1
10804116451,Cowper,1
10804116452,Cowper,1
10804116453,Cowper,1
10804116454,Cowper,1
10804116455,Cowper,1
10804116456,Cowper,1
10804116457,Cowper,1
10804116458,Cowper,1
10804116501,Cowper,1
10804116502,Cowper,1
10804116503,Cowper,1
10804116504,Cowper,1
10804116505,Cowper,1
10804116506,Cowper,1
10804116507,Lyne,1
10804116508,Lyne,1
10804116509,Lyne,1
10804116510,Lyne,1
10804116511,Lyne,1
10804116512,Lyne,1
10804116513,Lyne,1
10804116514,Lyne,1
10804116515,Lyne,1
10804116516,Lyne,1
10804116601,Lyne,1
10804116602,Lyne,1
10804116603,Lyne,1
10804116604,Lyne,1
10804116605,Lyne,1
10804116607,Lyne,1
10804116608,Lyne,1
10804116609,Lyne,1
10804116610,Lyne,1
10804116611,Lyne,1
10804116613,Lyne,1
10804116614,Lyne,1
10804116615,Lyne,1
10804116616,Lyne,1
10804116618,Lyne,1
10804116619,Lyne,1
10804116620,Lyne,1
10804116621,Lyne,1
10804116622,Lyne,1
10804116623,Lyne,1
10804116624,Lyne,1
10804116625,Lyne,1
10804116626,Lyne,1
10804116627,Cowper,0.051801404
10804116627,Lyne,0.948198596
10804116628,Lyne,1
10804116629,Lyne,1
10804116630,Lyne,1
10804116631,Lyne,1
10804116632,Lyne,1
10804116633,Lyne,1
10804161901,Cowper,1
10804161902,Cowper,1
10804161903,Cowper,1
10804161904,Cowper,1
10804161905,Cowper,1
10804161906,Cowper,1
10804161907,Cowper,1
10804161908,Cowper,1
10804161909,Cowper,1
10804161910,Cowper,1
10804161911,Cowper,1
10804161912,Cowper,1
10804161913,Cowper,1
10804161914,Cowper,1
10804161915,Cowper,1
10804161916,Cowper,1
10804161917,Cowper,1
10804161918,Cowper,1
10804161919,Cowper,1
10804161920,Cowper,1
10804161921,Cowper,1
10804161922,Cowper,1
10804161923,Cowper,1
10804161924,Cowper,1
10804161925,Cowper,1
10804161926,Cowper,1
10804161927,Cowper,1
10804161928,Cowper,1
10804162001,Cowper,1
10804162002,Cowper,1
10804162003,Cowper,1
10804162004,Cowper,1
10804162005,Cowper,1
10804162006,Cowper,1
10804162007,Cowper,1
10804162008,Cowper,1
10804162009,Cowper,1
10804162010,Cowper,1
10804162011,Cowper,1
10804162012,Cowper,1
10804162013,Cowper,1
10804162014,Cowper,1
10804162015,Cowper,1
10804162016,Cowper,1
10804162017,Cowper,1
10804162018,Cowper,1
10804162019,Cowper,1
10804162020,Cowper,1
10804162021,Cowper,1
10804162022,Cowper,1
10804162023,Cowper,1
10804162024,Cowper,1
10804162025,Cowper,1
10804162026,Cowper,0.329687014
10804162026,Lyne,0.670312986
10804162027,Cowper,1
10804162028,Cowper,1
10804162029,Cowper,1
10804162030,Cowper,1
10804162031,Cowper,1
10804162032,Cowper,1
10804162033,Cowper,1
10804162034,Cowper,1
10804162035,Cowper,1
10804162036,Cowper,1
10804162037,Cowper,1
10804162038,Cowper,1
10804162039,Cowper,1
10804162040,Cowper,1
10804162041,Cowper,1
10804162042,Cowper,1
10804162043,Cowper,1
10805116701,Lyne,1
10805116702,Lyne,1
10805116703,Lyne,1
10805116704,Lyne,1
10805116705,Lyne,1
10805116706,Lyne,1
10805116707,Lyne,1
10805116708,Lyne,1
10805116709,Lyne,1
10805116710,Lyne,1
10805116711,Lyne,1
10805116712,Lyne,1
10805116713,Lyne,1
10805116714,Lyne,1
10805116715,Lyne,1
10805116801,Lyne,1
10805116802,Lyne,1
10805116803,Lyne,1
10805116804,Lyne,1
10805116807,Lyne,1
10805116808,Lyne,1
10805116809,Lyne,1
10805116810,Lyne,1
10805116811,Lyne,1
10805116812,Lyne,1
10805116813,Lyne,1
10805116814,Lyne,1
10805116815,Lyne,1
10805116816,Lyne,1
10805116817,Lyne,1
10805116818,Lyne,1
10805116819,Lyne,1
10805116820,Lyne,1
10805116821,Lyne,1
10805116822,Lyne,1
10805116823,Lyne,1
10805116824,Lyne,1
10805116825,Lyne,1
10805116827,Lyne,1
10805116828,Lyne,1
10805116829,Lyne,1
10805116830,Lyne,1
10805116831,Lyne,1
10805116832,Lyne,1
10805116833,Lyne,1
10805116834,Lyne,1
10805116901,Lyne,1
10805116902,Lyne,1
10805116903,Lyne,1
10805116904,Lyne,1
10805116905,Lyne,1
10805116906,Lyne,1
10805116908,Lyne,1
10805116909,Lyne,1
10805116910,Lyne,1
10805116911,Lyne,1
10805116912,Lyne,1
10805116913,Lyne,1
10805116914,Lyne,1
10805116915,Lyne,1
10805116916,Lyne,1
10805116917,Lyne,1
10805116918,Lyne,1
10805116919,Lyne,1
10805116920,Lyne,1
10805116921,Lyne,1
10805116923,Lyne,1
10805116924,Lyne,1
10805116925,Lyne,1
10805116926,Lyne,1
10805116927,Lyne,1
10805116928,Lyne,1
10805116929,Lyne,1
10805116930,Lyne,1
10805116931,Lyne,1
10805116932,Lyne,1
10805116933,Lyne,1
10805116934,Lyne,1
10805116935,Lyne,1
10805116936,Lyne,1
10805116937,Lyne,1
10805116938,Lyne,1
10805116939,Lyne,1
10805116940,Lyne,1
10805116941,Lyne,1
10805116942,Lyne,1
10805116943,Lyne,1
10805116944,Lyne,1
10805116945,Lyne,1
10805116946,Lyne,1
10805116947,Lyne,1
10805116948,Lyne,1
10805116949,Lyne,1
10805116950,Lyne,1
10805116951,Lyne,1
10805116952,Lyne,1
10805116953,Lyne,1
10805116955,Lyne,1
10805116956,Lyne,1
10805116957,Lyne,1
10805116958,Lyne,1
10805116959,Lyne,1
10805116961,Lyne,1
10805116962,Lyne,1
10805116963,Lyne,1
10805116964,Lyne,1
10805116965,Lyne,1
10805116966,Lyne,1
10805116967,Lyne,1
10805116968,Lyne,1
10805117002,Lyne,1
10805117003,Lyne,1
10805117004,Lyne,1
10805117005,Lyne,1
10805117006,Lyne,1
10805117007,Lyne,1
10805117008,Lyne,1
10805117009,Lyne,1
10805117010,Lyne,1
10805117011,Lyne,1
10805117012,Lyne,1
10805117013,Lyne,1
10805117014,Lyne,1
10805117015,Lyne,1
10805117016,Lyne,1
10805117017,Lyne,1
10805117018,Lyne,1
10805117019,Lyne,1
10805117020,Lyne,1
10805117021,Lyne,1
10805117022,Lyne,1
10805117023,Lyne,1
10805117024,Lyne,1
10805117025,Lyne,1
10805117026,Lyne,1
10805117027,Lyne,1
10805117028,Lyne,1
10805117029,Lyne,1
10805117030,Lyne,1
10805117031,Lyne,1
10805117032,Lyne,1
10805117033,Lyne,1
10805117034,Lyne,1
10805117035,Lyne,1
10805117036,Lyne,1
10805117037,Lyne,1
10805117038,Lyne,1
10805117039,Lyne,1
10805117040,Lyne,1
10805117041,Lyne,1
10805117042,Lyne,1
10805117101,Lyne,1
10805117102,Lyne,1
10805117103,Lyne,1
10805117104,Lyne,1
10805117105,Lyne,1
10805117106,Lyne,1
10805117107,Lyne,1
10805117108,Lyne,1
10805117109,Lyne,1
10805117110,Lyne,1
10805117111,Lyne,1
10805117112,Lyne,1
10805117113,Lyne,1
10805117114,Lyne,1
10805117115,Lyne,1
10901117201,Farrer,1
10901117202,Farrer,1
10901117203,Farrer,1
10901117204,Farrer,1
10901117205,Farrer,1
10901117207,Farrer,1
10901117208,Farrer,1
10901117209,Farrer,1
10901117210,Farrer,1
10901117211,Farrer,1
10901117213,Farrer,1
10901117214,Farrer,1
10901117215,Farrer,1
10901117216,Farrer,1
10901117217,Farrer,1
10901117218,Farrer,1
10901117219,Farrer,1
10901117220,Farrer,1
10901117222,Farrer,1
10901117224,Farrer,1
10901117225,Farrer,1
10901117226,Farrer,1
10901117229,Farrer,1
10901117230,Farrer,1
10901117231,Farrer,1
10901117234,Farrer,1
10901117235,Farrer,1
10901117236,Farrer,1
10901117237,Farrer,1
10901117238,Farrer,1
10901117239,Farrer,1
10901117240,Farrer,1
10901117241,Farrer,1
10901117242,Farrer,1
10901117243,Farrer,1
10901117244,Farrer,1
10901117245,Farrer,1
10901117246,Farrer,1
10901117247,Farrer,1
10901117248,Farrer,1
10901117249,Farrer,1
10901117250,Farrer,1
10901117251,Farrer,1
10901117301,Farrer,1
10901117302,Farrer,1
10901117303,Farrer,1
10901117304,Farrer,1
10901117305,Farrer,1
10901117306,Farrer,1
10901117307,Farrer,1
10901117308,Farrer,1
10901117309,Farrer,1
10901117310,Farrer,1
10901117311,Farrer,1
10901117312,Farrer,1
10901117313,Farrer,1
10901117314,Farrer,1
10901117315,Farrer,1
10901117316,Farrer,1
10901117317,Farrer,1
10901117318,Farrer,1
10901117319,Farrer,1
10901117320,Farrer,1
10901117321,Farrer,1
10901117322,Farrer,1
10901117323,Farrer,1
10901117324,Farrer,1
10901117325,Farrer,1
10901117326,Farrer,1
10901117401,Farrer,1
10901117402,Farrer,1
10901117403,Farrer,1
10901117404,Farrer,1
10901117405,Farrer,1
10901117406,Farrer,1
10901117407,Farrer,1
10901117408,Farrer,1
10901117409,Farrer,1
10901117410,Farrer,1
10901117411,Farrer,1
10901117412,Farrer,1
10901117413,Farrer,1
10901117414,Farrer,1
10901117415,Farrer,1
10901117416,Farrer,1
10901117417,Farrer,1
10901117418,Farrer,1
10901117419,Farrer,1
10901117420,Farrer,1
10901117421,Farrer,1
10901117422,Farrer,1
10901117423,Farrer,1
10901117424,Farrer,1
10901117425,Farrer,1
10901117426,Farrer,1
10901117427,Farrer,1
10901117428,Farrer,1
10901117429,Farrer,1
10901117501,Farrer,1
10901117502,Farrer,1
10901117503,Farrer,1
10901117504,Farrer,1
10901117505,Farrer,1
10901117506,Farrer,1
10901117507,Farrer,1
10901117508,Farrer,1
10901117509,Farrer,1
10901117511,Farrer,1
10901117512,Farrer,1
10901117513,Farrer,1
10901117514,Farrer,1
10901117515,Farrer,1
10901117516,Farrer,1
10901117517,Farrer,1
10901117518,Farrer,1
10901117519,Farrer,1
10901117520,Riverina,0.023120671
10901117520,Farrer,0.976879329
10901117521,Farrer,1
10901117522,Farrer,1
10901117523,Farrer,1
10901117524,Farrer,1
10901117525,Farrer,1
10901117526,Farrer,1
10901117527,Farrer,1
10901117528,Farrer,1
10901117529,Farrer,1
10901117530,Farrer,1
10901117531,Farrer,1
10901117532,Farrer,1
10901117533,Farrer,1
10901117534,Farrer,1
10901117535,Farrer,1
10901117601,Farrer,1
10901117602,Farrer,1
10901117603,Farrer,1
10901117604,Farrer,1
10901117605,Farrer,1
10901117606,Farrer,1
10901117607,Farrer,1
10901117608,Farrer,1
10901117609,Farrer,1
10901117610,Farrer,1
10901117611,Farrer,1
10901117612,Farrer,1
10901117613,Farrer,1
10901117614,Farrer,1
10901117615,Farrer,1
10901117616,Farrer,1
10901117617,Farrer,1
10901117618,Farrer,1
10901117619,Farrer,1
10901117620,Farrer,1
10901117621,Farrer,1
10901117622,Farrer,1
10901117623,Farrer,1
10901117624,Farrer,1
10901117625,Farrer,1
10901117626,Farrer,1
10901117627,Farrer,1
10901117628,Farrer,1
10901117629,Farrer,1
10901117630,Farrer,1
10901117631,Farrer,1
10901117632,Farrer,1
10901117633,Farrer,1
10901117634,Farrer,1
10901117635,Farrer,1
10901117636,Farrer,1
10902117701,Farrer,1
10902117702,Farrer,1
10902117703,Farrer,1
10902117704,Farrer,1
10902117705,Farrer,1
10902117706,Farrer,1
10902117707,Farrer,1
10902117708,Farrer,1
10902117709,Farrer,1
10902117710,Farrer,1
10902117711,Farrer,1
10902117712,Farrer,1
10902117803,Farrer,1
10902117804,Farrer,1
10902117806,Farrer,1
10902117807,Farrer,1
10902117808,Farrer,1
10902117809,Farrer,1
10902117810,Farrer,1
10902117811,Farrer,1
10902117812,Farrer,1
10902117813,Farrer,1
10902117814,Farrer,1
10902117815,Farrer,1
10902117816,Farrer,1
10902117817,Farrer,1
10902117818,Farrer,1
10902117819,Farrer,1
10902117820,Farrer,1
10902117821,Farrer,1
10902117822,Farrer,1
10902117823,Farrer,1
10902117824,Farrer,1
10902117825,Farrer,1
10902117826,Farrer,1
10902117901,Farrer,1
10902117902,Farrer,1
10902117903,Farrer,1
10902117904,Farrer,1
10902117905,Farrer,1
10902117906,Farrer,1
10902117907,Farrer,1
10902117908,Farrer,1
10902117909,Farrer,1
10902117910,Farrer,1
10902117911,Farrer,1
10903118001,Farrer,1
10903118002,Farrer,1
10903118003,Farrer,1
10903118004,Farrer,1
10903118005,Farrer,1
10903118006,Farrer,1
10903118007,Farrer,1
10903118008,Farrer,1
10903118009,Farrer,1
10903118010,Farrer,1
10903118011,Farrer,1
10903118012,Farrer,1
10903118013,Farrer,1
10903118014,Farrer,1
10903118015,Farrer,1
10903118016,Farrer,1
10903118017,Farrer,1
10903118018,Farrer,1
10903118019,Farrer,1
10903118020,Farrer,1
10903118021,Farrer,1
10903118101,Farrer,1
10903118102,Farrer,1
10903118103,Farrer,1
10903118104,Farrer,1
10903118105,Farrer,1
10903118106,Farrer,1
10903118107,Farrer,1
10903118108,Farrer,1
10903118109,Farrer,1
10903118110,Farrer,1
10903118111,Farrer,1
10903118112,Farrer,1
10903118113,Farrer,1
10903118114,Farrer,1
10903118115,Farrer,1
10903118116,Farrer,1
10903118117,Farrer,1
10903118118,Farrer,1
10903118119,Farrer,1
10903118120,Farrer,1
10903118201,Farrer,1
10903118202,Farrer,1
10903118203,Farrer,1
10903118204,Farrer,1
10903118205,Farrer,1
10903118206,Farrer,1
10903118207,Farrer,1
10903118208,Farrer,1
10903118209,Farrer,1
10903118210,Farrer,1
10903118211,Farrer,1
10903118212,Farrer,1
10903118213,Farrer,1
10903118214,Farrer,1
10903118215,Farrer,1
10903118216,Farrer,1
10903118217,Farrer,1
10903118218,Farrer,1
10903118219,Farrer,1
10903118220,Farrer,1
10903118221,Farrer,1
10903118222,Farrer,1
10903118223,Farrer,1
10903118224,Farrer,1
10903118301,Farrer,1
10903118302,Farrer,1
10903118303,Farrer,1
10903118306,Farrer,1
10903118307,Farrer,1
10903118308,Farrer,1
10903118309,Farrer,1
10903118310,Farrer,1
10903118311,Farrer,1
10903118312,Farrer,1
10903118313,Farrer,1
10903118314,Farrer,1
10903118316,Farrer,1
10903118318,Farrer,1
10903118319,Farrer,1
10903118320,Farrer,1
10903118321,Farrer,1
10903118323,Farrer,1
10903118324,Farrer,1
10903118325,Farrer,1
10903118326,Farrer,1
10903118327,Farrer,1
10903118328,Farrer,1
10903118401,Farrer,1
10903118402,Farrer,1
10903118403,Farrer,1
10903118404,Farrer,1
10903118405,Farrer,1
10903118406,Farrer,1
10903118407,Farrer,1
10903118408,Farrer,1
10903118409,Farrer,1
10903118410,Farrer,1
10903118411,Farrer,1
10903118413,Farrer,1
10903118414,Farrer,1
10903118415,Farrer,1
10903118416,Farrer,1
10903118418,Farrer,1
10903118419,Farrer,1
10903118501,Farrer,1
10903118502,Farrer,1
10903118503,Farrer,1
10903118504,Farrer,1
10903118505,Farrer,1
10903118506,Farrer,1
10903118507,Farrer,1
10903118508,Farrer,1
10903118509,Farrer,1
10903118510,Farrer,1
10903118511,Farrer,1
10903118512,Farrer,1
10903118514,Farrer,1
10903118515,Farrer,1
10903118516,Farrer,1
10903118517,Farrer,1
10903118518,Farrer,1
10903118519,Farrer,1
10903118520,Farrer,1
10903118521,Farrer,1
10903118522,Farrer,1
10903118523,Farrer,1
10903118524,Farrer,1
10903118525,Farrer,1
10903118526,Farrer,1
10903118527,Farrer,1
10903118528,Farrer,1
10903118529,Farrer,1
10903118531,Farrer,1
10903118532,Farrer,1
11001118601,New England,1
11001118602,New England,1
11001118603,New England,1
11001118605,New England,1
11001118606,New England,1
11001118607,New England,1
11001118608,New England,1
11001118609,New England,1
11001118611,New England,1
11001118612,New England,1
11001118613,New England,1
11001118614,New England,1
11001118615,New England,1
11001118616,New England,1
11001118617,New England,1
11001118618,New England,1
11001118619,New England,1
11001118620,New England,1
11001118621,New England,1
11001118622,New England,1
11001118623,New England,1
11001118624,New England,1
11001118625,New England,1
11001118626,New England,1
11001118627,New England,1
11001118628,New England,1
11001118629,New England,1
11001118630,New England,1
11001118631,New England,1
11001118632,New England,1
11001118633,New England,1
11001118634,New England,1
11001118635,New England,1
11001118636,New England,1
11001118637,New England,1
11001118638,New England,1
11001118639,New England,1
11001118640,New England,1
11001118641,New England,1
11001118642,New England,1
11001118643,New England,1
11001118644,New England,1
11001118645,New England,1
11001118647,New England,1
11001118648,New England,1
11001118649,New England,1
11001118650,New England,1
11001118651,New England,1
11001118652,New England,1
11001118653,New England,1
11001118654,New England,1
11001118655,New England,1
11001118656,New England,1
11001118657,New England,1
11001118658,New England,1
11001118659,New England,1
11001118660,New England,1
11001118661,New England,1
11001118701,New England,1
11001118702,New England,1
11001118703,New England,1
11001118704,New England,1
11001118705,New England,1
11001118706,New England,1
11001118707,New England,1
11001118708,New England,1
11001118709,New England,1
11001118710,New England,1
11001118711,New England,1
11001118712,New England,1
11001118801,New England,1
11001118802,New England,1
11001118803,New England,1
11001118804,New England,1
11001118805,New England,1
11001118806,New England,1
11001118807,New England,1
11001118808,New England,1
11001118809,New England,1
11001118810,New England,1
11001118811,New England,1
11001118812,New England,1
11001118813,New England,1
11001118814,New England,1
11001118815,New England,1
11001118816,New England,1
11001118817,New England,1
11001118818,New England,1
11001118819,New England,1
11001118901,New England,1
11001118902,New England,1
11001118903,New England,1
11001118904,New England,1
11001118905,New England,1
11001118906,New England,1
11001118907,New England,1
11001118908,New England,1
11001118909,New England,1
11001118910,New England,1
11001118911,New England,1
11001118912,New England,1
11002119001,New England,1
11002119002,New England,1
11002119003,New England,1
11002119004,New England,1
11002119005,New England,1
11002119006,New England,1
11002119007,New England,1
11002119008,New England,1
11002119009,New England,1
11002119010,New England,1
11002119011,New England,1
11002119012,New England,1
11002119013,New England,1
11002119014,New England,1
11002119015,New England,1
11002119016,New England,1
11002119017,New England,1
11002119018,New England,1
11002119019,New England,1
11002119020,New England,1
11002119021,New England,1
11002119022,New England,1
11002119023,New England,1
11002119024,New England,1
11002119025,New England,1
11002119101,New England,1
11002119102,New England,1
11002119103,New England,1
11002119104,New England,1
11002119105,New England,1
11002119106,New England,1
11002119107,New England,1
11002119108,New England,1
11002119109,New England,1
11002119110,New England,1
11002119111,New England,1
11002119112,New England,1
11002119113,New England,1
11002119114,New England,1
11002119115,New England,1
11002119116,New England,1
11002119117,New England,1
11002119118,New England,1
11002119119,New England,1
11002119120,New England,1
11002119121,New England,1
11002119122,New England,1
11002119123,New England,1
11002119124,New England,1
11002119125,New England,1
11002119126,New England,1
11002119127,New England,1
11002119128,New England,1
11002119201,New England,1
11002119202,New England,1
11002119203,New England,1
11002119204,New England,1
11002119205,New England,1
11002119206,New England,1
11002119207,New England,1
11002119208,New England,1
11002119209,New England,1
11002119210,New England,1
11002119211,New England,1
11002119212,New England,1
11002119213,New England,1
11002119214,New England,1
11002119215,New England,1
11002119301,New England,1
11002119302,New England,1
11002119303,New England,1
11002119304,New England,1
11002119305,New England,1
11002119306,New England,1
11002119307,New England,1
11002119308,New England,1
11002119309,New England,1
11002119310,New England,1
11002119311,New England,1
11002119312,New England,1
11002119313,New England,1
11002119314,New England,1
11002119315,New England,1
11002119316,New England,1
11002119317,New England,1
11002119318,New England,1
11002119319,New England,1
11002119320,New England,1
11002119401,New England,1
11002119402,New England,1
11002119403,New England,1
11002119404,New England,1
11002119405,New England,1
11002119406,New England,1
11002119407,New England,1
11002119408,New England,1
11002119409,New England,1
11002119410,New England,1
11002119411,New England,1
11002119412,New England,1
11002119414,New England,1
11002119415,New England,1
11002119416,New England,1
11002119417,New England,1
11002119418,New England,1
11002119419,New England,1
11002119420,New England,1
11002119421,New England,1
11002119422,New England,1
11002119423,New England,1
11002119424,New England,1
11002119425,New England,1
11002119426,New England,1
11003119501,Parkes,1
11003119502,Parkes,1
11003119503,Parkes,1
11003119504,Parkes,1
11003119505,Parkes,1
11003119506,Parkes,1
11003119507,Parkes,1
11003119508,Parkes,1
11003119509,Parkes,1
11003119510,Parkes,1
11003119511,Parkes,1
11003119512,Parkes,1
11003119513,Parkes,1
11003119514,Parkes,1
11003119515,Parkes,1
11003119516,Parkes,1
11003119517,Parkes,1
11003119518,Parkes,1
11003119519,Parkes,1
11003119520,Parkes,1
11003119521,Parkes,1
11003119522,Parkes,1
11003119523,Parkes,1
11003119524,Parkes,1
11003119525,Parkes,1
11003119601,Parkes,1
11003119602,Parkes,1
11003119603,Parkes,1
11003119604,Parkes,1
11003119605,Parkes,1
11003119606,Parkes,1
11003119607,Parkes,1
11003119608,Parkes,1
11003119609,Parkes,1
11003119610,Parkes,1
11003119611,Parkes,1
11003119612,New England,1
11003119613,New England,0.425537713
11003119613,Parkes,0.574462287
11003119614,Parkes,1
11003119615,Parkes,1
11003119616,Parkes,1
11003119617,Parkes,1
11003119618,Parkes,1
11003119701,Parkes,1
11003119702,Parkes,1
11003119703,Parkes,1
11003119704,Parkes,1
11003119705,Parkes,1
11003119706,Parkes,1
11003119707,Parkes,1
11003119708,Parkes,1
11003119709,Parkes,1
11003119710,Parkes,1
11003119711,Parkes,1
11003119713,Parkes,1
11003119714,Parkes,1
11003119715,Parkes,1
11003119716,Parkes,1
11003119717,Parkes,1
11003119718,Parkes,1
11003119719,Parkes,1
11003119720,Parkes,1
11003119721,Parkes,1
11003119723,Parkes,1
11003119724,Parkes,1
11003119725,Parkes,1
11003119726,Parkes,1
11003119801,Parkes,1
11003119802,Parkes,1
11003119803,Parkes,1
11003119804,Parkes,1
11003119805,Parkes,1
11003119806,Parkes,1
11003119807,Parkes,1
11003119808,Parkes,1
11003119809,Parkes,1
11003119810,Parkes,1
11003119811,Parkes,1
11003119812,Parkes,1
11003119813,Parkes,1
11003119814,Parkes,1
11004119901,Parkes,1
11004119902,Parkes,1
11004119903,Parkes,1
11004119904,Parkes,1
11004119905,Parkes,1
11004119906,Parkes,1
11004119907,Parkes,1
11004119908,Parkes,1
11004119909,Parkes,1
11004119910,Parkes,1
11004119911,Parkes,1
11004119912,Parkes,1
11004119913,Parkes,1
11004119914,Parkes,1
11004119915,Parkes,1
11004119916,Parkes,1
11004119917,Parkes,1
11004119918,Parkes,1
11004119919,Parkes,1
11004119920,Parkes,1
11004119921,Parkes,1
11004120001,Parkes,1
11004120002,Parkes,1
11004120003,Parkes,1
11004120004,Parkes,1
11004120005,Parkes,1
11004120006,Parkes,1
11004120007,Parkes,1
11004120008,Parkes,1
11004120009,Parkes,1
11004120010,Parkes,1
11004120011,Parkes,1
11004120012,Parkes,1
11004120013,Parkes,1
11004120101,New England,1
11004120102,New England,1
11004120103,New England,1
11004120104,New England,1
11004120105,New England,1
11004120106,New England,1
11004120107,New England,1
11004120108,New England,1
11004120109,New England,1
11004120110,New England,1
11004120111,New England,1
11004120112,New England,1
11004120113,New England,1
11004120114,New England,1
11004120115,New England,1
11004120116,New England,1
11004120117,New England,1
11004120118,New England,1
11004120119,New England,1
11004120120,New England,1
11004120121,New England,1
11004120122,New England,1
11004120201,New England,1
11004120202,New England,1
11004120203,New England,1
11004120205,New England,1
11004120206,New England,1
11004120207,New England,1
11004120208,New England,1
11004120209,New England,1
11004120211,New England,1
11004120212,New England,1
11004120213,New England,1
11004120214,New England,1
11004120215,New England,1
11004120216,New England,1
11004120217,New England,1
11004120218,New England,1
11004120219,New England,1
11004120220,New England,1
11004120221,New England,1
11004120222,New England,1
11004120223,New England,1
11004120224,New England,1
11004120225,New England,1
11004120226,New England,1
11004120227,New England,1
11004120228,New England,1
11004120229,New England,1
11004120230,New England,1
11004120231,New England,1
11004120232,New England,1
11004120233,New England,1
11004120234,New England,1
11004120235,New England,1
11004120236,New England,1
11004120237,New England,1
11004120238,New England,1
11004120239,New England,1
11004120240,New England,1
11004120241,New England,1
11004120242,New England,1
11004120243,New England,1
11004120244,New England,1
11004120245,New England,1
11004120246,New England,1
11004120247,New England,1
11004120248,New England,1
11004120249,New England,1
11004120250,New England,1
11004120251,New England,1
11004120252,New England,1
11004120253,New England,1
11004120254,New England,1
11004120255,New England,1
11004120256,New England,1
11004120257,New England,1
11004120258,New England,1
11004120301,New England,1
11004120302,New England,1
11004120303,New England,1
11004120304,New England,1
11004120305,New England,1
11004120306,New England,1
11004120307,New England,1
11004120308,New England,1
11004120309,New England,1
11004120310,New England,1
11004120311,New England,1
11004120312,New England,1
11004120313,New England,1
11004120314,New England,1
11004120315,New England,1
11004120316,New England,1
11004120317,New England,1
11004120318,New England,1
11004120319,New England,1
11004120320,New England,1
11004120321,New England,1
11004120322,New England,1
11004120323,New England,1
11004120324,New England,1
11004120326,New England,1
11004120327,New England,1
11004120328,New England,1
11004120330,New England,1
11004120331,New England,1
11004120332,New England,1
11004120333,New England,1
11004120334,New England,1
11004120335,New England,1
11004120336,New England,1
11004120337,New England,1
11004120338,New England,1
11004120339,New England,1
11004120340,New England,1
11004120401,New England,1
11004120402,New England,1
11004120403,New England,1
11004120404,New England,1
11004120405,New England,1
11004120406,New England,1
11004120408,New England,1
11004120409,New England,1
11004120410,New England,1
11004120411,New England,1
11004120412,New England,1
11004120413,New England,1
11004120414,New England,1
11004120415,New England,1
11004120501,New England,1
11004120502,New England,1
11004120503,New England,1
11004120504,New England,1
11004120505,New England,1
11004120506,New England,1
11004120507,New England,1
11004120508,New England,1
11004120509,New England,1
11004120510,New England,1
11004120511,New England,1
11004120513,New England,1
11004120514,New England,1
11004120515,New England,1
11004120516,New England,1
11004120517,New England,1
11004120518,New England,1
11004120519,New England,1
11004120520,New England,1
11004120521,New England,1
11004120522,New England,1
11004120523,New England,1
11004120524,New England,1
11004120525,New England,1
11004120526,New England,1
11004120527,New England,1
11004120528,New England,1
11004120529,New England,1
11004120530,New England,1
11004120531,New England,1
11004120532,New England,1
11004120533,New England,1
11004120534,New England,1
11004120535,New England,1
11004120536,New England,1
11004120537,New England,1
11004120538,New England,1
11004120539,New England,1
11004120540,New England,1
11004120541,New England,1
11004120542,New England,1
11004120543,New England,1
11004120544,New England,1
11004120545,New England,1
11004120546,New England,1
11004120547,New England,1
11004120548,New England,1
