SA1_CODE21,Electorate,proportion
11901136016,Banks,1
11901136017,Banks,1
11901136018,Banks,1
11901136019,Banks,1
11901136020,Banks,1
11901136021,Banks,1
11901136022,Banks,1
11901136023,Banks,1
11901136024,Banks,1
11901136025,Banks,1
11901136026,Banks,1
11901136027,Banks,1
11901136028,Banks,1
11901136029,Banks,1
11901136030,Banks,1
11901136031,Banks,1
11901136032,Banks,1
11901136033,Banks,1
11901136034,Banks,1
11901136035,Banks,1
11901136101,Blaxland,1
11901136102,Blaxland,1
11901136103,Watson,1
11901136104,Watson,1
11901136105,Watson,1
11901136106,Watson,1
11901136107,Watson,1
11901136108,Watson,1
11901136109,Blaxland,1
11901136110,Watson,1
11901136111,Watson,1
11901136112,Watson,1
11901136113,Watson,1
11901136114,Watson,1
11901136115,Watson,1
11901136116,Watson,1
11901136117,Watson,1
11901136118,Watson,1
11901136119,Blaxland,1
11901136120,Watson,1
11901136122,Watson,1
11901136123,Watson,1
11901136124,Blaxland,1
11901136125,Blaxland,1
11901136126,Blaxland,1
11901136127,Blaxland,1
11901136128,Blaxland,1
11901136129,Blaxland,1
11901136130,Blaxland,1
11901136131,Blaxland,1
11901136132,Blaxland,1
11901136133,Blaxland,1
11901136134,Blaxland,1
11901136135,Blaxland,1
11901136136,Blaxland,1
11901136137,Watson,1
11901136138,Blaxland,1
11901136139,Watson,1
11901136140,Watson,1
11901136141,Watson,1
11901136142,Watson,1
11901136143,Watson,1
11901136144,Blaxland,1
11901136145,Blaxland,1
11901136146,Blaxland,1
11901136147,Watson,1
11901136148,Watson,1
11901157101,Watson,1
11901157102,Watson,1
11901157103,Watson,1
11901157104,Watson,1
11901157106,Watson,1
11901157107,Watson,1
11901157108,Watson,1
11901157109,Watson,1
11901157110,Watson,1
11901157111,Watson,1
11901157112,Watson,1
11901157113,Watson,1
11901157114,Watson,1
11901157116,Watson,1
11901157117,Watson,1
11901157118,Watson,1
11901157119,Watson,1
11901157120,Watson,1
11901157121,Watson,1
11901157122,Watson,1
11901157123,Watson,1
11901157124,Watson,1
11901157125,Watson,1
11901157126,Watson,1
11901157127,Watson,1
11901157128,Watson,1
11901157129,Watson,1
11901157130,Watson,1
11901157131,Watson,1
11901157132,Watson,1
11901157133,Watson,1
11901157134,Watson,1
11901157135,Watson,1
11901157136,Watson,1
11901157137,Watson,1
11901157138,Watson,1
11901157139,Watson,1
11901157140,Watson,1
11901157141,Watson,1
11901157142,Watson,1
11901157143,Watson,1
11901157144,Watson,1
11901157145,Watson,1
11901157201,Watson,1
11901157202,Watson,1
11901157203,Watson,1
11901157204,Watson,1
11901157205,Watson,1
11901157206,Watson,1
11901157207,Watson,1
11901157208,Watson,1
11901157209,Watson,1
11901157210,Watson,1
11901157211,Watson,1
11901157212,Watson,1
11901157213,Watson,1
11901157214,Watson,1
11901157215,Watson,1
11901157216,Watson,1
11901157217,Watson,1
11901157218,Watson,1
11901157219,Watson,1
11901157220,Watson,1
11901157221,Watson,1
11901157222,Watson,1
11901157223,Watson,1
11901157224,Watson,1
11901157225,Watson,1
11901157226,Watson,1
11901157227,Watson,1
11901157228,Watson,1
11901157229,Watson,1
11901157230,Watson,1
11901157231,Watson,1
11901157232,Watson,1
11901157233,Banks,1
11901157234,Watson,1
11901157235,Watson,1
11901157236,Watson,1
11901157237,Watson,1
11901157238,Watson,1
11901157239,Banks,1
11901157240,Watson,1
11901157242,Watson,1
11901157243,Watson,1
11901157244,Watson,1
11901157245,Watson,1
11901157246,Watson,1
11901165501,Watson,1
11901165502,Watson,1
11901165503,Watson,1
11901165504,Watson,1
11901165505,Watson,1
11901165506,Watson,1
11901165507,Watson,1
11901165508,Watson,1
11901165509,Watson,1
11901165510,Watson,1
11901165511,Watson,1
11901165512,Watson,1
11901165513,Watson,1
11901165514,Watson,1
11901165515,Watson,1
11901165516,Watson,1
11901165517,Watson,1
11901165518,Watson,1
11901165519,Watson,1
11901165520,Watson,1
11901165521,Watson,1
11901165522,Watson,1
11901165523,Watson,1
11901165524,Watson,1
11901165525,Watson,1
11901165526,Watson,1
11901165527,Watson,1
11901165528,Watson,1
11901165529,Watson,1
11901165530,Watson,1
11901165531,Watson,1
11901165601,Watson,1
11901165602,Watson,1
11901165603,Watson,1
11901165604,Watson,1
11901165605,Watson,1
11901165606,Watson,1
11901165607,Watson,1
11901165608,Watson,1
11901165609,Watson,1
11901165610,Watson,1
11901165611,Watson,1
11901165612,Watson,1
11901165613,Watson,1
11901165614,Watson,1
11901165615,Watson,1
11901165616,Watson,1
11901165617,Watson,1
11901165618,Watson,1
11901165619,Watson,1
11901165620,Watson,1
11901165621,Watson,1
11901165622,Watson,1
11901165623,Watson,1
11901165624,Watson,1
11901165625,Watson,1
11901165626,Watson,1
11901165627,Watson,1
11901165701,Banks,1
11901165702,Banks,1
11901165703,Banks,1
11901165704,Banks,1
11901165705,Banks,1
11901165706,Banks,1
11901165707,Banks,1
11901165708,Banks,1
11901165709,Banks,1
11901165710,Banks,1
11901165711,Banks,1
11901165712,Banks,1
11901165713,Banks,1
11901165714,Banks,1
11901165715,Banks,1
11901165716,Banks,1
11901165717,Banks,1
11901165718,Banks,1
11901165719,Banks,1
11901165720,Banks,1
11901165721,Banks,1
11901165722,Banks,1
11901165723,Banks,1
11901165724,Banks,1
11901165725,Banks,1
11901165726,Banks,1
11901165727,Banks,1
11901165728,Banks,1
11901165801,Banks,1
11901165802,Banks,1
11901165803,Banks,1
11901165804,Banks,1
11901165805,Banks,1
11901165806,Banks,1
11901165807,Banks,1
11901165808,Banks,1
11901165809,Banks,1
11901165810,Banks,1
11901165811,Banks,1
11901165812,Banks,1
11901165813,Banks,1
11901165814,Banks,1
11901165815,Banks,1
11901165816,Banks,1
11901165817,Banks,1
11901165818,Banks,1
11901165819,Banks,1
11901165820,Banks,1
11901165821,Banks,1
11901165822,Banks,1
11901165823,Banks,1
11901165824,Banks,1
11901165825,Banks,1
11901165826,Banks,1
11901165827,Banks,1
11901165828,Banks,1
11901165829,Banks,1
11901165830,Banks,1
11901165831,Banks,1
11901165832,Banks,1
11901165833,Banks,1
11902136201,Watson,1
11902136202,Watson,1
11902136203,Watson,1
11902136204,Watson,1
11902136206,Barton,1
11902136207,Barton,1
11902136208,Barton,1
11902136209,Barton,1
11902136210,Barton,1
11902136212,Watson,1
11902136213,Watson,1
11902136214,Watson,1
11902136215,Watson,1
11902136216,Watson,1
11902136217,Watson,1
11902136218,Watson,1
11902136219,Watson,1
11902136220,Watson,1
11902136221,Watson,1
11902136222,Watson,1
11902136223,Watson,1
11902136224,Watson,1
11902136225,Watson,1
11902136226,Watson,1
11902136227,Watson,1
11902136228,Watson,1
11902136229,Watson,1
11902136230,Watson,1
11902136231,Watson,1
11902136233,Watson,1
11902136234,Watson,1
11902136235,Watson,1
11902136236,Watson,1
11902136237,Watson,1
11902136238,Watson,1
11902136239,Barton,1
11902136240,Watson,1
11902136241,Watson,1
11902136242,Watson,1
11902136243,Watson,1
11902136244,Watson,1
11902136245,Watson,1
11902136246,Watson,1
11902136247,Watson,1
11902136248,Barton,1
11902136249,Barton,1
11902136601,Banks,1
11902136602,Banks,1
11902136603,Banks,1
11902136604,Banks,1
11902136605,Banks,1
11902136606,Banks,1
11902136607,Banks,1
11902136608,Banks,1
11902136609,Banks,1
11902136610,Watson,1
11902136611,Watson,1
11902136612,Watson,1
11902136613,Watson,1
11902136614,Watson,1
11902136615,Watson,1
11902136616,Watson,1
11902136617,Watson,1
11902136618,Watson,1
11902136619,Watson,1
11902136620,Watson,1
11902136621,Watson,1
11902136622,Watson,1
11902136623,Watson,1
11902136624,Watson,1
11902136625,Watson,1
11902136626,Watson,1
11902136627,Watson,1
11902136628,Watson,1
11902136629,Watson,1
11902136630,Watson,1
11902136631,Watson,1
11902136632,Watson,1
11902136633,Watson,1
11902136634,Watson,1
11902136635,Watson,1
11902136636,Watson,1
11902136637,Watson,1
11902136638,Watson,1
11902136639,Watson,1
11902136640,Watson,1
11902136641,Banks,1
11902136642,Banks,1
11902136643,Banks,1
11902136644,Banks,1
11902136645,Banks,1
11902136646,Banks,1
11902136647,Banks,1
11902136648,Watson,1
11902136701,Banks,1
11902136702,Banks,1
11902136703,Banks,1
11902136704,Banks,1
11902136705,Banks,1
11902136706,Banks,1
11902136707,Banks,1
11902136708,Banks,1
11902136709,Banks,1
11902136710,Banks,1
11902136711,Banks,1
11902136712,Banks,1
11902136713,Banks,1
11902136714,Barton,1
11902136715,Barton,1
11902136716,Barton,1
11902136717,Barton,1
11902136718,Barton,1
11902136719,Barton,1
11902136720,Barton,1
11902136721,Barton,1
11902136722,Barton,1
11902136723,Barton,1
11902136724,Barton,1
11902136725,Barton,1
11902136726,Barton,1
11902136727,Barton,1
11902136728,Barton,1
11902157301,Watson,1
11902157302,Watson,1
11902157303,Watson,1
11902157304,Watson,1
11902157305,Watson,1
11902157306,Watson,1
11902157307,Watson,1
11902157308,Watson,1
11902157309,Watson,1
11902157310,Watson,1
11902157311,Watson,1
11902157312,Watson,1
11902157313,Watson,1
11902157314,Watson,1
11902157315,Watson,1
11902157316,Watson,1
11902157317,Watson,1
11902157318,Watson,1
11902157319,Watson,1
11902157320,Watson,1
11902157321,Watson,1
11902157322,Watson,1
11902157323,Watson,1
11902157324,Watson,1
11902157325,Watson,1
11902157326,Watson,1
11902157327,Watson,1
11902157328,Watson,1
11902157329,Watson,1
11902157330,Watson,1
11902157331,Watson,1
11902157401,Watson,1
11902157402,Watson,1
11902157403,Watson,1
11902157404,Watson,1
11902157405,Watson,1
11902157406,Watson,1
11902157407,Watson,1
11902157408,Watson,1
11902157409,Watson,1
11902157410,Watson,1
11902157411,Watson,1
11902157412,Watson,1
11902157413,Watson,1
11902157414,Watson,1
11902157415,Watson,1
11902157416,Watson,1
11902157417,Watson,1
11902157418,Watson,1
11902157419,Watson,1
11902157420,Watson,1
11902157421,Watson,1
11902165901,Watson,1
11902165902,Watson,1
11902165903,Watson,1
11902165904,Watson,1
11902165905,Watson,1
11902165906,Watson,1
11902165907,Watson,1
11902165908,Watson,1
11902165909,Watson,1
11902165910,Watson,1
11902165911,Watson,1
11902165912,Watson,1
11902165913,Watson,1
11902165914,Watson,1
11902165915,Watson,1
11902165916,Watson,1
11902165917,Watson,1
11902165918,Watson,1
11902165919,Watson,1
11902165920,Watson,1
11902165921,Watson,1
11902165922,Watson,1
11902165923,Watson,1
11902165924,Watson,1
11902165925,Watson,1
11902165926,Watson,1
11902165927,Watson,1
11902165928,Watson,1
11902165929,Watson,1
11902166001,Watson,1
11902166002,Watson,1
11902166003,Watson,1
11902166004,Watson,1
11902166005,Watson,1
11902166006,Watson,1
11902166007,Watson,1
11902166008,Watson,1
11902166009,Watson,1
11902166010,Watson,1
11902166011,Watson,1
11902166012,Watson,1
11902166013,Watson,1
11902166014,Watson,1
11902166015,Watson,1
11902166016,Watson,1
11902166017,Watson,1
11902166018,Watson,1
11902166019,Watson,1
11902166020,Watson,1
11902166021,Watson,1
11902166101,Barton,1
11902166102,Barton,1
11902166103,Barton,1
11902166104,Barton,1
11902166105,Barton,1
11902166106,Barton,1
11902166107,Barton,1
11902166108,Barton,1
11902166109,Barton,1
11902166110,Watson,1
11902166111,Barton,1
11902166112,Barton,1
11902166113,Barton,1
11902166114,Watson,1
11902166115,Barton,1
11902166116,Barton,1
11902166117,Barton,1
11902166118,Barton,1
11902166119,Watson,1
11902166120,Barton,1
11902166121,Barton,1
11902166122,Barton,1
11902166123,Barton,1
11902166124,Barton,1
11902166125,Barton,1
11902166126,Barton,1
11902166127,Barton,1
11902166201,Barton,1
11902166202,Barton,1
11902166203,Barton,1
11902166204,Barton,1
11902166205,Barton,1
11902166206,Barton,1
11902166207,Barton,1
11902166208,Barton,1
11902166209,Barton,1
11902166210,Barton,1
11902166211,Barton,1
11902166212,Barton,1
11902166213,Barton,1
11902166214,Barton,1
11902166215,Barton,1
11902166216,Barton,1
11902166217,Barton,1
11902166218,Barton,1
11902166219,Barton,1
11902166220,Barton,1
11902166221,Barton,1
11902166222,Barton,1
11902166223,Barton,1
11902166224,Barton,1
11902166225,Barton,1
11902166226,Barton,1
11902166227,Barton,1
11902166228,Barton,1
11902166229,Barton,1
11902166230,Barton,1
11902166231,Barton,1
11902166232,Barton,1
11902166233,Barton,1
11902166234,Barton,1
11902166235,Barton,1
11902166236,Barton,1
11902166237,Barton,1
11902166238,Barton,1
11902166239,Barton,1
11902166240,Barton,1
11902166241,Barton,1
11902166242,Barton,1
11902166243,Barton,1
11902166244,Barton,1
11902166301,Barton,1
11902166302,Barton,1
11902166303,Barton,1
11902166304,Barton,1
11902166305,Barton,1
11902166306,Barton,1
11902166307,Barton,1
11902166308,Barton,1
11902166309,Barton,1
11902166310,Barton,1
11902166311,Barton,1
11902166312,Barton,1
11902166313,Barton,1
11902166314,Barton,1
11903137001,Barton,1
11903137002,Banks,1
11903137003,Banks,1
11903137004,Banks,1
11903137005,Banks,1
11903137006,Banks,1
11903137007,Banks,1
11903137008,Banks,1
11903137009,Barton,1
11903137010,Barton,1
11903137011,Banks,1
11903137012,Banks,1
11903137013,Banks,1
11903137014,Banks,1
11903137015,Banks,1
11903137016,Banks,1
11903137017,Banks,1
11903137018,Banks,1
11903137019,Banks,1
11903137020,Banks,1
11903137021,Banks,1
11903137022,Banks,1
11903137023,Banks,1
11903137024,Banks,1
11903137025,Barton,1
11903137026,Barton,1
11903137027,Barton,1
11903137028,Barton,1
11903137029,Barton,1
11903137030,Banks,1
11903137101,Banks,1
11903137102,Banks,1
11903137103,Banks,1
11903137104,Banks,1
11903137105,Banks,1
11903137106,Banks,1
11903137107,Banks,1
11903137108,Banks,1
11903137109,Banks,1
11903137110,Banks,1
11903137111,Banks,1
11903137112,Banks,1
11903137113,Banks,1
11903137114,Banks,1
11903137115,Banks,1
11903137116,Banks,1
11903137117,Banks,1
11903137118,Banks,1
11903137119,Banks,1
11903137120,Banks,1
11903137121,Banks,1
11903137122,Banks,1
11903137123,Banks,1
11903137124,Banks,1
11903137125,Banks,1
11903137126,Banks,1
11903137127,Banks,1
11903137128,Banks,1
11903137129,Banks,1
11903137130,Banks,1
11903137131,Banks,1
11903137201,Banks,1
11903137202,Banks,1
11903137203,Banks,1
11903137204,Banks,1
11903137205,Banks,1
11903137206,Banks,1
11903137207,Banks,1
11903137208,Banks,1
11903137209,Banks,1
11903137210,Banks,1
11903137211,Banks,1
11903137212,Banks,1
11903137213,Banks,1
11903137214,Banks,1
11903137215,Banks,1
11903137217,Banks,1
11903137219,Banks,1
11903137220,Banks,1
11903137221,Banks,1
11903137222,Banks,1
11903137223,Banks,1
11903137224,Banks,1
11903137225,Banks,1
11903137226,Banks,1
11903137227,Banks,1
11903137228,Banks,1
11903137229,Banks,1
11903137230,Banks,1
11903137231,Banks,1
11903137232,Banks,1
11903137233,Banks,1
11903137234,Banks,1
11903137235,Banks,1
11903137236,Banks,1
11903137237,Banks,1
11903137238,Banks,1
11903137239,Banks,1
11903137240,Banks,1
11903137241,Banks,1
11903137242,Banks,1
11903137243,Banks,1
11903137244,Banks,1
11903137245,Banks,1
11903137246,Banks,1
11903137247,Banks,1
11903137248,Banks,1
11903137249,Banks,1
11903137250,Banks,1
11903137251,Banks,1
11903137301,Banks,1
11903137302,Banks,1
11903137303,Banks,1
11903137304,Banks,1
11903137305,Banks,1
11903137306,Banks,1
11903137307,Banks,1
11903137308,Banks,1
11903137309,Banks,1
11903137311,Banks,1
11903137312,Banks,1
11903137313,Banks,1
11903137314,Banks,1
11903137315,Banks,1
11903137317,Banks,1
11903137318,Banks,1
11903137320,Banks,1
11903137321,Banks,1
11903137322,Banks,1
11903137323,Banks,1
11903137324,Banks,1
11903137325,Banks,1
11903137326,Banks,1
11903137327,Banks,1
11903137328,Banks,1
11903137329,Banks,1
11903137330,Banks,1
11903137331,Banks,1
11903137332,Banks,1
11903137333,Banks,1
11903137334,Banks,1
11903137401,Barton,1
11903137402,Barton,1
11903137403,Barton,1
11903137404,Barton,1
11903137405,Banks,1
11903137407,Banks,1
11903137408,Banks,1
11903137409,Barton,1
11903137410,Barton,1
11903137411,Banks,1
11903137412,Banks,1
11903137413,Banks,1
11903137414,Barton,1
11903137415,Banks,1
11903137416,Banks,1
11903137417,Banks,1
11903137418,Banks,1
11903137419,Banks,1
11903137421,Banks,1
11903137422,Banks,1
11903137423,Banks,1
11903137424,Banks,1
11903137425,Barton,1
11903137426,Barton,1
11903137427,Barton,1
11903137428,Barton,1
11903137429,Barton,1
11903137430,Banks,1
11903137431,Banks,1
11903137432,Banks,1
11903137433,Banks,1
11903137434,Banks,1
11903137435,Banks,1
11903137436,Banks,1
11903137437,Banks,1
11903137438,Banks,1
11903137439,Banks,1
11903137440,Banks,1
11903137441,Banks,1
11903137442,Banks,1
11903137443,Banks,1
11903137444,Banks,1
11903137445,Banks,1
11903137446,Banks,1
11903137447,Barton,1
11903137448,Banks,1
11903137449,Banks,1
11903137450,Barton,1
11903137451,Barton,1
11903137452,Banks,1
11903137453,Banks,1
11903137454,Banks,1
11903137455,Banks,1
11903137456,Banks,1
11903137457,Banks,1
11903137458,Banks,1
11903137459,Banks,1
11903137460,Banks,1
11903137461,Barton,1
11903137462,Barton,1
11903166401,Barton,1
11903166402,Barton,1
11903166403,Barton,1
11903166404,Barton,1
11903166405,Barton,1
11903166406,Barton,1
11903166407,Barton,1
11903166408,Barton,1
11903166409,Barton,1
11903166410,Barton,1
11903166411,Barton,1
11903166412,Barton,1
11903166413,Barton,1
11903166414,Barton,1
11903166415,Barton,1
11903166416,Barton,1
11903166417,Barton,1
11903166418,Barton,1
11903166419,Barton,1
11903166420,Barton,1
11903166421,Barton,1
11903166422,Barton,1
11903166423,Barton,1
11903166501,Barton,1
11903166502,Barton,1
11903166503,Barton,1
11903166504,Barton,1
11903166505,Barton,1
11903166506,Barton,1
11903166507,Barton,1
11903166508,Barton,1
11903166509,Barton,1
11903166510,Barton,1
11903166511,Barton,1
11903166512,Barton,1
11903166513,Barton,1
11903166514,Barton,1
11903166515,Barton,1
11903166516,Barton,1
11903166517,Barton,1
11903166518,Barton,1
11903166519,Barton,1
11903166520,Barton,1
11903166521,Barton,1
11903166522,Barton,1
11903166523,Barton,1
11903166524,Barton,1
11903166525,Barton,1
11903166526,Barton,1
11903166527,Barton,1
11903166601,Banks,1
11903166602,Banks,1
11903166603,Banks,1
11903166604,Banks,1
11903166605,Banks,1
11903166606,Banks,1
11903166607,Banks,1
11903166608,Banks,1
11903166609,Banks,1
11903166610,Banks,1
11903166611,Banks,1
11903166612,Banks,1
11903166613,Banks,1
11903166614,Banks,1
11903166615,Banks,1
11903166616,Banks,1
11903166617,Banks,1
11903166618,Banks,1
11903166619,Banks,1
11903166620,Banks,1
11903166621,Banks,1
11903166622,Banks,1
11903166623,Banks,1
11903166624,Banks,1
11903166625,Banks,1
11903166626,Banks,1
11903166627,Banks,1
11903166628,Banks,1
11903166629,Banks,1
11903166630,Banks,1
11903166631,Banks,1
11903166632,Banks,1
11903166701,Banks,1
11903166702,Banks,1
11903166703,Banks,1
11903166704,Banks,1
11903166705,Banks,1
11903166706,Banks,1
11903166707,Banks,1
11903166708,Banks,1
11903166709,Banks,1
11903166710,Banks,1
11903166711,Banks,1
11903166712,Banks,1
11903166713,Banks,1
11903166714,Banks,1
11903166715,Banks,1
11903166716,Banks,1
11903166717,Banks,1
11903166718,Banks,1
11904137701,Barton,1
11904137702,Barton,1
11904137703,Barton,1
11904137704,Barton,1
11904137705,Barton,1
11904137706,Barton,1
11904137707,Barton,1
11904137708,Barton,1
11904137709,Barton,1
11904137710,Barton,1
11904137711,Barton,1
11904137712,Barton,1
11904137713,Barton,1
11904137714,Barton,1
11904137715,Barton,1
11904137716,Barton,1
11904137717,Barton,1
11904137718,Barton,1
11904137719,Barton,1
11904137720,Barton,1
11904137721,Barton,1
11904137722,Barton,1
11904137723,Barton,1
11904137724,Barton,1
11904137725,Barton,1
11904137726,Barton,1
11904137727,Barton,1
11904137728,Barton,1
11904137729,Barton,1
11904137730,Barton,1
11904137731,Barton,1
11904137732,Barton,1
11904137733,Barton,1
11904137734,Barton,1
11904137801,Barton,1
11904137802,Barton,1
11904137803,Barton,1
11904137804,Barton,1
11904137805,Barton,1
11904137806,Barton,1
11904137807,Barton,1
11904137808,Barton,1
11904137809,Barton,1
11904137810,Barton,1
11904137811,Barton,1
11904137812,Barton,1
11904137813,Barton,1
11904137814,Barton,1
11904137815,Barton,1
11904137816,Barton,1
11904137817,Barton,1
11904137818,Barton,1
11904137820,Barton,1
11904137821,Barton,1
11904137822,Barton,1
11904137823,Barton,1
11904137825,Barton,1
11904137826,Barton,1
11904137827,Barton,1
11904137828,Barton,1
11904137829,Barton,1
11904137830,Barton,1
11904137831,Barton,1
11904137901,Barton,1
11904137902,Barton,1
11904137903,Barton,1
11904137904,Barton,1
11904137905,Barton,1
11904137906,Barton,1
11904137907,Barton,1
11904137908,Barton,1
11904137909,Barton,1
11904137910,Barton,1
11904137911,Barton,1
11904137912,Barton,1
11904137913,Barton,1
11904137914,Barton,1
11904137915,Barton,1
11904137916,Barton,1
11904137917,Barton,1
11904137918,Barton,1
11904137919,Barton,1
11904137920,Barton,1
11904137921,Barton,1
11904137922,Barton,1
11904137923,Barton,1
11904137924,Barton,1
11904137925,Barton,1
11904137926,Barton,1
11904137927,Barton,1
11904137928,Barton,1
11904137929,Barton,1
11904137930,Barton,1
11904137931,Barton,1
11904137932,Barton,1
11904137933,Barton,1
11904137934,Barton,1
11904137935,Barton,1
11904137936,Barton,1
11904137937,Barton,1
11904138001,Kingsford Smith,1
11904138002,Kingsford Smith,1
11904138003,Kingsford Smith,1
11904138004,Kingsford Smith,1
11904138005,Kingsford Smith,1
11904138006,Barton,0.098905609
11904138006,Kingsford Smith,0.901094391
11904138007,Kingsford Smith,1
11904138008,Kingsford Smith,1
11904138009,Kingsford Smith,1
11904138010,Kingsford Smith,1
11904138011,Kingsford Smith,1
11904138012,Kingsford Smith,1
11904138013,Kingsford Smith,1
11904138014,Kingsford Smith,1
11904138015,Kingsford Smith,1
11904138016,Kingsford Smith,1
11904138017,Kingsford Smith,1
11904138018,Kingsford Smith,1
11904138019,Kingsford Smith,1
11904138020,Kingsford Smith,1
11904138021,Kingsford Smith,1
11904138022,Kingsford Smith,1
11904138023,Kingsford Smith,1
11904138024,Kingsford Smith,1
11904138025,Kingsford Smith,1
11904138026,Kingsford Smith,1
11904138027,Kingsford Smith,1
11904138028,Kingsford Smith,1
11904138029,Kingsford Smith,1
11904138030,Kingsford Smith,1
11904138031,Kingsford Smith,1
11904138032,Kingsford Smith,1
11904138101,Barton,1
11904138102,Barton,1
11904138103,Barton,1
11904138104,Barton,1
11904138106,Barton,1
11904138107,Barton,1
11904138108,Barton,1
11904138109,Barton,1
11904138110,Barton,1
11904138111,Barton,1
11904138112,Barton,1
11904138113,Barton,1
11904138114,Barton,1
11904138115,Barton,1
11904138116,Barton,1
11904138117,Barton,1
11904138118,Barton,1
11904138120,Barton,1
11904138121,Barton,1
11904138124,Barton,1
11904138125,Barton,1
11904138126,Barton,1
11904138127,Barton,1
11904138128,Barton,0.374492261
11904138128,Kingsford Smith,0.625507739
11904138129,Barton,1
11904138130,Barton,1
11904138131,Barton,1
11904138132,Barton,1
11904138133,Barton,1
11904138135,Barton,1
11904138136,Barton,1
11904138138,Barton,1
11904138139,Barton,1
11904138140,Barton,1
11904138141,Barton,1
11904138142,Barton,1
11904138143,Barton,1
11904138144,Barton,1
11904138145,Barton,1
11904138146,Barton,1
11904138147,Barton,1
11904138148,Barton,1
11904138149,Barton,1
11904138150,Barton,1
11904138151,Barton,1
11904138152,Barton,1
11904138153,Barton,1
11904138154,Barton,1
11904138155,Barton,1
11904138156,Barton,1
11904138157,Barton,1
11904138158,Barton,1
11904138201,Cook,1
11904138202,Cook,1
11904138203,Cook,1
11904138204,Cook,1
11904138205,Cook,1
11904138206,Cook,1
11904138207,Cook,1
11904138208,Barton,1
11904138209,Cook,1
11904138210,Cook,1
11904138211,Cook,1
11904138212,Cook,1
11904138213,Cook,1
11904138214,Cook,1
11904138215,Cook,1
11904138216,Cook,1
11904138217,Cook,1
11904138218,Cook,1
11904138219,Cook,1
11904138220,Cook,1
11904138221,Cook,1
11904138222,Cook,1
11904138223,Cook,1
11904138224,Cook,1
11904138225,Kingsford Smith,1
11904138226,Cook,0.32150655
11904138226,Kingsford Smith,0.67849345
11904138227,Cook,0.082553712
11904138227,Kingsford Smith,0.917446288
11904138228,Kingsford Smith,1
11904138229,Cook,1
11904138230,Cook,1
11904138231,Cook,1
11904138232,Cook,1
11904138233,Barton,0.052798615
11904138233,Cook,0.947201385
11904138234,Barton,1
11904138235,Cook,1
11904138236,Cook,1
11904138237,Cook,1
11904138238,Cook,1
11904138239,Cook,1
11904166801,Barton,1
11904166802,Barton,1
11904166803,Barton,1
11904166804,Barton,1
11904166805,Barton,1
11904166806,Barton,1
11904166807,Barton,1
11904166808,Barton,1
11904166809,Barton,1
11904166810,Barton,1
11904166811,Barton,1
11904166812,Barton,1
11904166813,Barton,1
11904166814,Barton,1
11904166815,Barton,1
11904166816,Barton,1
11904166817,Barton,1
11904166818,Barton,1
11904166819,Barton,1
11904166820,Barton,1
11904166821,Barton,1
11904166822,Barton,1
11904166823,Barton,1
11904166824,Barton,1
11904166825,Barton,1
11904166826,Barton,1
11904166827,Barton,1
11904166828,Barton,1
11904166829,Barton,1
11904166830,Barton,1
11904166831,Barton,1
11904166832,Barton,1
11904166833,Barton,1
11904166834,Barton,1
11904166901,Barton,1
11904166902,Barton,1
11904166903,Barton,1
11904166904,Barton,1
11904166905,Barton,1
11904166906,Barton,1
11904166907,Barton,1
11904166908,Barton,1
11904166909,Barton,1
11904166910,Barton,1
11904166911,Barton,1
11904166912,Barton,1
11904166913,Barton,1
11904166914,Barton,1
11904166915,Barton,1
11904166916,Barton,1
11904166917,Barton,1
11904166918,Barton,1
11904166919,Barton,1
11904166920,Barton,1
11904166921,Barton,1
11904166922,Barton,1
11904167001,Barton,1
11904167002,Barton,1
11904167003,Barton,1
11904167004,Barton,1
11904167005,Barton,1
11904167006,Barton,1
11904167007,Barton,1
11904167008,Barton,1
11904167009,Barton,1
11904167010,Barton,1
11904167011,Barton,1
11904167012,Barton,1
11904167013,Barton,1
11904167014,Barton,1
11904167015,Barton,1
11904167016,Barton,1
11904167017,Barton,1
11904167018,Barton,1
11904167019,Barton,1
11904167020,Barton,1
11904167021,Barton,1
11904167022,Barton,1
11904167023,Barton,1
11904167024,Barton,1
11904167025,Barton,1
11904167026,Barton,1
11904167027,Barton,1
11904167028,Barton,1
11904167029,Barton,1
11904167030,Barton,1
11904167031,Barton,1
11904167032,Barton,1
11904167033,Barton,1
11904167034,Barton,1
11904167035,Barton,1
11904167101,Barton,1
11904167102,Barton,1
11904167103,Barton,1
11904167104,Barton,1
11904167105,Barton,1
11904167106,Barton,1
11904167107,Barton,1
11904167108,Barton,1
11904167109,Barton,1
11904167110,Barton,1
11904167111,Barton,1
11904167112,Barton,1
11904167113,Barton,1
11904167114,Barton,1
11904167115,Barton,1
11904167116,Barton,1
11904167117,Barton,1
11904167118,Barton,1
11904167119,Barton,1
11904167120,Barton,1
12001138301,Reid,1
12001138302,Reid,1
12001138303,Reid,1
12001138304,Reid,1
12001138305,Reid,1
12001138306,Reid,1
12001138307,Reid,1
12001138308,Reid,1
12001138309,Reid,1
12001138310,Reid,1
12001138311,Reid,1
12001138312,Reid,1
12001138313,Reid,1
12001138314,Reid,1
12001138315,Reid,1
12001138316,Reid,1
12001138317,Reid,1
12001138318,Reid,1
12001138319,Reid,1
12001138321,Reid,1
12001138322,Reid,1
12001138323,Reid,1
12001138324,Reid,1
